Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),8.177349777872857,6.154722512082803,28.17755415400109,0.07942339166547308,tanh,0.001,"(50,)",constant,adam,bodyfat_perc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.076092668695381,7.043230382038128,29.36428326865526,-0.1340511125571877,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),8.177349777872852,6.1547225120828095,28.177554154001133,0.07942339166547407,tanh,0.001,"(50,)",constant,adam,bodyfat_perc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),10.205249583530792,8.030065930057209,33.38029702245795,-0.43377844472321314,relu,0.001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),8.665857344763685,6.501522231572301,29.51468810076247,0.0637366957151041,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),8.308588486205466,6.545734322270439,31.499705502502458,0.13934433847682226,tanh,0.001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),8.665857344765595,6.501522231575487,29.514688100783427,0.06373669571469143,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),8.934035096497844,7.1263561870378425,36.81337806554432,0.0048919500227011525,relu,0.001,"(100,)",constant,adam,bodyfat_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),9.250803972522196,6.967801987198376,45.55561294034607,-0.5139872996360064,tanh,0.0001,"(50,)",adaptive,sgd,bodyfat_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),8.799238957687578,7.3662849326258035,46.21341208523154,-0.36978844786538745,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),9.250803972504723,6.967801987186511,45.55561294024809,-0.5139872996302874,tanh,0.0001,"(50,)",adaptive,sgd,bodyfat_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.564654298204457,6.18867369350577,34.90241625183408,-0.012375081722321823,relu,0.001,"(100,)",constant,adam,bodyfat_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),10.222327977354107,8.18346535689813,42.19532005506383,-0.5121426263737152,relu,0.001,"(50, 50)",constant,adam,bodyfat_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),8.003346860743743,5.878191817876305,28.278720201843033,0.07309246422375681,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),10.222327977354103,8.183465356898127,42.195320055063796,-0.5121426263737141,relu,0.001,"(50, 50)",constant,adam,bodyfat_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),8.939285296119161,6.91427670336668,31.36218835467731,-0.15637509625599266,relu,0.001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),10.244859273687688,8.842748782199948,46.54799639386583,-0.18634314839729926,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),9.675581272280652,8.313358695543874,46.231984339579924,-0.05816273365713287,tanh,0.001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),10.244859273690698,8.84274878220214,46.5479963938724,-0.1863431483979967,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),9.658658712627417,8.295738401170775,42.088924648697315,-0.0544645243209807,tanh,0.0001,"(100,)",constant,sgd,bodyfat_perc,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),7.732504450049288,6.209446298351304,29.696017071797264,0.17685727677957896,,,,,,bodyfat_perc,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),8.86260669176421,7.098344059617062,34.132921675031504,-0.0813287223975554,,,,,,bodyfat_perc,squared_error,4.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),7.732504450049288,6.209446298351304,29.696017071797264,0.17685727677957896,,,,,,bodyfat_perc,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),8.86260669176421,7.098344059617062,34.132921675031504,-0.0813287223975554,,,,,,bodyfat_perc,squared_error,4.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),8.503325983575916,6.204645226011703,26.890804660306493,0.09852728152648593,,,,,,bodyfat_perc,absolute_error,12.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),8.662621034614835,6.006816750971487,24.873557277095514,0.06443587007747975,,,,,,bodyfat_perc,absolute_error,4.0,sqrt,100.0,,,,,,,,,,
