mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.0210115909576416,0.004064325429814136,0.000542593002319336,0.0001675096020699556,relu,0.0001,"(50,)",constant,adam,-32.20594283704375,-16.428934020234458,-30.028219352057487,-23.514527709661884,-12.991760865340947,-23.033876956867704,7.4531605375100085,29,relu,0.0001,"(50,)",constant,adam,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2779902458190918,0.008454211102525915,0.0005097389221191406,5.433496125017076e-05,relu,0.0001,"(50,)",constant,sgd,-131088.56314208073,-126942.42264222451,-135332.6355427537,-136036.0105157618,-137614.01228509267,-133402.72882558272,3885.473962506779,43,relu,0.0001,"(50,)",constant,sgd,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031970882415771486,0.02034300270434199,0.0007631778717041016,0.0007403115639395271,relu,0.0001,"(50,)",adaptive,adam,-32.20594283704375,-16.428934020234458,-30.028219352057487,-23.514527709661884,-12.991760865340947,-23.033876956867704,7.4531605375100085,29,relu,0.0001,"(50,)",adaptive,adam,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2784168243408203,0.008374128942106944,0.000502777099609375,6.206313594875053e-05,relu,0.0001,"(50,)",adaptive,sgd,-131088.56314208073,-126942.42264222451,-135332.6355427537,-136036.0105157618,-137614.01228509267,-133402.72882558272,3885.473962506779,43,relu,0.0001,"(50,)",adaptive,sgd,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.032502174377441406,0.029417493163912078,0.0003685951232910156,1.9449462301948225e-05,relu,0.0001,"(100,)",constant,adam,-112.29764899453914,-67.8121277036112,-6.985733206872463,-93.32849265146913,-4.181178120399057,-56.9210361353782,44.23960921905588,35,relu,0.0001,"(100,)",constant,adam,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3285412311553955,0.0018734078522563288,0.0004607200622558594,3.094360882443289e-05,relu,0.0001,"(100,)",constant,sgd,-174166.62923404764,-186718.4957163214,-205277.09744819577,-198828.28400228499,-250953.20445181936,-203188.7421705338,26147.163279345586,47,relu,0.0001,"(100,)",constant,sgd,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.032291412353515625,0.029480851121023624,0.00036320686340332033,9.228493044588428e-06,relu,0.0001,"(100,)",adaptive,adam,-112.29764899453914,-67.8121277036112,-6.985733206872463,-93.32849265146913,-4.181178120399057,-56.9210361353782,44.23960921905588,35,relu,0.0001,"(100,)",adaptive,adam,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3342325210571289,0.00920717689444287,0.00042099952697753905,4.6076732899187944e-05,relu,0.0001,"(100,)",adaptive,sgd,-174166.62923404764,-186718.4957163214,-205277.09744819577,-198828.28400228499,-250953.20445181936,-203188.7421705338,26147.163279345586,47,relu,0.0001,"(100,)",adaptive,sgd,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.044600486755371094,0.024026327855436593,0.00037274360656738283,1.751531345219192e-05,relu,0.0001,"(50, 50)",constant,adam,-4.638399537402647,-11.460561912402513,-7.556237510748877,-4.719428677997812,-7.301205968118975,-7.135166721334164,2.489319178605599,13,relu,0.0001,"(50, 50)",constant,adam,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005459213256835937,2.052317321496775e-05,0.0003600597381591797,2.2385968388186457e-06,relu,0.0001,"(50, 50)",constant,sgd,-2658.2481358904274,-2513.752313328179,-2605.495768190364,-2689.0477691449687,-2339.986763041563,-2561.3061499191003,125.62804676650582,40,relu,0.0001,"(50, 50)",constant,sgd,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04439282417297363,0.024931047360839464,0.0003635406494140625,8.59551057811715e-06,relu,0.0001,"(50, 50)",adaptive,adam,-4.638399537402647,-11.460561912402513,-7.556237510748877,-4.719428677997812,-7.301205968118975,-7.135166721334164,2.489319178605599,13,relu,0.0001,"(50, 50)",adaptive,adam,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6125810623168946,0.1098285272522953,0.0005274295806884765,0.00022618283930718184,relu,0.0001,"(50, 50)",adaptive,sgd,-2.14537373433075,-2.456464956425639,-1.3077547489960721,-1.6234228128283363,-1.5213347803580242,-1.8108702065877647,0.4244473214022366,2,relu,0.0001,"(50, 50)",adaptive,sgd,mch,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
