Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),2.290698691601675,1.2672224203375224,4.854618498305905,-0.051907902590321076,relu,0.001,"(50, 50)",adaptive,sgd,mch,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),2.2197545385854873,1.4183682676321565,5.24829550907161,0.012239425909151058,tanh,0.0001,"(100,)",adaptive,sgd,mch,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),2.290698691601675,1.2672224203375224,4.854618498305905,-0.051907902590321076,relu,0.001,"(50, 50)",adaptive,sgd,mch,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),2.3137512782063796,1.298086830562301,4.974277986508908,-0.07318631407138376,tanh,0.001,"(100,)",constant,sgd,mch,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),2.904362016970336,2.045031044835933,7.324665579539677,-0.6874489218475643,tanh,0.001,"(50, 50)",adaptive,sgd,mch,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),2.744896499685386,1.9833378701971076,7.027386233416756,-0.50723540002132,tanh,0.001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),2.9043620169707927,2.045031044835909,7.324665579539739,-0.687448921848095,tanh,0.001,"(50, 50)",adaptive,sgd,mch,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),2.186665170974152,1.3562842291992478,5.0078663234607905,0.04348075113419281,relu,0.0001,"(100,)",constant,adam,mch,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),2.1352702500125305,1.1639345557777845,4.360934421186048,-0.02084242423856164,relu,0.001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),3.1606964929019767,2.2988393269819802,8.011048078370298,-1.2367559476759529,tanh,0.0001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),2.1352702500125322,1.1639345557777858,4.360934421186055,-0.020842424238563195,relu,0.001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),2.1124617759428688,1.1934599348835007,4.399205240311247,0.0008499133088233357,tanh,0.0001,"(100,)",constant,sgd,mch,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),2.0988224874563985,1.1181890351225792,4.234450078643635,-0.005256640537772972,relu,0.001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),4.240560873290694,2.2880215238593475,8.122501026584153,-3.1036672374075325,tanh,0.001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),2.098822487456393,1.1181890351225685,4.234450078643591,-0.005256640537767865,relu,0.001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),2.1216716920644605,1.190561966840241,4.407182811246195,-0.027263594024918403,tanh,0.0001,"(50, 50)",constant,adam,mch,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),2.6073937334234283,1.6581342002251016,6.299787284808199,-0.3626815339858682,relu,0.0001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),3.0167480553372474,1.94239983574559,7.16435822537677,-0.8241444190119203,tanh,0.0001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),2.607393733423427,1.6581342002251003,6.299787284808192,-0.36268153398586667,relu,0.0001,"(50, 50)",constant,sgd,mch,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),2.2620982901505013,1.3658639813559728,5.170723790044404,-0.025661559129130485,relu,0.001,"(100,)",adaptive,sgd,mch,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),2.101841542630909,1.179997760054173,4.531317966694111,0.11439160361126122,,,,,,mch,squared_error,8.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),2.2474895360252036,1.3052804388834363,4.9912867611472675,-0.012598172100698246,,,,,,mch,squared_error,4.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),2.101841542630909,1.179997760054173,4.531317966694111,0.11439160361126122,,,,,,mch,squared_error,8.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),2.2474895360252036,1.3052804388834363,4.9912867611472675,-0.012598172100698246,,,,,,mch,squared_error,4.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),2.2408683541798924,1.357728559523807,5.067331614318341,-0.004527489379032357,,,,,,mch,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),2.2573013179216774,1.3984618333333376,5.198278235726416,-0.019314516487830335,,,,,,mch,absolute_error,4.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),2.2408683541798924,1.357728559523807,5.067331614318341,-0.004527489379032357,,,,,,mch,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),2.2573013179216774,1.3984618333333376,5.198278235726416,-0.019314516487830335,,,,,,mch,absolute_error,4.0,sqrt,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),2.1475890920076885,1.1321106785714266,4.217061980171807,-0.03265532915039859,,,,,,mch,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),2.0951201779629756,1.1943079285714286,4.400706413784591,0.017187003608675866,,,,,,mch,absolute_error,4.0,log2,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),2.1475890920076885,1.1321106785714266,4.217061980171807,-0.03265532915039859,,,,,,mch,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),2.0951201779629756,1.1943079285714286,4.400706413784591,0.017187003608675866,,,,,,mch,absolute_error,4.0,log2,200.0,,,,,,,,,,
