mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.032923221588134766,0.0005696252464737128,0.00480036735534668,3.7935205603697176e-05,squared_error,4,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",-0.3108331674028399,-0.42997150692624997,-0.42407978421490644,-0.28950547590605347,-1.3991502032172731,-0.5707080275334645,0.4181465930490674,23
0.06430997848510742,0.00016936008680236187,0.009140586853027344,5.474260872508028e-05,squared_error,4,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",-0.3116755028128186,-0.4168990802540163,-0.428668895680733,-0.282548008527999,-1.3778245989738491,-0.5635232172498832,0.41113146438984655,13
0.032418346405029295,0.00012552719849793167,0.004812383651733398,7.253829533465495e-05,squared_error,4,log2,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",-0.3108331674028399,-0.42997150692624997,-0.42407978421490644,-0.28950547590605347,-1.3991502032172731,-0.5707080275334645,0.4181465930490674,23
0.06556334495544433,0.0008448012062676056,0.009358453750610351,0.00015877448713176167,squared_error,4,log2,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",-0.3116755028128186,-0.4168990802540163,-0.428668895680733,-0.282548008527999,-1.3778245989738491,-0.5635232172498832,0.41113146438984655,13
0.03619542121887207,0.00033877971699071847,0.005020046234130859,0.00012367804710100471,squared_error,8,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",-0.3088311393887094,-0.4218136926755829,-0.42871453514685204,-0.29254359768245675,-1.377856116539423,-0.5659518162866048,0.409795451236463,17
0.07160654067993164,0.0007458505169795441,0.009419631958007813,0.00012626116718399957,squared_error,8,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 200}",-0.3195159748372854,-0.42404240304742546,-0.42606769913593706,-0.29674898729100924,-1.3498426155931618,-0.5632435359809638,0.39682609445785666,7
0.03873257637023926,0.004751884918371008,0.0055977821350097655,0.0011534280087622706,squared_error,8,log2,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 100}",-0.3088311393887094,-0.4218136926755829,-0.42871453514685204,-0.29254359768245675,-1.377856116539423,-0.5659518162866048,0.409795451236463,17
0.09092574119567871,0.02508049013941131,0.011415243148803711,0.001687014938184855,squared_error,8,log2,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 200}",-0.3195159748372854,-0.42404240304742546,-0.42606769913593706,-0.29674898729100924,-1.3498426155931618,-0.5632435359809638,0.39682609445785666,7
0.038344287872314455,0.0009161995937966146,0.005136728286743164,0.0002490702651093466,squared_error,12,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",-0.2888257179652536,-0.41703486669257994,-0.4371160437305983,-0.33527552395618937,-1.3391253477947929,-0.5634755000278828,0.3915487171462555,11
0.07534847259521485,0.0008326428081471621,0.010017299652099609,0.00030996977626815815,squared_error,12,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 200}",-0.2895836143287507,-0.415979704202572,-0.4267047485543168,-0.31975556151626844,-1.3447452241127544,-0.5593537705429326,0.39627638340598426,1
0.03994264602661133,0.002381830542716043,0.005240488052368164,6.466523706976114e-05,squared_error,12,log2,100,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 100}",-0.2888257179652536,-0.41703486669257994,-0.4371160437305983,-0.33527552395618937,-1.3391253477947929,-0.5634755000278828,0.3915487171462555,11
