mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.05027480125427246,0.06622139930732719,0.0003674030303955078,2.701188857701978e-05,relu,0.0001,"(50,)",constant,adam,-5865.028816740251,-4790.391644406747,-4661.904615363455,-6211.76697918832,-116247.42908232864,-27555.304227605484,44350.09950754573,29,relu,0.0001,"(50,)",constant,adam,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27429699897766113,0.0017332684317988368,0.000396728515625,1.4110674242772325e-05,relu,0.0001,"(50,)",constant,sgd,-315840309.4549003,-431052577.9663961,-347930007.16689605,-388741876.8761545,-228332808.89026868,-342379516.07092315,68926292.89801852,43,relu,0.0001,"(50,)",constant,sgd,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04954719543457031,0.06479396567207396,0.000374603271484375,2.357399192113676e-05,relu,0.0001,"(50,)",adaptive,adam,-5865.028816740251,-4790.391644406747,-4661.904615363455,-6211.76697918832,-116247.42908232864,-27555.304227605484,44350.09950754573,29,relu,0.0001,"(50,)",adaptive,adam,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2824146270751953,0.016057994640224033,0.0004459381103515625,5.551961465044805e-05,relu,0.0001,"(50,)",adaptive,sgd,-315840309.4549003,-431052577.9663961,-347930007.16689605,-388741876.8761545,-228332808.89026868,-342379516.07092315,68926292.89801852,43,relu,0.0001,"(50,)",adaptive,sgd,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02104649543762207,0.007381524382452236,0.000385284423828125,4.2104208047750376e-05,relu,0.0001,"(100,)",constant,adam,-3224.77290472819,-6343.290158703018,-1801.401691807963,-3550.279652311458,-118168.20270997309,-26617.589423504745,45798.973399200484,19,relu,0.0001,"(100,)",constant,adam,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3396960735321045,0.0031209074461779206,0.0004276275634765625,2.3527263290054174e-05,relu,0.0001,"(100,)",constant,sgd,-441261269.11669135,-442220299.25461924,-500502585.40830266,-502235294.0162933,-192688672.30722398,-415781624.0206261,114691376.59015197,47,relu,0.0001,"(100,)",constant,sgd,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.020772218704223633,0.007401855587479098,0.0003498077392578125,8.340425784401082e-06,relu,0.0001,"(100,)",adaptive,adam,-3224.77290472819,-6343.290158703018,-1801.401691807963,-3550.279652311458,-118168.20270997309,-26617.589423504745,45798.973399200484,19,relu,0.0001,"(100,)",adaptive,adam,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3361018180847168,0.007943101126601664,0.0003902435302734375,1.736983663977996e-05,relu,0.0001,"(100,)",adaptive,sgd,-441261269.11669135,-442220299.25461924,-500502585.40830266,-502235294.0162933,-192688672.30722398,-415781624.0206261,114691376.59015197,47,relu,0.0001,"(100,)",adaptive,sgd,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01367778778076172,0.006677189963877304,0.00035800933837890623,1.1457594217544294e-05,relu,0.0001,"(50, 50)",constant,adam,-3645.287976591405,-3263.4427762288483,-2111.781019869147,-3792.74786661254,-120379.98539445423,-26638.64900675123,46874.37576690733,23,relu,0.0001,"(50, 50)",constant,adam,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005613279342651367,0.0001742411781383333,0.000363922119140625,1.1821907771080648e-05,relu,0.0001,"(50, 50)",constant,sgd,-19718678.24861364,-8821812.527799262,-2225912.5059141065,-7749544.080152669,-3367582.78147344,-8376706.028790625,6199279.997038193,39,relu,0.0001,"(50, 50)",constant,sgd,anaerobicthreshold_bpm,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
