Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),16.410441484164178,13.282857725735884,9.590433734574384,-0.05158773900819624,tanh,0.0001,"(50,)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),21.35550798297388,18.786611419965357,14.213205629925065,-0.7808395694612256,tanh,0.001,"(50, 50)",adaptive,sgd,anaerobicthreshold_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),16.41044148416418,13.282857725735884,9.590433734574379,-0.05158773900819669,tanh,0.0001,"(50,)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),16.00286027956936,13.007888124937425,9.537859755170306,-4.85705612840448e-07,relu,0.0001,"(100,)",constant,sgd,anaerobicthreshold_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),16.521738805284166,14.159682008352497,10.47687532599154,0.005709800896209205,tanh,0.0001,"(50,)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),35.74594720833038,29.044768572384093,22.07474571108409,-3.6543096529980197,tanh,0.001,"(100,)",constant,sgd,anaerobicthreshold_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),16.521738805284087,14.15968200835237,10.476875325991433,0.005709800896218753,tanh,0.0001,"(50,)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),17.62590546942879,15.000952995120445,10.89332005837598,-0.13163019632016915,relu,0.0001,"(50, 50)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),109.44100779510856,81.96530041323845,61.38456629050479,-53.66982707991712,relu,0.0001,"(50, 50)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),46.32927455174974,34.525994614581755,25.570311407846997,-8.79712237150597,tanh,0.001,"(50,)",constant,sgd,anaerobicthreshold_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),109.44100779510835,81.9653004132384,61.384566290504715,-53.66982707991693,relu,0.0001,"(50, 50)",constant,adam,anaerobicthreshold_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),15.918209453150357,13.806262958850919,10.63995217857835,-0.15658075817447492,relu,0.001,"(100,)",constant,sgd,anaerobicthreshold_bpm,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),42.8757806814284,35.389575016552385,25.866365223431004,-7.2375479106772005,tanh,0.001,"(50, 50)",constant,sgd,anaerobicthreshold_bpm,,,,,,,,,,,,,,
