Wavenumber (cm⁻¹),Importance,sample_type,train_percentage,test_name,target_variable,accuracy,model,search_type
2946.716943661135,0.0019037487167594,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2944.788463985964,0.0019236827885199,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2942.859984310793,0.0019451378757858,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2940.931504635622,0.0019906609912769,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2939.003024960452,0.0020746665365407,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2937.074545285281,0.0021784716061755,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2935.146065610109,0.0022864890877047,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2933.217585934939,0.0023756740729076,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2931.289106259768,0.0024267315252637,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2929.360626584597,0.0024607573536108,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2927.432146909426,0.0024759139471237,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2925.503667234255,0.0024430554536616,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2923.575187559084,0.0023770468978966,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2921.646707883913,0.0022871953208651,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2919.718228208742,0.002174089827361,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2917.789748533572,0.0020665489646223,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2915.861268858401,0.0019640873253088,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2913.93278918323,0.0018629087672041,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2912.004309508059,0.0017808977009743,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2910.075829832888,0.0017119564131364,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2908.147350157717,0.0016567596961599,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2906.218870482546,0.0016284609657214,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2904.290390807375,0.0016170653644577,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2902.361911132204,0.0016116987679639,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2900.433431457033,0.0015994519944222,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2898.504951781862,0.0015678406024007,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2896.576472106692,0.0015349259541898,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2894.647992431521,0.0015138966599403,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2892.71951275635,0.001498099979625,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2890.791033081179,0.001489657046282,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2888.862553406008,0.0014854248549983,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2886.934073730837,0.0014790179073121,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2885.005594055666,0.0014743084516379,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2883.077114380495,0.001471690113389,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2881.148634705325,0.0014745531034231,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2879.220155030153,0.0014874918303589,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2877.291675354983,0.0014989763758995,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2875.363195679812,0.0015030917329922,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2873.434716004641,0.0015055174595762,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2871.50623632947,0.0015067449531231,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2869.577756654299,0.0015200445166991,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2867.649276979128,0.0015485574505728,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2865.720797303957,0.0015634966275556,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2863.792317628786,0.0015642256601763,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2861.863837953616,0.0015741469352744,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2859.935358278445,0.001592519327869,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2858.006878603273,0.0016212850287239,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2856.078398928103,0.0016593132893732,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2854.149919252932,0.0016822532449167,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2852.221439577761,0.0016781855616218,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2850.29295990259,0.0016403748586702,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2848.364480227419,0.001568745906744,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2846.436000552248,0.0014912395388605,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2844.507520877077,0.0014287595873968,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2842.579041201906,0.0013868727485468,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2840.650561526736,0.0013662441867994,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2838.722081851565,0.001349570809045,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2836.793602176394,0.0013266126518274,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2834.865122501223,0.0013111239457409,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2832.936642826052,0.0013078774454233,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2831.008163150881,0.001306538098757,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2829.07968347571,0.0013023234219997,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2827.151203800539,0.0012961658470602,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2825.222724125369,0.001291256795604,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2823.294244450197,0.0012890061827443,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2821.365764775026,0.001284208079817,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2819.437285099856,0.0012753587130869,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2817.508805424685,0.0012681838507706,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2815.580325749514,0.0012648576645965,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2813.651846074343,0.0012664737758363,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2811.723366399172,0.0012745678154956,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2809.794886724001,0.0012775242886639,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2807.86640704883,0.0012694442085346,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2805.937927373659,0.0012651293293805,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2804.009447698489,0.0012630789002906,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2802.080968023317,0.0012537898581561,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2800.152488348147,0.0012465476902069,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2798.224008672976,0.0012435679189567,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2796.295528997805,0.0012445219641392,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2794.367049322634,0.0012547128760033,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2792.438569647463,0.0012645901265913,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2790.510089972292,0.0012652331562753,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2788.581610297121,0.0012601114373343,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2786.65313062195,0.0012548261184603,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2784.72465094678,0.0012535156828471,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2782.796171271609,0.001251230511217,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2780.867691596438,0.0012443052758485,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2778.939211921267,0.0012393747532468,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2777.010732246096,0.0012425082063671,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2775.082252570925,0.0012556158036102,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2773.153772895754,0.0012694802599715,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2771.225293220583,0.0012736584556078,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2769.296813545412,0.0012730415277154,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2767.368333870241,0.0012713685255414,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2765.43985419507,0.0012721586283077,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2763.5113745199,0.0012832372358258,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2761.582894844729,0.0012923867071065,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2759.654415169558,0.0012923806647188,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2757.725935494387,0.0012931393308705,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2755.797455819216,0.001289549934613,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2753.868976144045,0.0012880886108497,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2751.940496468874,0.0012952464772897,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2750.012016793703,0.0012963204456741,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2748.083537118532,0.0012971860125192,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2746.155057443361,0.0012990165889207,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2744.226577768191,0.001295638102402,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2742.29809809302,0.0013030459472941,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2740.369618417849,0.0013158919097341,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2738.441138742678,0.0013169382295091,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2736.512659067507,0.0013143518643845,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2734.584179392336,0.0013185260887559,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2732.655699717165,0.0013307694894515,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2730.727220041994,0.0013440280475888,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2728.798740366823,0.0013425626341122,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2726.870260691652,0.0013238742090807,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2724.941781016481,0.0013089014306222,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2723.013301341311,0.0013135484555139,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2721.08482166614,0.0013293239010788,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2719.156341990969,0.001340995204282,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2717.227862315798,0.0013420947105293,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2715.299382640627,0.0013405526577827,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2713.370902965456,0.0013426932833416,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2711.442423290285,0.0013422630943639,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2709.513943615114,0.0013432684402422,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2707.585463939944,0.0013470668820438,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2705.656984264772,0.0013524454721309,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2703.728504589601,0.0013687324780694,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2701.800024914431,0.0013800932844259,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2699.87154523926,0.0013752908205948,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2697.943065564089,0.0013735371885102,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2696.014585888918,0.0013754890400938,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2694.086106213747,0.0013782470273717,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2692.157626538576,0.0013865153839881,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2690.229146863405,0.0013869291843447,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2688.300667188234,0.0013794789444073,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2686.372187513064,0.0013821884434775,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2684.443707837893,0.0013936687473898,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2682.515228162722,0.0014007365037151,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2680.586748487551,0.001398279134438,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2678.65826881238,0.0013882874390637,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2676.729789137209,0.001383192395353,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2674.801309462038,0.0013888830693972,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2672.872829786867,0.001390171266409,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2670.944350111697,0.0013883537160174,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2669.015870436525,0.0013955318598903,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2667.087390761355,0.0014039335305379,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2665.158911086184,0.0014160146451802,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2663.230431411013,0.0014254550194922,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2661.301951735842,0.001413811944326,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2659.373472060671,0.001406183089537,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2657.4449923855,0.001419121524557,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2655.516512710329,0.0014293670322329,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2653.588033035158,0.0014324551064029,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2651.659553359988,0.0014292670809688,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2649.731073684817,0.0014081677953148,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2647.802594009645,0.0013812546449389,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2645.874114334475,0.001376349031927,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2643.945634659304,0.0013898255094247,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2642.017154984133,0.0013983827524822,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2640.088675308962,0.0013981758964927,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2638.160195633791,0.0013874948900732,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2636.23171595862,0.0013702423326059,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2634.303236283449,0.0013700447898725,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2632.374756608278,0.0013801371857898,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2630.446276933108,0.0013752813474249,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2628.517797257937,0.001369512659033,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2626.589317582765,0.0013798002687313,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2624.660837907595,0.0013957016083723,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2622.732358232424,0.0014051107315275,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2620.803878557253,0.0013970475563529,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2618.875398882082,0.0013706807582459,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2616.946919206911,0.001344145154385,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2615.01843953174,0.0013316863688782,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2613.089959856569,0.001330181365605,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2611.161480181398,0.001319210820726,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2609.233000506228,0.0012910648327454,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2607.304520831057,0.0012676891460767,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2605.376041155886,0.0012542324686464,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2603.447561480715,0.0012456788487709,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2601.519081805544,0.0012447253976747,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2599.590602130373,0.0012277619166953,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2597.662122455202,0.0011943191025518,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2595.733642780031,0.0011892882934405,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2593.80516310486,0.0012134999237254,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2591.876683429689,0.0012276234008428,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2589.948203754519,0.0012143000019209,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2588.019724079348,0.0011784593217572,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2586.091244404177,0.0011451787826091,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2584.162764729006,0.0011300550697437,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2582.234285053835,0.0011218115521856,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2580.305805378664,0.0011160592537126,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2578.377325703493,0.0010982854207958,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2576.448846028322,0.0010694302691946,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2574.520366353152,0.0010824245462047,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2572.59188667798,0.0011205757916855,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2570.663407002809,0.0011260492164835,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2568.734927327639,0.0011276080917359,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2566.806447652468,0.0011179006685151,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2564.877967977297,0.0010634397115563,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2562.949488302126,0.0010282400220904,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2561.021008626955,0.0010376968569249,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2559.092528951784,0.0010415658630158,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2557.164049276613,0.0010425182099104,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2555.235569601442,0.0010378018582138,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2553.307089926272,0.0009921380237168,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2551.378610251101,0.0009413991442366,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2549.45013057593,0.0009160086515143,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2547.521650900759,0.0008757478726853,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2545.593171225588,0.0008280491288204,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2543.664691550417,0.0008214623721008,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2541.736211875246,0.0008417107369238,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2539.807732200075,0.0008571081528322,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2537.879252524904,0.0008651900679612,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2535.950772849733,0.0008556323230013,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2534.022293174562,0.000832904188271,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2532.093813499392,0.0008214078364172,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2530.165333824221,0.0008140480161625,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
2528.23685414905,0.0007872850175342,CAPILAR,0.6,MLP (BayesSearchCV),group_fam,0.8397,MLP,BayesSearchCV
