Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.445454458335393,7.355140138015258,12.560594053281344,-0.09868049882370955,tanh,0.001,"(50,)",constant,adam,h20_perc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),8.75848886119095,6.031235589662947,10.487480469212725,0.05532143068856321,tanh,0.0001,"(50,)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.44545445833541,7.355140138015275,12.560594053281374,-0.09868049882371355,tanh,0.001,"(50,)",constant,adam,h20_perc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),8.95907317055383,6.4311854360648955,11.236139776514493,0.01155646234426222,relu,0.0001,"(50,)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),22.48676786561397,12.812182200130092,23.34835876676785,-9.066622258186314,tanh,0.001,"(50, 50)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),10.801468642029066,8.454677622753842,15.285692072089265,-1.322711752833451,tanh,0.0001,"(50,)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),22.486004314830463,12.811716170590445,23.347419370604065,-9.065938634211467,tanh,0.001,"(50, 50)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),7.389645884701911,5.500040222050811,10.345264997836342,-0.08711866850298988,tanh,0.0001,"(50,)",constant,sgd,h20_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),9.485611686329447,7.341791653410639,12.050041725859128,-0.9266087022454685,tanh,0.0001,"(50,)",constant,adam,h20_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),13.55561457463279,10.852704742534264,18.520427404694995,-2.934606073197251,tanh,0.001,"(50, 50)",constant,sgd,h20_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),9.48561168632965,7.341791653410739,12.050041725859254,-0.9266087022455514,tanh,0.0001,"(50,)",constant,adam,h20_perc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.002036028210284,5.359955896211713,8.961136286475764,-0.04981195930959825,tanh,0.001,"(50, 50)",constant,sgd,h20_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),8.767501613592307,6.643639217228502,12.229940360834567,-1.0893832696001406,tanh,0.0001,"(50, 50)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),10.644260800250683,8.380638361053428,14.713480516649083,-2.0796220295503867,tanh,0.001,"(50,)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),8.767645285691971,6.64356683419351,12.229836873881931,-1.089451747156036,tanh,0.0001,"(50, 50)",adaptive,sgd,h20_perc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),6.09483944144889,4.932392227202824,9.179913737426093,-0.009696713206641894,tanh,0.0001,"(100,)",constant,sgd,h20_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),8.131930367728291,6.3947584123039505,11.676707694728764,-0.4284926548037087,tanh,0.0001,"(50,)",constant,adam,h20_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),8.58285833481121,7.008677681750027,12.683737391739921,-0.5913092886659337,tanh,0.001,"(50, 50)",constant,sgd,h20_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),8.13193036772906,6.394758412304994,11.676707694731052,-0.42849265480397825,tanh,0.0001,"(50,)",constant,adam,h20_perc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),7.25975610493126,5.916282563948815,11.24870592634418,-0.13850454958976455,relu,0.001,"(50,)",constant,sgd,h20_perc,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),8.566246099970785,6.26610893122096,10.812275897703268,0.09633639087346901,,,,,,h20_perc,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),9.442424714256948,6.841737799861653,11.822175781679267,-0.09797578167403298,,,,,,h20_perc,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
