Wavenumber (cm⁻¹),Importance,target_variable,Sample Type,Train Percentage,Model,Search Type,Accuracy
1166.730203478395,0.0035320542460951223,group_fam,CAPILAR,0.8,Random Forest,GridSearchCV,0.8047138047138046
1367.292089696168,0.0034789802165349514,group_fam,CAPILAR,0.8,Random Forest,GridSearchCV,0.8047138047138046
1342.221853918946,0.0034579804351724426,group_fam,CAPILAR,0.8,Random Forest,GridSearchCV,0.8047138047138046
1602.566610067018,0.0074685960376734885,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1600.638130391847,0.005223125334977939,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1351.864252294801,0.004154541646635845,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1353.792731969972,0.004121185847575259,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1349.93577261963,0.0041130849501217585,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1355.721211645143,0.0040982659177725925,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1357.649691320314,0.004080692243637945,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1359.578170995484,0.004066913812461372,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1361.506650670656,0.004053359331980518,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1348.007292944459,0.003978725447194981,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1363.435130345826,0.003966209387993576,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1346.078813269288,0.003824884162460578,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1365.363610020997,0.003783087875391608,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1604.495089742189,0.003708764024811806,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1344.150333594117,0.0036688799286777062,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1170.587162828736,0.0036450848419312754,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1168.658683153565,0.003631909734346682,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1367.292089696168,0.0035923956050705466,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1342.221853918946,0.0035637945564215754,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1172.515642503907,0.0035567384556418856,group_fam,CAPILAR,0.8,Random Forest,BayesSearchCV,0.7744107744107743
1602.566610067018,0.006162396833165466,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1600.638130391847,0.004761632336610553,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1349.93577261963,0.0034511702138411973,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1351.864252294801,0.003437450904127691,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1348.007292944459,0.0033890903113362467,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1353.792731969972,0.0033634621500383934,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1346.078813269288,0.0033225229143045254,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1355.721211645143,0.003318919521657321,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1361.506650670656,0.003297770166052563,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1357.649691320314,0.003293797909754709,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1359.578170995484,0.0032866169301225966,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1340.293374243775,0.0032615290454206442,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1344.150333594117,0.003254625552528996,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1363.435130345826,0.0032530153918327014,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1342.221853918946,0.0032365256518491936,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1338.364894568605,0.0032255501324128417,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1598.709650716676,0.0032085152828178008,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
950.7404798592538,0.0031769229869027587,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1365.363610020997,0.0031384564095790026,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1336.436414893434,0.003137171757736554,group_fam,CAPILAR,0.8,MLP,GridSearchCV,0.8047138047138046
1602.566610067018,0.003947853465229214,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1600.638130391847,0.0035762896418336,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1349.93577261963,0.0028779646013343562,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1351.864252294801,0.002867286707832359,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1348.007292944459,0.00286695033718988,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1346.078813269288,0.0028564252466452703,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1344.150333594117,0.002835769495857011,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1353.792731969972,0.0028287897598925863,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1342.221853918946,0.0028250660677184326,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1340.293374243775,0.002821325781697025,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1355.721211645143,0.0027950219203825453,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1338.364894568605,0.0027893337045713376,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1357.649691320314,0.0027684532904005666,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1361.506650670656,0.002765805962527667,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1359.578170995484,0.0027569620163513777,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1336.436414893434,0.00274678199284068,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1363.435130345826,0.0027445872094866187,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
952.6689595344246,0.002724280889389403,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1365.363610020997,0.002691184519520358,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1334.507935218263,0.0026760718915887906,group_fam,CAPILAR,0.8,MLP,BayesSearchCV,0.8047138047138046
1602.566610067018,0.007296377697681318,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1600.638130391847,0.005304319400675026,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1598.709650716676,0.003448614175545002,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1604.495089742189,0.003423129395511755,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1170.587162828736,0.003334145725285345,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1168.658683153565,0.0032940923090813627,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1172.515642503907,0.0032910174639452405,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1166.730203478395,0.003179519108488961,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1174.444122179078,0.003088381556714359,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
948.812000184083,0.002997809866675628,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1164.801723803224,0.0029255335855556913,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1643.064683245607,0.0028912768350279772,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1176.372601854249,0.0028684790709924525,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
950.7404798592538,0.002830133863495041,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1641.136203570436,0.002820788518917721,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1162.873244128053,0.002731412656700752,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
2929.360626584597,0.002698199727783987,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
2927.432146909426,0.0026976107754255836,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1702.847553175905,0.0026772992745608655,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1704.776032851076,0.002646630094054781,group_fam,CAPILAR,0.8,Decision Tree,GridSearchCV,0.788047138047138
1602.566610067018,0.010548756369046874,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1600.638130391847,0.007138565704798002,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1604.495089742189,0.005449442775856791,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1641.136203570436,0.00498559101244214,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1643.064683245607,0.0045965581092865925,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1639.207723895265,0.004517232968587217,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1598.709650716676,0.004350442210642326,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1170.587162828736,0.00402281509878032,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1168.658683153565,0.003963449603160805,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1172.515642503907,0.0039195997037266735,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1166.730203478395,0.003785612991093045,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
950.7404798592538,0.0036840123790481934,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1637.279244220094,0.0036496052863083644,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1174.444122179078,0.0035492892020865816,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1164.801723803224,0.0035076496540553987,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
952.6689595344246,0.0034200410180436026,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
2927.432146909426,0.0034177823550997364,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
2929.360626584597,0.0034057634598359168,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
948.812000184083,0.003377014432193714,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
2925.503667234255,0.0033427299541193734,group_fam,CAPILAR,0.8,Decision Tree,BayesSearchCV,0.7609427609427609
1602.566610067018,0.010676138131384861,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1600.638130391847,0.006875372982709624,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1604.495089742189,0.00581964892753424,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1351.864252294801,0.005096397029769533,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1353.792731969972,0.005054694878984362,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1349.93577261963,0.005033002340433321,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1355.721211645143,0.005020778171361421,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1357.649691320314,0.004990532420926125,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1359.578170995484,0.004960691347774159,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1361.506650670656,0.004922893840925971,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1348.007292944459,0.004838752234179327,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1641.136203570436,0.0048117419165062455,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1363.435130345826,0.004780735206812922,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1346.078813269288,0.004611831028930394,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1365.363610020997,0.004510394948327811,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1643.064683245607,0.004508048216715301,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1170.587162828736,0.004474986183982019,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1168.658683153565,0.004410181757225837,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1344.150333594117,0.0043802362727791404,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1172.515642503907,0.004368603812908284,group_fam,CAPILAR,0.8,XGBoost,GridSearchCV,0.8350168350168351
1602.566610067018,0.009880682194599963,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1600.638130391847,0.006510503455963402,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1604.495089742189,0.005245294562519932,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1351.864252294801,0.004800180396392469,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1349.93577261963,0.004767195734138401,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1353.792731969972,0.00472877115976581,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1355.721211645143,0.0046643899475999175,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1357.649691320314,0.0046106648565154545,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1348.007292944459,0.0046092902424602206,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1359.578170995484,0.004569470422974792,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1361.506650670656,0.004537711586876785,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1346.078813269288,0.0044200029913041,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1363.435130345826,0.004416503405068319,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1170.587162828736,0.004328533150570296,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1168.658683153565,0.004310586333495737,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1344.150333594117,0.004224696318215972,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1172.515642503907,0.004191898533895832,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1365.363610020997,0.004176995924572512,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1166.730203478395,0.004135974694851605,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1342.221853918946,0.004092955097591948,group_fam,CAPILAR,0.8,XGBoost,BayesSearchCV,0.7979797979797979
1602.566610067018,0.005609732762192183,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1643.064683245607,0.00513768878355355,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1641.136203570436,0.004925960159718738,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
3048.926366445193,0.004811287931361987,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1706.704512526246,0.004358748369356482,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1600.638130391847,0.004181397739980438,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1644.993162920778,0.003850013880367539,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1353.792731969972,0.003828810991773895,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1355.721211645143,0.0037896993055153328,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1351.864252294801,0.003702844409274221,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1357.649691320314,0.0037024803942467444,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1359.578170995484,0.003631692883729109,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1704.776032851076,0.0035868347495201045,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1349.93577261963,0.0035715761504944445,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1361.506650670656,0.003534846398276471,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1348.007292944459,0.003496599291097069,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1159.016284777711,0.0034314818815141053,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1363.435130345826,0.003423052227725434,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1346.078813269288,0.003379600272760568,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1365.363610020997,0.003329128830665059,group_fam,CAPILAR,0.7,Random Forest,GridSearchCV,0.7677224736048265
1643.064683245607,0.005278636465627207,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1602.566610067018,0.0052294227634384115,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1641.136203570436,0.004984324581478736,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
3048.926366445193,0.004508908588511431,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1706.704512526246,0.004089975349944125,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1644.993162920778,0.004001780014231061,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1600.638130391847,0.003949779665204215,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1159.016284777711,0.003630869179264187,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1353.792731969972,0.003599413099153861,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1355.721211645143,0.0035691145233829333,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1357.649691320314,0.0034902671114881247,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1351.864252294801,0.003466847699978401,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1160.944764452882,0.0034518677753652897,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1164.801723803224,0.003433928065770532,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1162.873244128053,0.0034323548869413362,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1359.578170995484,0.0034281105669032447,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1361.506650670656,0.003341821765553064,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1349.93577261963,0.0033355065451908163,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1168.658683153565,0.003334721750533835,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
1170.587162828736,0.003327535855507716,group_fam,CAPILAR,0.7,Random Forest,BayesSearchCV,0.7993966817496229
3048.926366445193,0.0031762942694300955,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1355.721211645143,0.0028762376475167653,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1357.649691320314,0.0028762235556009865,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1359.578170995484,0.002875554031348239,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1361.506650670656,0.0028747643474307445,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1353.792731969972,0.002869918558698241,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1363.435130345826,0.0028516899618163064,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1351.864252294801,0.0028492428023253373,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1349.93577261963,0.0028218891344993957,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1365.363610020997,0.002804927200745037,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1348.007292944459,0.0028014181579741762,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1346.078813269288,0.002775280954214695,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1367.292089696168,0.0027584662502724245,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1344.150333594117,0.0027404502712232845,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1342.221853918946,0.002705399623376072,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1369.220569371339,0.0027009654997013238,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1340.293374243775,0.0026598501267743875,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1371.14904904651,0.002627124187051076,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1338.364894568605,0.002607556094543095,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1600.638130391847,0.002575913456936161,group_fam,CAPILAR,0.7,MLP,GridSearchCV,0.779788838612368
1600.638130391847,0.00240318698746065,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1348.007292944459,0.002309259258088816,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1349.93577261963,0.0023054601867857653,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1346.078813269288,0.0022942668099170923,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1351.864252294801,0.0022818995277446388,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1344.150333594117,0.0022679160078580974,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
2927.432146909426,0.0022470030311541682,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
2929.360626584597,0.0022456248911243704,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1342.221853918946,0.002244843983288556,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1353.792731969972,0.002241263730127031,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1340.293374243775,0.002225139281644787,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
2931.289106259768,0.0022188646390357064,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
2925.503667234255,0.002217389810041054,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1338.364894568605,0.0022016271820514037,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1355.721211645143,0.002198843943830529,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1336.436414893434,0.0021780913665347553,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
2933.217585934939,0.002176581426522713,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1357.649691320314,0.0021682026582531128,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1602.566610067018,0.002164227565652326,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
2923.575187559084,0.0021628341562954646,group_fam,CAPILAR,0.7,MLP,BayesSearchCV,0.6380090497737556
1602.566610067018,0.006106465165703374,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
1600.638130391847,0.004638425184269398,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
1643.064683245607,0.004174665009736099,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
1641.136203570436,0.0038355797625842063,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
1353.792731969972,0.003801484105674759,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
1351.864252294801,0.003771740941131305,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
1355.721211645143,0.0037358568781585247,group_fam,CAPILAR,0.7,Decision Tree,GridSearchCV,0.8506787330316743
