Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.355631344978471,7.425861320546913,25.636160945267285,-0.6388942884206439,relu,0.001,"(100,)",constant,adam,anaerobicthreshold_relative,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.423712174467284,5.389661836212036,19.993000517776625,0.2273605338974758,tanh,0.0001,"(50,)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.355631344978452,7.425861320546926,25.636160945267317,-0.6388942884206368,relu,0.001,"(100,)",constant,adam,anaerobicthreshold_relative,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.6097427960040145,5.579800912823107,20.43273712345656,0.18196127807062157,relu,0.0001,"(50,)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.061557650143075,4.7996588809696945,15.88149357241934,0.14334942902649905,tanh,0.001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),7.844254634747708,6.195065578078206,20.097629860322332,-0.4346256607457284,tanh,0.001,"(50,)",adaptive,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.061557653457722,4.799658885165446,15.881493590851981,0.14334942808961282,tanh,0.001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.825920097715184,5.454469677796735,16.955899622696112,-0.08631963447556901,tanh,0.0001,"(50, 50)",constant,adam,anaerobicthreshold_relative,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.466283944796635,5.563020809772685,19.48475422386647,-0.17950716743250394,tanh,0.001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.929250620044939,5.518508332158838,17.79292010819628,-0.01593078007077997,relu,0.001,"(50, 50)",constant,adam,anaerobicthreshold_relative,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.466283945123222,5.5630208090036035,19.484754222019884,-0.17950716753569074,tanh,0.001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.5573719491244455,5.217313798873693,17.640908851107557,0.09018892971960024,relu,0.001,"(50,)",adaptive,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),6.423556413402141,5.299302943551935,19.113859452254665,0.10205145406922123,tanh,0.001,"(50, 50)",adaptive,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),6.356673742008189,4.911497679047086,18.078495261556373,0.12065315477722893,tanh,0.001,"(50, 50)",adaptive,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),6.423556413399198,5.2993029435534496,19.11385945225805,0.1020514540700439,tanh,0.001,"(50, 50)",adaptive,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),7.081127875442194,5.9274048137989155,21.809681004835866,-0.0912022199140039,tanh,0.0001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),7.627137615183895,6.0847119521483615,19.626702093549433,-0.20850305590658835,tanh,0.0001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),8.440070527555578,6.552997577978812,21.124380758815562,-0.4798467384508316,tanh,0.001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),7.627137615183797,6.0847119521480355,19.6267020935492,-0.20850305590655704,tanh,0.0001,"(50, 50)",constant,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),6.950358288418374,5.348337674993401,17.556752779280156,-0.0035499045920568406,relu,0.0001,"(50, 50)",adaptive,sgd,anaerobicthreshold_relative,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),6.751826308558242,5.76603660434859,21.40674586683719,0.14641403790489482,,,,,,anaerobicthreshold_relative,squared_error,8.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),6.21752209779138,5.197984078970279,18.892343761357257,0.276165271396525,,,,,,anaerobicthreshold_relative,squared_error,8.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),6.751826308558242,5.76603660434859,21.40674586683719,0.14641403790489482,,,,,,anaerobicthreshold_relative,squared_error,8.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),6.21752209779138,5.197984078970279,18.892343761357257,0.276165271396525,,,,,,anaerobicthreshold_relative,squared_error,8.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),5.235992525413922,3.8347380952380954,12.735865061467669,0.36080515397409585,,,,,,anaerobicthreshold_relative,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),5.111405853782622,3.8040178571428513,12.641534642043805,0.39086162459912677,,,,,,anaerobicthreshold_relative,absolute_error,12.0,log2,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),5.235992525413922,3.8347380952380954,12.735865061467669,0.36080515397409585,,,,,,anaerobicthreshold_relative,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),5.111405853782622,3.8040178571428513,12.641534642043805,0.39086162459912677,,,,,,anaerobicthreshold_relative,absolute_error,12.0,log2,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),6.401623547679772,4.9331798462818846,17.056151214884103,0.1328946957739865,,,,,,anaerobicthreshold_relative,squared_error,8.0,sqrt,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),6.497557564727257,5.178372222222221,17.23325290705097,0.10671127708447403,,,,,,anaerobicthreshold_relative,absolute_error,4.0,log2,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),6.401623547679772,4.9331798462818846,17.056151214884103,0.1328946957739865,,,,,,anaerobicthreshold_relative,squared_error,8.0,sqrt,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),6.497557564727257,5.178372222222221,17.23325290705097,0.10671127708447403,,,,,,anaerobicthreshold_relative,absolute_error,4.0,log2,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),5.389708160582537,4.0091875,15.202021757786918,0.3678343904489504,,,,,,anaerobicthreshold_relative,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),4.874804614674312,3.6850124999999965,13.79947981934604,0.48285206656094903,,,,,,anaerobicthreshold_relative,absolute_error,4.0,sqrt,100.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),5.389708160582537,4.0091875,15.202021757786918,0.3678343904489504,,,,,,anaerobicthreshold_relative,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),4.874804614674312,3.6850124999999965,13.79947981934604,0.48285206656094903,,,,,,anaerobicthreshold_relative,absolute_error,4.0,sqrt,100.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),6.6182047436604226,5.0304272043039315,16.35719829038978,0.09007628230890186,,,,,,anaerobicthreshold_relative,squared_error,4.0,sqrt,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),6.879593760706437,5.048383913491435,16.38885311830905,0.016781195340947686,,,,,,anaerobicthreshold_relative,squared_error,4.0,log2,100.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),6.6182047436604226,5.0304272043039315,16.35719829038978,0.09007628230890186,,,,,,anaerobicthreshold_relative,squared_error,4.0,sqrt,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),6.879593760706437,5.048383913491435,16.38885311830905,0.016781195340947686,,,,,,anaerobicthreshold_relative,squared_error,4.0,log2,100.0,,,,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),8.38624102095441,6.57051282051282,24.202168038275794,-0.3168594387645187,,,,,,anaerobicthreshold_relative,absolute_error,10.0,,,2.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),7.258305880680076,6.216450956450958,21.491876688673955,0.013549553120645652,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),8.38624102095441,6.57051282051282,24.202168038275794,-0.3168594387645187,,,,,,anaerobicthreshold_relative,absolute_error,10.0,,,2.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),7.258305880680076,6.216450956450958,21.491876688673955,0.013549553120645652,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,10.0,random,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),6.502530693240262,5.2116326530612245,17.22750423960349,0.014174493999140614,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,10.0,random,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),6.014478463882035,4.887772108843538,16.011466678299097,0.1566046990599006,,,,,,anaerobicthreshold_relative,squared_error,,,,2.0,10.0,random,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),6.502530693240262,5.2116326530612245,17.22750423960349,0.014174493999140614,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,10.0,random,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),6.014478463882035,4.887772108843538,16.011466678299097,0.1566046990599006,,,,,,anaerobicthreshold_relative,squared_error,,,,2.0,10.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),7.748348554246265,6.66636507936508,22.423907980932437,-0.27031047019335364,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,2.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),9.341297197570226,7.63888888888889,24.732473075176877,-0.8463156840507593,,,,,,anaerobicthreshold_relative,absolute_error,,,,2.0,10.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),7.748348554246265,6.66636507936508,22.423907980932437,-0.27031047019335364,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,2.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),9.341297197570226,7.63888888888889,24.732473075176877,-0.8463156840507593,,,,,,anaerobicthreshold_relative,absolute_error,,,,2.0,10.0,random,,,,,,,
SERUM,0.8,Decision Tree Regressor (GridSearchCV),6.808070821923531,5.500714285714286,19.439177895760082,-0.008668587978742925,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,10.0,random,,,,,,,
SERUM,0.8,Decision Tree Regressor (GridSearchCV),5.820497186667132,4.54875,16.004009255538293,0.26274023464144736,,,,,,anaerobicthreshold_relative,absolute_error,,,,4.0,2.0,random,,,,,,,
SERUM,0.8,Decision Tree Regressor (GridSearchCV),6.808070821923531,5.500714285714286,19.439177895760082,-0.008668587978742925,,,,,,anaerobicthreshold_relative,squared_error,,,,4.0,10.0,random,,,,,,,
SERUM,0.8,Decision Tree Regressor (GridSearchCV),5.820497186667132,4.54875,16.004009255538293,0.26274023464144736,,,,,,anaerobicthreshold_relative,absolute_error,,,,4.0,2.0,random,,,,,,,
URINE,0.8,Decision Tree Regressor (GridSearchCV),7.626913694280275,6.0912500000000005,19.81218155319802,-0.20843209740613178,,,,,,anaerobicthreshold_relative,absolute_error,10.0,,,4.0,2.0,random,,,,,,,
URINE,0.8,Decision Tree Regressor (GridSearchCV),10.425122900954214,8.26375,27.49339317625526,-1.2578077284228635,,,,,,anaerobicthreshold_relative,absolute_error,,,,2.0,5.0,random,,,,,,,
URINE,0.8,Decision Tree Regressor (GridSearchCV),7.626913694280275,6.0912500000000005,19.81218155319802,-0.20843209740613178,,,,,,anaerobicthreshold_relative,absolute_error,10.0,,,4.0,2.0,random,,,,,,,
URINE,0.8,Decision Tree Regressor (GridSearchCV),10.425122900954214,8.26375,27.49339317625526,-1.2578077284228635,,,,,,anaerobicthreshold_relative,absolute_error,,,,2.0,5.0,random,,,,,,,
CAPILAR,0.8,XGBoost Regressor (GridSearchCV),7.305632297419995,6.349651287763549,23.33885344885772,0.0006436859318555976,,,,0.1,,anaerobicthreshold_relative,,6.0,,50.0,,,,0.8,0.8,,,,,
CAPILAR,0.8,XGBoost Regressor (GridSearchCV),6.592543652072529,5.64895110497108,20.59662293134418,0.18621295957089534,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,0.8,0.8,,,,,
CAPILAR,0.8,XGBoost Regressor (GridSearchCV),7.305632297419995,6.349651287763549,23.33885344885772,0.0006436859318555976,,,,0.1,,anaerobicthreshold_relative,,6.0,,50.0,,,,0.8,0.8,,,,,
CAPILAR,0.8,XGBoost Regressor (GridSearchCV),6.592543652072529,5.64895110497108,20.59662293134418,0.18621295957089534,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,0.8,0.8,,,,,
PLASMA,0.8,XGBoost Regressor (GridSearchCV),5.139384195687052,3.8917751675560353,12.985853632645966,0.38417488300489866,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,0.8,1.0,,,,,
PLASMA,0.8,XGBoost Regressor (GridSearchCV),5.0415631428335,3.809768113635835,12.343643989352216,0.4073945374659649,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,1.0,,,,,
PLASMA,0.8,XGBoost Regressor (GridSearchCV),5.139384195687052,3.8917751675560353,12.985853632645966,0.38417488300489866,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,0.8,1.0,,,,,
PLASMA,0.8,XGBoost Regressor (GridSearchCV),5.0415631428335,3.809768113635835,12.343643989352216,0.4073945374659649,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,1.0,,,,,
SALIVA,0.8,XGBoost Regressor (GridSearchCV),6.480779339565274,4.9611779361301,17.084278152201883,0.1113186847644575,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,0.8,,,,,
SALIVA,0.8,XGBoost Regressor (GridSearchCV),6.5812596665706335,5.187119920518662,17.456026562109727,0.08354819136826896,,,,0.01,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,0.8,,,,,
SALIVA,0.8,XGBoost Regressor (GridSearchCV),6.480779339565274,4.9611779361301,17.084278152201883,0.1113186847644575,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,0.8,,,,,
SALIVA,0.8,XGBoost Regressor (GridSearchCV),6.5812596665706335,5.187119920518662,17.456026562109727,0.08354819136826896,,,,0.01,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,0.8,,,,,
SERUM,0.8,XGBoost Regressor (GridSearchCV),5.412276059055886,4.005267105102538,15.001501243409443,0.36252927274144375,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,0.8,,,,,
SERUM,0.8,XGBoost Regressor (GridSearchCV),4.982999557539539,3.7166419887542723,13.999001550457088,0.4596414052276756,,,,0.1,,anaerobicthreshold_relative,,3.0,,100.0,,,,1.0,0.8,,,,,
SERUM,0.8,XGBoost Regressor (GridSearchCV),5.412276059055886,4.005267105102538,15.001501243409443,0.36252927274144375,,,,0.1,,anaerobicthreshold_relative,,3.0,,50.0,,,,1.0,0.8,,,,,
SERUM,0.8,XGBoost Regressor (GridSearchCV),4.982999557539539,3.7166419887542723,13.999001550457088,0.4596414052276756,,,,0.1,,anaerobicthreshold_relative,,3.0,,100.0,,,,1.0,0.8,,,,,
URINE,0.8,XGBoost Regressor (GridSearchCV),6.4259965532868835,4.85435393333435,15.826814500432093,0.14216143843032325,,,,0.01,,anaerobicthreshold_relative,,6.0,,100.0,,,,0.8,0.8,,,,,
URINE,0.8,XGBoost Regressor (GridSearchCV),6.905171928290223,5.1874774551391605,16.991633785181758,0.009456435243716532,,,,0.01,,anaerobicthreshold_relative,,3.0,,100.0,,,,1.0,0.8,,,,,
URINE,0.8,XGBoost Regressor (GridSearchCV),6.4259965532868835,4.85435393333435,15.826814500432093,0.14216143843032325,,,,0.01,,anaerobicthreshold_relative,,6.0,,100.0,,,,0.8,0.8,,,,,
URINE,0.8,XGBoost Regressor (GridSearchCV),6.905171928290223,5.1874774551391605,16.991633785181758,0.009456435243716532,,,,0.01,,anaerobicthreshold_relative,,3.0,,100.0,,,,1.0,0.8,,,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),7.206989050545636,6.192324606980744,21.667686897386183,0.02744881878710348,logistic,0.1,,,adam,anaerobicthreshold_relative,,,,,,,,,,0.0005862939442671048,2995.0,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),6.655376579676743,5.679115064237637,20.72100023482386,0.17062677764502632,logistic,1e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.007080363910560459,3000.0,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),7.153147391173981,6.271418659435022,21.991843738712667,0.04192592443343146,relu,0.012074725355908906,,,adam,anaerobicthreshold_relative,,,,,,,,,,0.0001956341779756428,1915.0,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),6.585369029580795,5.549201821795394,20.286120595712116,0.1879832740499211,relu,0.032694179048281216,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.008644412046550445,2567.0,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),5.202272629081748,3.9320639517409934,13.000447342358076,0.36901149922170906,logistic,0.1,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.01,3000.0,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),4.958247965425322,3.912507089437015,12.985389850092718,0.42681909561048226,logistic,1e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00018334857299224705,3000.0,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),5.024980158437734,3.60968893259055,11.642536620546995,0.41128658635361603,logistic,1e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.0001,3000.0,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),6.668900738215316,5.7716928903848865,19.75304883608481,-0.03691638069785519,logistic,0.001106184085594681,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00013719545730889383,2598.0,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),6.375197194802332,5.0239132273888645,16.713448423161285,0.140038862996269,logistic,2.763135308604615e-05,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.01,3000.0,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),6.406336845678234,5.236108905303099,17.799193294590733,0.13161738535524514,logistic,0.002458597617137623,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00018981534738355546,1101.0,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),6.707653421378377,4.956844563178981,17.192909737252347,0.04800907245355501,logistic,1.1240159142131612e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00010040890536003859,500.0,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),6.878798866065444,5.382954227458814,17.986929030614192,-0.0011906884189967215,logistic,0.00020173027740051004,,,adam,anaerobicthreshold_relative,,,,,,,,,,0.0008845815224918772,980.0,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),6.791016789337178,5.595664142417235,20.361701589665024,-0.003621542402186151,logistic,3.2166929325853364e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.008220760877225586,3000.0,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),4.746942384585544,3.7316825527288664,13.92274560935784,0.5096250379766014,logistic,2.026685607409862e-05,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00016048834938345405,500.0,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),5.9292078733521,4.594566807306938,16.645383707926825,0.23494312945113927,logistic,1e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.0001,1825.0,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),7.143205950299468,5.97868510768532,22.100104104186162,-0.11041855409528911,logistic,1e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.0001,501.0,,,
URINE,0.8,MLP Regressor (BayesSearchCV),6.6579981262726315,4.891113875829497,15.319127659432342,0.07910116108221454,logistic,2.2191006211219183e-05,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00012230471997879007,500.0,,,
URINE,0.8,MLP Regressor (BayesSearchCV),8.209701742691932,5.796695070858581,17.9905514782924,-0.4001654189111601,relu,0.1,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.001155253271992324,500.0,,,
URINE,0.8,MLP Regressor (BayesSearchCV),6.670118528300042,4.893189369670324,15.267374538045358,0.07574525035894675,logistic,1e-06,,,sgd,anaerobicthreshold_relative,,,,,,,,,,0.00011457799828703245,500.0,,,
URINE,0.8,MLP Regressor (BayesSearchCV),7.0187414310292064,5.492306855414251,18.328926799582696,-0.023394491419126195,logistic,0.0004430828342678288,,,adam,anaerobicthreshold_relative,,,,,,,,,,0.00555059723921093,2275.0,,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),6.702531832340552,5.744569489447754,20.985490253279927,0.15883244754138615,,,,,,anaerobicthreshold_relative,,9.0,,116.0,2.0,2.0,,,,,,True,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),6.415423605343772,5.365608409746429,19.60119185952966,0.22935313376265154,,,,,,anaerobicthreshold_relative,,5.0,,275.0,7.0,7.0,,,,,,True,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),6.670426998941125,5.709399197461653,20.806394059668882,0.16687145940163217,,,,,,anaerobicthreshold_relative,,12.0,,163.0,2.0,3.0,,,,,,True,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),6.409783291133173,5.3741674892791815,19.630450290548744,0.23070761320965272,,,,,,anaerobicthreshold_relative,,15.0,,233.0,7.0,2.0,,,,,,True,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),5.06108150755416,3.816341425459071,12.634406475489653,0.40279712218413055,,,,,,anaerobicthreshold_relative,,15.0,,153.0,1.0,2.0,,,,,,True,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),4.837078534043271,3.5014641488659457,11.585512133339838,0.454491520358032,,,,,,anaerobicthreshold_relative,,3.0,,300.0,10.0,2.0,,,,,,True,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),5.095747518843008,3.8837168400209805,12.836425665052545,0.3945879900773598,,,,,,anaerobicthreshold_relative,,15.0,,174.0,1.0,12.0,,,,,,True,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),4.837078534043271,3.5014641488659457,11.585512133339838,0.454491520358032,,,,,,anaerobicthreshold_relative,,3.0,,300.0,10.0,20.0,,,,,,True,,
