mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.012314796447753906,0.0025802326951600593,0.00044579505920410155,0.00022069244590029163,0.8,0.01,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-64.13135355350096,-154.1842178325324,-198.3297930595077,-136.3984439822302,-90.67726700963297,-128.74421508748085,47.26911895289206,38
0.011140584945678711,0.00025272850715803933,0.0003138065338134766,9.905596191081703e-06,0.8,0.01,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-62.34173271695617,-159.09253463494437,-196.16664828516852,-143.6203779315809,-90.31315657319502,-130.306890028369,48.08769359671495,41
0.022148799896240235,0.00039191075754080014,0.0003108501434326172,7.435296594438412e-06,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-61.803492079946835,-146.5080295655178,-184.94415418078037,-123.45540324005609,-87.63519806557646,-120.8692554263755,43.27330474696054,22
0.02113347053527832,0.00023330572580519953,0.00030379295349121095,1.4086805936986793e-05,0.8,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-62.6337698545695,-160.77838825130215,-187.16311859327058,-130.5946329908756,-89.84325583588021,-126.20263310517961,45.37390877641101,34
0.022608613967895506,0.0004954737012954026,0.0003404140472412109,3.1298248569074114e-05,0.8,0.01,6,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-61.85542443323259,-150.54320891074215,-190.73119469262505,-134.37982539057265,-87.88764856387085,-125.07946039820865,45.6630246137655,31
0.022626447677612304,0.0004235543575115336,0.00033435821533203127,9.049359256192367e-06,0.8,0.01,6,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 1.0}",-58.35675122592753,-158.34116523569296,-193.18475180357538,-132.8812956799753,-87.6515968414722,-126.08311215732867,48.27684468834356,33
0.04315953254699707,0.0003122521227379277,0.00036749839782714846,1.261376244933113e-05,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-57.97174530343618,-143.60670614387683,-175.1779320247316,-122.1516262285877,-82.68854548941987,-116.31931103801044,41.900887616228665,13
0.04324493408203125,0.0009959458662718004,0.00036306381225585936,1.4389425416104176e-05,0.8,0.01,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-58.72413941197252,-153.620890649866,-185.65668777489725,-123.22863311610806,-83.00642749028435,-120.84735568862565,45.98098400203884,21
0.033835840225219724,0.0002800963303971495,0.0003670692443847656,9.155521786818156e-06,0.8,0.01,10,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 0.8}",-60.78037766505343,-148.5192493168482,-189.5937992023149,-134.88811682708717,-88.59604631743859,-124.47551786574846,45.32399180836274,29
0.0354194164276123,0.00016314517708153133,0.00036215782165527344,9.699857055565789e-06,0.8,0.01,10,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 1.0}",-58.812846326106225,-158.28308494874898,-192.7292264246304,-133.28792590439164,-89.39845127233615,-126.50230697524269,47.75065763652208,36
