mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0593355655670166,0.00043933496049676117,0.0062787532806396484,0.00017178041251635057,squared_error,4,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",-0.3153374006352516,-0.5435258424846678,-0.523082020549675,-0.3180632934015347,-0.2837707472713725,-0.39675586086850034,0.11232706517955118,12
0.11642971038818359,0.0004854447146911133,0.01072864532470703,0.00033352403578015545,squared_error,4,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",-0.31885927547940895,-0.521277723064577,-0.5193183282501626,-0.32486848738070234,-0.27517122866473126,-0.39189900856791643,0.10623351898011403,7
0.039839553833007815,0.00012919694915031023,0.006076669692993164,9.735148808711219e-05,squared_error,4,log2,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",-0.34277742384694876,-0.5460901961394073,-0.5182919280982693,-0.34658687500076985,-0.2858548047698417,-0.40792024557104745,0.10409436579338406,21
0.08737621307373047,0.016618751207543445,0.011665153503417968,0.0014527422658508161,squared_error,4,log2,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",-0.3315007822587906,-0.5350261250409596,-0.5074938826172973,-0.33257089733470974,-0.28660326270264186,-0.3986389899908798,0.10185811136044438,15
0.11348681449890137,0.019468622157097305,0.010960197448730469,0.004698856346146797,squared_error,8,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",-0.3009665320940608,-0.5524305656306792,-0.5384103491493467,-0.3192528227796177,-0.26970272816936525,-0.3961525995646139,0.12298260290026768,10
0.15902166366577147,0.015868192120120264,0.011197853088378906,0.000414531394868651,squared_error,8,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 200}",-0.31519589287991595,-0.5354951858343205,-0.531645449237072,-0.31467361030519253,-0.25659090950256064,-0.39072020955181236,0.118572672851196,5
0.046366405487060544,0.0002414853929734292,0.006273508071899414,6.032037169381768e-05,squared_error,8,log2,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 100}",-0.3247059879984512,-0.5694556805844545,-0.5523169490220562,-0.3322302486583548,-0.2698033613573727,-0.4097024455241378,0.1254257434102112,24
0.09187145233154297,0.0014366530933356317,0.011121082305908202,0.0002846500733498058,squared_error,8,log2,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 200}",-0.32933255834972486,-0.559932914574822,-0.5291022743790923,-0.31327058584983963,-0.27446599024579316,-0.4012208646798544,0.11875449301362331,17
0.07842574119567872,0.00041028291093511866,0.0061721324920654295,4.543319857464706e-05,squared_error,12,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",-0.325981532698306,-0.5454956983480937,-0.5368887458361876,-0.301578307523964,-0.27247322234767224,-0.3964835013508447,0.11939375212345235,11
0.15478262901306153,0.0011591875283370825,0.010966968536376954,5.984912324900365e-05,squared_error,12,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 200}",-0.33366133187508745,-0.5243423583252564,-0.5359361085221835,-0.3024988286459931,-0.2676038681600338,-0.39280849910571086,0.11412019302354422,8
0.0479123592376709,0.00016225991495313368,0.006213521957397461,7.492909922853671e-05,squared_error,12,log2,100,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 100}",-0.32267176187302665,-0.5501103202396797,-0.5454038779208368,-0.33312741711593297,-0.29500248284106384,-0.409263171998108,0.11377384720795332,23
0.09520998001098632,0.0019924003194435025,0.01126236915588379,0.00026118258149861347,squared_error,12,log2,200,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'log2', 'n_estimators': 200}",-0.33146442964317013,-0.5426307341738508,-0.5227707984898262,-0.3194710305544805,-0.27773314561525747,-0.39881402769531704,0.11094177359903441,16
0.1656344413757324,0.002055287276928955,0.006131362915039062,9.582023414142516e-05,absolute_error,4,sqrt,100,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",-0.2930310703125014,-0.5219377421875034,-0.5429127016129054,-0.3283527016129042,-0.26777398387096774,-0.39080163991935646,0.11741312595892603,6
0.3297375202178955,0.005017090081679119,0.010699987411499023,0.0001526834516506171,absolute_error,4,sqrt,200,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",-0.3010199472656252,-0.5229643886718748,-0.5289504637096802,-0.32620307862903847,-0.26653708467741843,-0.3891349925907274,0.11332573163399898,3
0.07836580276489258,0.0005419486213317014,0.006241989135742187,7.59124755859375e-05,absolute_error,4,log2,100,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",-0.32591584374999993,-0.5475601562500015,-0.5451841935483874,-0.3338590967741942,-0.2900089274193568,-0.408505643548388,0.11353575405324921,22
0.15553812980651854,0.002246697099179784,0.010757255554199218,0.0002435416271854325,absolute_error,4,log2,200,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",-0.31230861718750086,-0.5448818339843762,-0.535088828629031,-0.3315878165322645,-0.2958966673387071,-0.4039527527343759,0.11168627982498444,19
0.23147854804992676,0.0036147791009022066,0.006324052810668945,0.00011582442299529784,absolute_error,8,sqrt,100,"{'criterion': 'absolute_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",-0.3054516718750015,-0.5173173124999999,-0.5516973306451611,-0.32970970967741936,-0.24199029032258143,-0.38923326300403266,0.12250959017692899,4
