Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.906737998551746,0.43342248955704576,92.57457764529553,0.002736657220728911,tanh,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.8988617581319168,0.42241694942713426,92.76378771916725,0.01998656094313145,tanh,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.9067379985517483,0.43342248955704177,92.57457764529488,0.0027366572207236928,tanh,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.9085754767638174,0.4417539846091141,92.1642613055198,-0.0013092885099865725,relu,0.001,"(50,)",constant,sgd,erythrocytes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.9093733020085005,0.48418779598528594,87.78206414389551,-0.055734851531586305,relu,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.939879511962716,0.5321748277857359,89.78709115248206,-0.12775516415273103,tanh,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.9093733020084982,0.48418779598529665,87.78206414389543,-0.055734851531580976,relu,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.8888194944926712,0.45293285674751615,87.69295042917685,-0.008550390600764013,relu,0.001,"(50, 50)",constant,adam,erythrocytes,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.8816485304110602,0.4423248143285441,86.88573416177321,-0.0013299713771059984,relu,0.0001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.9932292869280562,0.5478142019085253,94.68817010696368,-0.27082360614032175,tanh,0.001,"(50, 50)",constant,sgd,erythrocytes,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.8816485304110602,0.4423248143285439,86.88573416177329,-0.0013299713771062205,relu,0.0001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.9099724059208493,0.47684322115741895,90.69879835111416,-0.0667009588493519,tanh,0.001,"(50, 50)",constant,adam,erythrocytes,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.8795664476951509,0.4163483155925592,91.23164064315591,-0.020206259637601143,relu,0.0001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.8941379324191818,0.44221504742859546,91.99815315689314,-0.05428909520247571,tanh,0.001,"(50, 50)",constant,sgd,erythrocytes,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.8795664476952391,0.41634831559270935,91.2316406431605,-0.020206259637805646,relu,0.0001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.8737447240412827,0.3877979387668943,91.19538606292485,-0.006745757481344317,tanh,0.001,"(50, 50)",constant,adam,erythrocytes,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),1.0015210036441318,0.6402148667555844,93.2431206422302,-0.17184777550902863,tanh,0.001,"(50, 50)",constant,sgd,erythrocytes,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.9947782305473449,0.6427095256068123,90.81325334401642,-0.1561218844713712,tanh,0.001,"(50, 50)",adaptive,sgd,erythrocytes,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),1.0015210036441342,0.6402148667555919,93.24312064223032,-0.17184777550903485,tanh,0.001,"(50, 50)",constant,sgd,erythrocytes,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.9273937178877054,0.43527032687342126,95.2526170999045,-0.004799420773257124,relu,0.001,"(50,)",constant,sgd,erythrocytes,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8742215727086026,0.4010608974358975,91.9017003467039,0.07297966295073277,,,,,,erythrocytes,absolute_error,8.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8943242378667244,0.4250076923076919,91.99880930338679,0.029855947053250564,,,,,,erythrocytes,absolute_error,12.0,log2,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8742215727086026,0.4010608974358975,91.9017003467039,0.07297966295073277,,,,,,erythrocytes,absolute_error,8.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8943242378667244,0.4250076923076919,91.99880930338679,0.029855947053250564,,,,,,erythrocytes,absolute_error,12.0,log2,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.9103691686801875,0.4387445563805763,90.91417225664448,-0.05804841590751186,,,,,,erythrocytes,squared_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.8807684246481267,0.4504738095238097,87.59848899650086,0.0096380806540598,,,,,,erythrocytes,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.9103691686801875,0.4387445563805763,90.91417225664448,-0.05804841590751186,,,,,,erythrocytes,squared_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.8807684246481267,0.4504738095238097,87.59848899650086,0.0096380806540598,,,,,,erythrocytes,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
