Wavenumber (cm⁻¹),Importance,target_variable,Sample Type,Train Percentage,Model,Search Type,RMSE,MAE,MAPE,R²,run_id,run_name
1641.136203570436,0.00652865888379864,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1643.064683245607,0.005948148790441782,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1639.207723895265,0.005252283355294267,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1170.587162828736,0.004647842189716427,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1168.658683153565,0.004542621094243746,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1172.515642503907,0.004369774861552469,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1166.730203478395,0.004262376194363985,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1164.801723803224,0.004109770422052197,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1174.444122179078,0.004011968134915753,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1226.513073408692,0.003965498580245744,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1162.873244128053,0.00392235620664491,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1637.279244220094,0.003911307612837871,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1224.584593733522,0.0038971920126622045,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1159.016284777711,0.0038660131769734487,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1160.944764452882,0.003823462311251376,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1106.947333548097,0.0038065245135464497,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1108.875813223267,0.0037559520893693404,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1157.08780510254,0.0037014791087897187,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
971.9537562861337,0.0036865034258948826,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1228.441553083863,0.003624693703409789,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,22.83577691136389,20.06524254943546,11.548202397592137,-1.3388180242378054,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1224.584593733522,0.0055249201090169005,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1222.656114058351,0.004700039851189234,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1226.513073408692,0.004513816622240407,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1228.441553083863,0.004234111130877961,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1049.092943292969,0.003946158043493781,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1043.307504267457,0.003809255256098716,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1047.164463617799,0.0038006919656327757,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1041.379024592286,0.0037477516810412114,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1230.370032759034,0.0036895659656222173,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1232.298512434205,0.0035987772105982125,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1220.72763438318,0.0035706288014165553,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1039.450544917115,0.0034110785242768547,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1045.235983942628,0.0032811857241706924,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1234.226992109376,0.00326760422404745,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
3050.854846120364,0.0031396442226908944,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1710.561471876588,0.0030511513163567865,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1035.593585566773,0.00295916239740292,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1051.021422968141,0.0029420395394914797,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
1037.522065241944,0.0028608888982433614,respiratorycompensation_bpm,CAPILAR,0.8,MLP Regressor,GridSearchCV,39.486073022811865,32.506533433294926,19.33313545884281,-5.992826250408912,b1164f8da2074bf08e76926f0a601f34,experiment_linear_respiratorycompensation_bpm
