Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),11.964846797607994,9.14063343361953,11.7829176761164,0.07553969503379132,tanh,0.001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),12.03093464299431,8.654170563365044,11.266873770043688,0.06529897544622476,tanh,0.0001,"(100,)",adaptive,sgd,ffm_%,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),11.964846797607935,9.140633433619488,11.78291767611633,0.07553969503380042,tanh,0.001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),11.897694234552326,8.721754165654202,11.643041940479515,0.08588761986238258,tanh,0.0001,"(50,)",adaptive,sgd,ffm_%,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),14.412932995851984,10.92375771222575,15.1192583561022,-0.9282743278304828,tanh,0.001,"(50, 50)",constant,sgd,ffm_%,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),13.071285738305537,9.452146218258878,12.653630056277557,-0.5859909355842905,tanh,0.001,"(50,)",adaptive,sgd,ffm_%,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),14.412925797981284,10.923752021903265,15.119249201654004,-0.9282724018566615,tanh,0.001,"(50, 50)",constant,sgd,ffm_%,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),10.8531154829818,8.28677326815065,11.920110926346537,-0.0933845487056928,relu,0.0001,"(50,)",constant,sgd,ffm_%,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),11.93080564520687,9.706101904672408,12.087956455416126,-0.6043885041559072,tanh,0.001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),24.521381957838102,16.85151246430321,22.124061797683627,-5.77734952357542,tanh,0.001,"(50, 50)",constant,sgd,ffm_%,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),11.930805645206462,9.70610190467205,12.087956455415608,-0.6043885041557973,tanh,0.001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),9.42872718584183,6.867193283159128,9.085627517838919,-0.002019421347885908,tanh,0.0001,"(100,)",constant,sgd,ffm_%,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),7.4274774303817175,5.8091753949808975,7.716810730251108,0.3304872728412782,relu,0.0001,"(50, 50)",constant,adam,ffm_%,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),10.332353641210148,8.760811843608474,12.081455380981756,-0.2956111590843724,tanh,0.001,"(50,)",adaptive,sgd,ffm_%,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),7.4274774303817095,5.809175394980902,7.716810730251113,0.33048727284127954,relu,0.0001,"(50, 50)",constant,adam,ffm_%,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.266989869907839,7.090905420593458,10.234200796641241,-0.04220591134304241,tanh,0.0001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),11.517815733563381,9.387706928267459,13.162292511109024,-0.3605631250960615,tanh,0.0001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),19.860871871103637,16.42004247766068,21.380459648848323,-3.045526618363117,tanh,0.001,"(50, 50)",adaptive,sgd,ffm_%,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),11.517815733563355,9.387706928267466,13.162292511109037,-0.36056312509605526,tanh,0.0001,"(50,)",constant,adam,ffm_%,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),9.981748294608634,8.291200995301551,11.738882953162468,-0.021860642206245062,relu,0.001,"(50,)",adaptive,sgd,ffm_%,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),11.39123163972225,8.130742438915103,10.736126460925918,0.16205531571998677,,,,,,ffm_%,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),12.663429003988607,9.275459307928084,12.271062086895101,-0.035563234792180154,,,,,,ffm_%,squared_error,12.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),11.39123163972225,8.130742438915103,10.736126460925918,0.16205531571998677,,,,,,ffm_%,squared_error,12.0,sqrt,200.0,,,,,,,,,,
