Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),1.0440195453092027,0.8164806652611132,2.4583060819265614,-0.9783092336669557,tanh,0.0001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.8529528689191842,0.7086717209294521,2.151796924109987,-0.32046528503793903,tanh,0.0001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),1.0440195469015128,0.8164806659043332,2.458306083799916,-0.9783092397014821,tanh,0.0001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),1.218899852142967,1.0351657786010213,3.106021743152196,-1.69657788354627,tanh,0.001,"(50,)",constant,adam,mchc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),3.614151145544741,1.7430460713582978,7.434249389142467,-0.42350466621626115,tanh,0.0001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),5.280839736208503,3.418569860617308,12.628710363612875,-2.039150789111665,tanh,0.0001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),3.61415114554722,1.7430460713747002,7.434249389196156,-0.42350466621821403,tanh,0.0001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),3.0490182167245687,0.9063676623031087,4.832551168594584,-0.013132649572909827,relu,0.0001,"(100,)",constant,adam,mchc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),2.4771317626100124,1.4116622824643075,5.53012812888315,0.36242696569167565,tanh,0.0001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),4.042819182007777,1.5902053965743514,7.418259243743792,-0.698245059544071,tanh,0.0001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),2.4771317625674456,1.411662282417175,5.530128128709631,0.36242696571358757,tanh,0.0001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),3.1237792116811147,0.9655583377826049,5.015029592142147,-0.013893608684787173,tanh,0.0001,"(50,)",constant,adam,mchc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),2.591280128262279,1.9047278721126575,5.779010957395919,-7.791781540733883,tanh,0.001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),6.780603464202269,5.019276442933355,15.194693044473079,-59.19838682713497,tanh,0.0001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),2.5912801282625866,1.9047278721127128,5.779010957396072,-7.79178154073597,tanh,0.001,"(50, 50)",adaptive,sgd,mchc,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.8896149882314607,0.6762975804390708,2.061959749018703,-0.036220885807778824,tanh,0.001,"(100,)",constant,adam,mchc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),1.26254273819534,1.04706643983509,3.2016043541634716,-1.75288316742306,tanh,0.001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),3.4452356907261867,1.6571860024088307,5.059254721220008,-19.499037925572893,tanh,0.001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),1.2625427381912284,1.047066439832296,3.2016043541549974,-1.75288316740513,tanh,0.001,"(50, 50)",constant,sgd,mchc,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.7619777040509681,0.6500005418615453,1.9803797769749412,-0.0027210480731099107,tanh,0.001,"(100,)",adaptive,sgd,mchc,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8881121816308206,0.6866235512820514,2.090583743355484,-0.43156995004077814,,,,,,mchc,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8385456469631801,0.6850893205128171,2.0876556216513387,-0.27623407836654,,,,,,mchc,absolute_error,4.0,log2,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8881121816308206,0.6866235512820514,2.090583743355484,-0.43156995004077814,,,,,,mchc,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.8385456469631801,0.6850893205128171,2.0876556216513387,-0.27623407836654,,,,,,mchc,absolute_error,4.0,log2,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),3.096238463273726,0.9566001211151536,5.025456336639624,-0.04475648570697799,,,,,,mchc,squared_error,8.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),3.1202610322052102,0.9730017619047605,5.089535358055105,-0.06103113445465058,,,,,,mchc,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),3.096238463273726,0.9566001211151536,5.025456336639624,-0.04475648570697799,,,,,,mchc,squared_error,8.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),3.1202610322052102,0.9730017619047605,5.089535358055105,-0.06103113445465058,,,,,,mchc,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
