Wavenumber (cm⁻¹),Importance,target_variable,Sample Type,Train Percentage,Model,Search Type,RMSE,MAE,MAPE,R²
1045.235983942628,0.004217207581118561,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1047.164463617799,0.004150433133055227,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1043.307504267457,0.004041902861212107,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1049.092943292969,0.0038639489170178474,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1041.379024592286,0.0038168405189719676,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1039.450544917115,0.0036191593767136913,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1051.021422968141,0.0034478812819272674,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1072.23469939502,0.003428302430529797,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1070.306219719849,0.003352789697076448,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1074.163179070191,0.003340193907074132,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1058.735341668824,0.0033161639396631594,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1037.522065241944,0.003294830796827785,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1076.091658745362,0.0032166512627415586,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1068.377740044679,0.0032036902311773393,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1056.806861993653,0.0031769236903349887,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1066.449260369508,0.0031364420436899875,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1128.160609974977,0.003128466862163862,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
979.6676749868175,0.0031194938462988193,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1060.663821343995,0.003089474003165971,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
1130.089089650148,0.0030672377372562634,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.8322250343530295,1.3217407061201283,29.973318403342848,-0.00997226190516165
937.2411221330576,0.006483549869148896,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.736673610639267,1.2829867480604278,30.936784798725903,0.057025517421047556
1265.08266691211,0.005357642349738516,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.736673610639267,1.2829867480604278,30.936784798725903,0.057025517421047556
948.812000184083,0.005260393510144599,neutrophiles,CAPILAR,0.8,MLP Regressor,GridSearchCV,2.736673610639267,1.2829867480604278,30.936784798725903,0.057025517421047556
