Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),735.1067154501501,465.66627601229135,86.39694408746811,0.10235742384447255,tanh,0.0001,"(100,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),742.3016030847901,500.8906752371155,84.63584699972733,0.0847000050013259,tanh,0.0001,"(50, 50)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),735.1422404125387,465.70109279049836,86.39731619882039,0.10227066232096182,tanh,0.0001,"(100,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),763.80988282961,519.1728487864273,88.51457520874678,0.030889699208575316,relu,0.0001,"(50,)",constant,adam,vo2max_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),856.7616509765527,688.0766693255915,19.624039998366165,-1.4637790552376742,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),669.0559493354742,531.2823980887124,14.986924069304875,-0.50247271714766,tanh,0.0001,"(50,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),669.3064675831091,549.6124270936657,15.795806398552898,-0.5035980858130062,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),552.2097677803604,460.6271678699688,13.051933379259811,-0.02350481389875858,relu,0.001,"(50,)",constant,adam,vo2max_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),649.7110166955318,507.36078605068485,15.54563569782366,-0.5551111214844073,tanh,0.0001,"(50,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),764.0909863408748,587.6585013936549,18.10679859886021,-1.1508549267854966,tanh,0.0001,"(50,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),689.8346010679668,522.6574608305923,16.40481905122407,-0.7531170512918899,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),566.2441838572909,480.58582571884125,14.999192053930601,-0.18121369622478856,tanh,0.0001,"(100,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),657.4774928116058,541.0850076480093,17.346899555054268,-0.18462718803839295,tanh,0.001,"(50,)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),693.7573159730624,579.3417400112377,18.58249686669152,-0.31897045368073673,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),1206.2551102882278,991.5562788322397,29.35749478249444,-2.987477518656442,tanh,0.0001,"(100,)",adaptive,sgd,vo2max_absolute,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),607.7467390186447,501.3445392216736,15.855567415950865,-0.012197334958147454,relu,0.0001,"(50, 50)",constant,adam,vo2max_absolute,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),816.5739700239969,624.863173856337,19.58039114832512,-0.5168528531318433,tanh,0.001,"(50,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),710.5431919512353,563.2318910369286,17.664215940012653,-0.1485062277301099,tanh,0.001,"(50,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),778.2172274128328,569.183208104016,18.104272397060544,-0.3776981345478285,tanh,0.001,"(50,)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),684.1016241348003,580.4359077393107,17.219495861518492,-0.06461757712350824,tanh,0.001,"(50, 50)",constant,sgd,vo2max_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),812.3321982711734,529.458846153846,91.4876406472911,-0.09615002557315222,,,,,,vo2max_absolute,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),746.9069048834862,482.27875618360633,85.00084669074528,0.073307577649667,,,,,,vo2max_absolute,squared_error,4.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),812.3321982711734,529.458846153846,91.4876406472911,-0.09615002557315222,,,,,,vo2max_absolute,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),746.9069048834862,482.27875618360633,85.00084669074528,0.073307577649667,,,,,,vo2max_absolute,squared_error,4.0,sqrt,100.0,,,,,,,,,,
