Wavenumber (cm⁻¹),Importance,target_variable,Sample Type,Train Percentage,Model,Search Type,RMSE,MAE,MAPE,R²
1361.506650670656,0.006968088563521923,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1359.578170995484,0.006929048055977183,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1357.649691320314,0.006875496453986412,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1363.435130345826,0.006864923878644672,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1355.721211645143,0.006771310839673102,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1353.792731969972,0.006641647644582693,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1351.864252294801,0.006597731051808262,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1365.363610020997,0.00653584839194352,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1349.93577261963,0.006484327792980062,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1348.007292944459,0.006208060609954456,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1367.292089696168,0.006121082997287588,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1706.704512526246,0.005961751412517105,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1346.078813269288,0.005829972963450057,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1369.220569371339,0.005822854506063169,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1371.14904904651,0.005593732202881607,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1708.632992201417,0.005331772457303246,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1344.150333594117,0.005315460443764281,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1373.077528721681,0.005267623299324693,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1641.136203570436,0.0049141118533715675,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
1342.221853918946,0.004896764084073239,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.09035003898103,68.14572520270524,52.94367214501096,-0.6093585138059772
979.6676749868175,0.0062590280888380305,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.34213764621411,68.85452120515829,54.34324831435904,-0.6187860302605768
1191.800439255616,0.006017329714410315,salivarytestosterone,CAPILAR,0.8,MLP Regressor,GridSearchCV,86.34213764621411,68.85452120515829,54.34324831435904,-0.6187860302605768
