Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.583520458205428,5.249632828319731,9.566237067848235,-0.06521030671052142,tanh,0.0001,"(100,)",constant,sgd,ffm_kg,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),7.649461743742436,6.521972049064026,11.369514228130702,-0.43807234613407253,tanh,0.001,"(50,)",constant,sgd,ffm_kg,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.411236712374492,5.34167476563084,9.267591948581236,-0.010188929716872908,tanh,0.001,"(50, 50)",constant,adam,ffm_kg,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.5562372784665035,5.46952084930602,9.432414035521386,-0.056399791138444844,tanh,0.0001,"(100,)",constant,sgd,ffm_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.668155169574264,5.20833625462036,8.751930259614966,-0.04839223103268897,relu,0.0001,"(50, 50)",adaptive,sgd,ffm_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),11.157211194778107,8.468912060606252,14.342850663826104,-1.9351054377157677,relu,0.0001,"(50, 50)",constant,adam,ffm_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.668155169574268,5.208336254620363,8.751930259614966,-0.0483922310326903,relu,0.0001,"(50, 50)",adaptive,sgd,ffm_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.9442471111182025,5.343887177138006,8.84053485461755,-0.13700593807778239,tanh,0.001,"(100,)",constant,sgd,ffm_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.547741020626301,5.944327209560099,11.06976289627535,-0.5554329813207008,tanh,0.0001,"(50,)",constant,adam,ffm_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),12.604085880983808,9.66645387811194,18.049773292159095,-3.3375054203551997,tanh,0.001,"(50, 50)",adaptive,sgd,ffm_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.547741020626312,5.944327209560099,11.06976289627534,-0.5554329813207055,tanh,0.0001,"(50,)",constant,adam,ffm_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.074307333877629,4.766032627263007,8.608897379384041,-0.0074206443510718145,tanh,0.001,"(100,)",constant,adam,ffm_kg,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.255558597690374,6.782448266550276,11.888956080841016,-1.7205968862354348,tanh,0.001,"(50, 50)",constant,sgd,ffm_kg,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.939466108516815,7.6712979613781105,13.590618886704833,-2.137509443343006,tanh,0.001,"(50, 50)",adaptive,sgd,ffm_kg,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.255558596531756,6.782448261262474,11.888956071669291,-1.7205968855543028,tanh,0.001,"(50, 50)",constant,sgd,ffm_kg,,,,,,,,,,,,,,
