mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.051265811920166014,0.018932866588106584,0.0003960132598876953,4.5540569889059935e-05,relu,0.0001,"(50,)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'adam'}",-80.57111482237468,-122.35843010784056,-72.56853027397514,-118.10441423228981,-86.48161147066554,-96.01682018142915,20.302977827163126,15
0.8782022953033447,0.06432133563135077,0.00047121047973632815,2.863826967091875e-05,relu,0.0001,"(50,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'sgd'}",-8198.950628001416,-8243.549185588116,-6700.280184493238,-10699.805687411139,-4736.396847654337,-7715.796506629648,1965.9281428659722,37
0.04510517120361328,0.015657715082587724,0.0003594875335693359,9.942254858038526e-06,relu,0.0001,"(50,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-80.57111482237468,-122.35843010784056,-72.56853027397514,-118.10441423228981,-86.48161147066554,-96.01682018142915,20.302977827163126,15
0.8571990489959717,0.04500697429173806,0.0004752159118652344,2.58749083532602e-05,relu,0.0001,"(50,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-8198.950628001416,-8243.549185588116,-6700.280184493238,-10699.805687411139,-4736.396847654337,-7715.796506629648,1965.9281428659722,37
0.10197262763977051,0.03854480563926209,0.00042219161987304686,4.4347496412546195e-05,relu,0.0001,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",-71.7200077706534,-170.0793844950023,-71.29848217054729,-72.14691574990206,-66.15805828877025,-90.28056969497506,39.95845320120088,11
1.2677040100097656,0.022122607917801185,0.0004954814910888671,6.102405387514232e-05,relu,0.0001,"(100,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'sgd'}",-19021.402137752637,-19222.260612242902,-20195.679589726875,-26654.029496564417,-11982.973666534846,-19415.269100564336,4657.039649432854,43
0.10576353073120118,0.03275891489434388,0.0003830432891845703,1.624230835410301e-05,relu,0.0001,"(100,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-71.7200077706534,-170.0793844950023,-71.29848217054729,-72.14691574990206,-66.15805828877025,-90.28056969497506,39.95845320120088,11
1.2615609169006348,0.027450698122597254,0.0004700660705566406,1.4158611326372371e-05,relu,0.0001,"(100,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-19021.402137752637,-19222.260612242902,-20195.679589726875,-26654.029496564417,-11982.973666534846,-19415.269100564336,4657.039649432854,43
0.030933523178100587,0.010299421174210342,0.0003623485565185547,5.256899895696172e-06,relu,0.0001,"(50, 50)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'solver': 'adam'}",-53.81646481740466,-118.38264266961725,-85.22948010448174,-71.48370642247595,-111.80784261336701,-88.14402732546932,24.243730891718176,5
0.4113532543182373,0.49268343438962575,0.0004054069519042969,5.5292676571407045e-05,relu,0.0001,"(50, 50)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",-4441.536493937784,-1597.4852822838782,-2039.2837880593167,-35378.067980575266,-82351.96013655551,-25161.66673628235,31286.877605969825,48
0.035601043701171876,0.0123475347790948,0.00036745071411132814,4.677867305156982e-06,relu,0.0001,"(50, 50)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",-53.81646481740466,-118.38264266961725,-85.22948010448174,-71.48370642247595,-111.80784261336701,-88.14402732546932,24.243730891718176,5
0.46999688148498536,0.4400236312767555,0.0004326820373535156,2.6683885766460232e-05,relu,0.0001,"(50, 50)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-20.20214372147279,-1597.4852822838782,-2039.2837880593167,-35378.067980575266,-82351.96013655551,-24277.399866239088,31916.150634958067,46
0.04527525901794434,0.015766915152034437,0.00036892890930175783,2.5691125851101593e-05,relu,0.001,"(50,)",constant,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'adam'}",-80.57080749742042,-122.35734111012773,-72.56844696019316,-118.10432438030914,-86.4812437229674,-96.01643273420358,20.302776247263715,13
0.8648716449737549,0.051408184595393876,0.0004600048065185547,2.3685226924690184e-05,relu,0.001,"(50,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'sgd'}",-8198.950564150564,-8243.549276752616,-6700.280257107792,-10699.805670928858,-4736.396885277056,-7715.796530843376,1965.928120713062,39
0.04848780632019043,0.015629837422186668,0.00037026405334472656,1.4614883876082362e-05,relu,0.001,"(50,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-80.57080749742042,-122.35734111012773,-72.56844696019316,-118.10432438030914,-86.4812437229674,-96.01643273420358,20.302776247263715,13
0.8436930656433106,0.04953945852124869,0.0004941463470458984,6.516963289208839e-05,relu,0.001,"(50,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-8198.950564150564,-8243.549276752616,-6700.280257107792,-10699.805670928858,-4736.396885277056,-7715.796530843376,1965.928120713062,39
0.10113167762756348,0.028184484850513315,0.00040721893310546875,4.926514816565248e-05,relu,0.001,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",-71.71964319858134,-169.581679540429,-71.29365304613275,-64.79826646085085,-66.19527459788016,-88.71770336877482,40.523853422934785,9
1.263890552520752,0.020653291622672328,0.0005229473114013672,5.884981949563825e-05,relu,0.001,"(100,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'sgd'}",-19021.40182759495,-19222.260332473747,-20195.6792256694,-26654.029111648684,-11982.973405085984,-19415.268780494553,4657.039608587027,41
0.10816798210144044,0.03262626427289412,0.0004238128662109375,4.093101950625404e-05,relu,0.001,"(100,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-71.71964319858134,-169.581679540429,-71.29365304613275,-64.79826646085085,-66.19527459788016,-88.71770336877482,40.523853422934785,9
1.266581392288208,0.03433895447341104,0.0004649639129638672,3.408915480621789e-05,relu,0.001,"(100,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-19021.40182759495,-19222.260332473747,-20195.6792256694,-26654.029111648684,-11982.973405085984,-19415.268780494553,4657.039608587027,41
0.03101325035095215,0.010168928112588679,0.0003696441650390625,1.5120776206223558e-05,relu,0.001,"(50, 50)",constant,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'solver': 'adam'}",-53.3304945407283,-119.01583518062614,-85.22953303514034,-71.69048727037803,-111.80765308204735,-88.21480062178402,24.512062263966452,7
0.4104592323303223,0.49159094428419725,0.00039920806884765627,4.8040391188424726e-05,relu,0.001,"(50, 50)",constant,sgd,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",-4441.533991033311,-1597.486147848462,-2039.2837173173195,-35378.06063048459,-82351.06686814985,-25161.486270966707,31286.550771033515,47
0.030793142318725587,0.010134186321261942,0.00035734176635742186,5.165271249073842e-06,relu,0.001,"(50, 50)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",-53.3304945407283,-119.01583518062614,-85.22953303514034,-71.69048727037803,-111.80765308204735,-88.21480062178402,24.512062263966452,7
0.4778096675872803,0.4566321625017241,0.0003933429718017578,3.282683589649066e-05,relu,0.001,"(50, 50)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-20.202143708833994,-1597.486147848462,-2039.2837173173195,-35378.06063048459,-82351.06686814985,-24277.219901501812,31915.824932989737,45
0.01741900444030762,0.016188005521063146,0.0003475666046142578,4.371325163408599e-06,tanh,0.0001,"(50,)",constant,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'adam'}",-2188.6028709522243,-1985.7264332209559,-1891.9582329994394,-1826.3498322070054,-1717.7949813774094,-1922.0864701514067,159.30427721790426,31
0.055994176864624025,0.03839285369375576,0.0003563880920410156,2.3327232476608977e-05,tanh,0.0001,"(50,)",constant,sgd,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'sgd'}",-86.96709877569215,-137.80113740863652,-128.9267732989987,-74.84460935376912,-75.37567791983635,-100.78305935138656,27.098434360434904,17
0.024544668197631837,0.028126056270464758,0.0003948211669921875,3.3139667918649326e-05,tanh,0.0001,"(50,)",adaptive,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-2188.6028709522243,-1985.7264332209559,-1891.9582329994394,-1826.3498322070054,-1717.7949813774094,-1922.0864701514067,159.30427721790426,31
0.09963002204895019,0.03921422199998411,0.0003947734832763672,4.5303896643340084e-05,tanh,0.0001,"(50,)",adaptive,sgd,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-86.96709877569215,-137.80113740863652,-128.9267732989987,-74.84460935376912,-75.37567791983635,-100.78305935138656,27.098434360434904,17
0.019075775146484376,0.010567964969010978,0.0003590583801269531,4.238221367509646e-06,tanh,0.0001,"(100,)",constant,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",-2028.070987470576,-2085.4110029286376,-2049.331357261183,-1957.1206131961976,-1903.0673743759817,-2004.600267046515,65.79569287821104,33
0.03391819000244141,0.007458163974286601,0.00037593841552734374,1.1783185527379904e-05,tanh,0.0001,"(100,)",constant,sgd,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'sgd'}",-107.50550426909616,-158.11586861787367,-115.86473801510742,-98.84341155244287,-152.4348880481617,-126.55288210053637,24.12863085244051,22
