mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0007457733154296875,7.653481488447595e-05,0.00023660659790039062,5.754272785009534e-05,squared_error,,1,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-1.5187032258064515,-1.074641935483871,-1.097487096774194,-3.695053333333333,-2.0333933333333345,-1.883855784946237,0.9704985519831039,89
0.0003974437713623047,1.2905472376560552e-05,0.00020017623901367188,3.738233017448356e-06,squared_error,,1,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-1.597183870967742,-0.8049645161290325,-1.0115129032258066,-4.590146666666669,-1.1983266666666668,-1.8404269247311835,1.399406977149737,87
0.0006270885467529296,2.9037151344882485e-05,0.00019426345825195311,9.584308262940304e-07,squared_error,,1,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",-1.4112882392473123,-0.8875148297491041,-1.2054923835125453,-3.3207805092592597,-1.6517378935185183,-1.6953627710573478,0.8505498910815344,75
0.0003467082977294922,3.806940776102461e-06,0.00019474029541015624,1.5771708878079632e-06,squared_error,,1,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",-1.934989941756273,-0.869270071684587,-0.9993846326164869,-3.633222476851851,-0.9764969907407403,-1.6826728227299879,1.048379604302865,70
0.0005815982818603516,3.3508321192306115e-05,0.0001938343048095703,2.2917966538806757e-06,squared_error,,1,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",-1.5000217293906808,-0.7821973543129622,-1.186007190395931,-3.19191667111468,-1.570312479115226,-1.6460910848658963,0.821540621568912,59
0.00031404495239257814,4.812040638558526e-06,0.00019259452819824218,8.176054095975041e-07,squared_error,,1,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",-1.716373292512944,-0.7657414929102765,-1.3798084652528877,-3.4146089777945723,-0.8695935532407407,-1.6292251563422842,0.9570833905966775,56
0.000595855712890625,2.3950045218906357e-05,0.00019359588623046875,8.395584517316346e-07,squared_error,,2,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",-1.637886200716846,-1.9839183691756272,-2.4950298387096783,-3.215195925925926,-1.495258518518519,-2.1654577706093194,0.6278571964920432,104
0.0003337383270263672,1.8553806742042275e-06,0.0001926422119140625,8.395584517316346e-07,squared_error,,2,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",-1.5955793906810036,-0.9287866487455195,-1.0529709677419354,-3.6936894444444444,-1.613516574074074,-1.7769086051373955,0.9976996122597931,85
0.0005881309509277344,2.7377014835634354e-05,0.00019464492797851562,2.9340019346075363e-06,squared_error,,2,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",-1.6900207661290314,-1.8599764112903228,-2.254680443548387,-3.2701290277777777,-1.4787654861111108,-2.110714426971326,0.6331161983596908,99
0.00032153129577636717,3.5956177752511704e-06,0.0001938343048095703,1.430511474609375e-06,squared_error,,2,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",-1.561975492831542,-0.6653204301075265,-0.7191591845878136,-3.874353564814812,-1.5581289583333338,-1.6757875261350055,1.165904874330969,66
0.0005606174468994141,2.7984532431007427e-05,0.0001953125,1.633819742108518e-06,squared_error,,2,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",-1.4708339935680967,-1.755861591791017,-2.1240317655885534,-3.19317442895933,-1.4385226834330647,-1.9964848926680119,0.6471266210943221,92
0.0003016471862792969,2.9293484789672218e-06,0.00019297599792480468,1.9109215650094867e-06,squared_error,,2,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",-1.5329710920927513,-0.6822995445422781,-1.1421429502733889,-3.6701338262119965,-0.9946562288575004,-1.604440728395583,1.0684658738370292,51
0.0005189418792724609,2.50965878835805e-05,0.00019202232360839843,6.843900725558913e-07,squared_error,,4,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",-1.6526424532952952,-1.3572042096774195,-1.1115715424072858,-3.224774486186697,-1.3663522740740734,-1.742508993128154,0.760686887892162,80
0.0002978324890136719,1.9509575410345827e-06,0.00019364356994628907,1.5699460633425072e-06,squared_error,,4,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",-1.6341725527393762,-0.6589847564369836,-0.6847288432493973,-3.7817959540438393,-1.016226558688166,-1.5551817330315525,1.167508490157663,39
0.0005194664001464844,1.8707215688650628e-05,0.00019278526306152344,1.71661376953125e-06,squared_error,,4,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",-1.6526424532952952,-1.3572042096774195,-1.1115715424072858,-3.224774486186697,-1.3663522740740734,-1.742508993128154,0.760686887892162,80
0.0002936840057373047,1.9392680556929353e-06,0.00019359588623046875,2.132480599880018e-06,squared_error,,4,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",-1.6341725527393762,-0.6589847564369836,-0.6847288432493973,-3.7817959540438393,-1.016226558688166,-1.5551817330315525,1.167508490157663,39
0.0005161762237548828,2.0334183750362774e-05,0.00019245147705078126,8.176054095975041e-07,squared_error,,4,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",-1.705560202175223,-1.3077242396704492,-1.0070814774431283,-3.086383913270031,-1.3264605752572007,-1.6866420815632064,0.7341317529952017,72
0.00029010772705078124,2.7325723232067874e-06,0.00019321441650390624,1.628243549248111e-06,squared_error,,4,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",-1.530450928013171,-0.5914573124679974,-0.8999237521659802,-3.541665740793232,-0.6836004203703709,-1.4494196307621503,1.0962284414560972,18
0.0006139755249023437,1.5471437007793042e-05,0.00019397735595703126,2.177846383413169e-06,squared_error,10,1,2,best,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-1.656312047342931,-0.7975470181451613,-0.8669057436683555,-3.7056599999999986,-1.4785092648750826,-1.7009868148063056,1.0566079096739427,77
0.0003563404083251953,6.594504466999212e-06,0.0001934051513671875,8.714517060516867e-07,squared_error,10,1,2,random,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-1.0940346102150533,-0.5798801971326168,-1.0690815718491702,-3.7120585185185164,-0.9642657774716866,-1.4838641350374087,1.1292503050165479,30
