mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0008573055267333985,0.0001135514782790139,0.0002223491668701172,2.625229995046078e-05,squared_error,,1,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-543463.9444444445,-538946.6857142857,-669362.2857142857,-354230.7428571429,-639294.3142857143,-549059.5946031746,110187.93565933885,90
0.0004387378692626953,3.732827953172008e-05,0.00020303726196289063,2.259825823034818e-06,squared_error,,1,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-513749.8333333333,-551076.1714285715,-754383.8857142857,-633061.7428571428,-696627.0,-629779.7266666667,89064.8211005904,104
0.0007158279418945313,3.0474931005145983e-05,0.000197601318359375,9.702200865447905e-07,squared_error,,1,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",-412992.13811728393,-583064.9448412699,-482161.2388888889,-399112.3902777778,-584362.6682539682,-492338.67607583775,79737.3998295682,75
0.0003562450408935547,4.430738441588339e-06,0.0001949310302734375,5.352483825837052e-07,squared_error,,1,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",-428701.3344907407,-596925.1480158729,-700650.2490079365,-530630.2892857143,-669108.5035714286,-585203.1048743386,97955.66512356878,98
0.000667572021484375,3.48521971897445e-05,0.0001949310302734375,1.2119545962466082e-06,squared_error,,1,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",-373167.4598082186,-608607.3433724085,-449874.78915118956,-404869.88003747794,-573735.0149407192,-482050.89746200276,93027.22804786138,66
0.00032291412353515627,6.276524755570903e-06,0.00019464492797851562,1.2305725002826633e-06,squared_error,,1,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",-429904.5086698389,-479104.94807528873,-656599.3841729744,-348585.1325229187,-427981.06191570836,-468435.00707134587,102960.9575189247,56
0.0006971359252929688,2.8377620518945823e-05,0.00019507408142089845,1.5109042661433087e-06,squared_error,,2,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",-420357.3958333333,-630525.0896825397,-474107.63888888893,-455062.1476190476,-589219.8365079365,-513854.42170634924,81326.53023216955,81
0.00034546852111816406,3.5968822795192926e-06,0.00019540786743164063,7.776978697919889e-07,squared_error,,2,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",-413606.3333333333,-526293.8771825398,-449147.59702380956,-384515.380952381,-422432.7833333334,-439199.1943650794,48188.96349697676,28
0.0006839275360107422,3.2771099863660366e-05,0.00019578933715820314,6.810596874754762e-07,squared_error,,2,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",-438407.34722222225,-609971.9767857143,-545087.0299603175,-397120.60376984125,-620530.5831349207,-522223.5081746032,90069.64070828406,84
0.00033822059631347654,5.074676588778881e-06,0.00019741058349609375,2.3794126415013597e-06,squared_error,,2,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",-524018.597029321,-557507.5297619049,-399117.746031746,-472153.8363095238,-414093.8416904762,-473378.3101645944,61111.28073867156,60
