mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0007493972778320312,9.787904760610119e-05,0.00024194717407226561,5.71746245237065e-05,squared_error,,1,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-0.21864242424242425,-0.16166666666666674,-0.10431515151515156,-0.25532424242424245,-0.13665312500000007,-0.175320321969697,0.05477360767620157,85
0.0004042148590087891,8.586511980963074e-06,0.0002051830291748047,2.0038510693979927e-06,squared_error,,1,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-0.1959878787878789,-0.16426666666666678,-0.18570000000000003,-0.2560363636363637,-0.1660000000000001,-0.19359818181818192,0.03343236724239953,96
0.0006214141845703125,2.7660090121905133e-05,0.0002010822296142578,1.2119545962466082e-06,squared_error,,1,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",-0.19996346801346807,-0.13377373737373735,-0.10485643939393947,-0.2541994528619529,-0.12894025607638898,-0.16434667074389736,0.05489897045051349,67
0.00035529136657714845,7.079707127749429e-06,0.00020022392272949218,1.7086480014008444e-06,squared_error,,1,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",-0.16526283670033676,-0.12556803451178455,-0.14418019781144795,-0.2621377735690236,-0.12165774739583335,-0.16376131799768526,0.05156556874078148,65
0.0005733966827392578,2.775954112453334e-05,0.00019927024841308593,7.136645101116069e-07,squared_error,,1,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",-0.1606321096304122,-0.13714967259327981,-0.0931432744584927,-0.21800952361101567,-0.10918822303516328,-0.14362456066567272,0.043814438753113645,51
0.00031652450561523435,4.3874201261132975e-06,0.00019969940185546876,1.957937733425885e-06,squared_error,,1,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",-0.16117235183705922,-0.10120761146947564,-0.16104085226413803,-0.16098877385724203,-0.14495558176601092,-0.14587303423878514,0.023188182839700987,54
0.0005892276763916016,1.9422321436451632e-05,0.00020008087158203126,1.7867082591242976e-06,squared_error,,2,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",-0.17321952861952863,-0.17392070707070717,-0.08765892255892262,-0.27969966329966334,-0.126963107638889,-0.16829238583754214,0.06430769914115414,73
0.0003443717956542969,7.083239034742762e-06,0.00020017623901367188,1.2848085007960777e-06,squared_error,,2,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",-0.13408282828282833,-0.11327382154882161,-0.1310736531986533,-0.15194292929292932,-0.1846849826388889,-0.14301164299242428,0.02417855441881198,49
0.0005782127380371093,1.5371176958843462e-05,0.00020084381103515624,2.11427681707338e-06,squared_error,,2,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",-0.18463981481481487,-0.18022032828282833,-0.09286313131313134,-0.25211172138047144,-0.16134357638888902,-0.174235714436027,0.05098320875095526,78
0.00033516883850097655,4.360909792012663e-06,0.00019860267639160156,1.530342725360986e-06,squared_error,,2,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",-0.09239890572390566,-0.1111557870370371,-0.0988597643097644,-0.22353255471380476,-0.17339707031250012,-0.1398688164194024,0.05076088601905267,47
0.0005420684814453125,1.3644210145915397e-05,0.00020055770874023439,2.1185741321108877e-06,squared_error,,2,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",-0.16046215373357536,-0.16508826420860165,-0.08228294718108901,-0.22948146550014506,-0.11845095531629916,-0.15115315718794203,0.04945444032856323,62
