mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0008264064788818359,9.053345865050123e-05,0.00023937225341796875,4.2677858012153735e-05,squared_error,,1,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-1.7973640641745396,-1.263467214788888,-0.8244324757585904,-0.3841914280067914,-0.9613117037404199,-1.0461533772938458,0.47033917338521886,97
0.0004065513610839844,1.7930598904574552e-06,0.00020594596862792968,2.0140373308127283e-06,squared_error,,1,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-1.3284982997973582,-1.5486032109364962,-1.1474861469124715,-0.700397082398901,-2.1146435829278976,-1.367925664594625,0.46604174306839197,106
0.0006769657135009766,1.912027818307451e-05,0.00020189285278320311,1.7930598904574552e-06,squared_error,,1,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",-1.7822620751732507,-1.319193897907451,-0.7646583569404626,-0.33280637967437293,-0.9599171580219056,-1.0317675735434886,0.4921204030018932,95
0.00034961700439453127,3.295355328211021e-06,0.0002009868621826172,2.0286605249579092e-06,squared_error,,1,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",-0.856043684351732,-1.6345559793504238,-0.5114721532265146,-0.8337031254806232,-1.0123747626211654,-0.9696299410060918,0.3702000139454113,86
0.0007149696350097657,9.946923698875031e-05,0.00021681785583496093,1.9615692085816493e-05,squared_error,,1,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",-1.5059337298102193,-1.4403653917276324,-0.7997066212424646,-0.3050795373431173,-0.8570096663644823,-0.9816189892975832,0.4453491735538445,89
0.0003277301788330078,6.596228205028756e-06,0.00020022392272949218,3.9591844090742245e-06,squared_error,,1,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",-1.1175373366152743,-1.5703029067835845,-0.4825418280579835,-0.4775283674965354,-0.6864655947637106,-0.8668752067434177,0.42178021950624045,63
0.0006473541259765625,2.1515027850652424e-05,0.00019826889038085938,3.962628676284166e-06,squared_error,,2,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",-1.369944711606916,-1.0123757217212606,-0.9930034929698193,-0.47887833028975263,-0.9492413706362,-0.9606887254447898,0.2840699036523869,84
0.00033822059631347654,2.0320201637899893e-06,0.00019364356994628907,7.294205923451593e-07,squared_error,,2,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",-1.0685668522229954,-1.1363197270700567,-0.4165612644699693,-0.30653051592312086,-0.7304537796555594,-0.7316864278683403,0.3338501054745006,25
0.0006332874298095703,2.5704751670022137e-05,0.0001949310302734375,1.8381438510319121e-06,squared_error,,2,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",-1.29847903903391,-1.0088076894267044,-0.9761672063123025,-0.4972023753551584,-1.0116934275373106,-0.9584699475330772,0.2584777651935046,82
0.0003330230712890625,5.760461283107915e-06,0.00019707679748535157,3.2150283491206306e-06,squared_error,,2,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",-1.1359912823466285,-0.6752721637604351,-0.4225924939775667,-0.5048073233744317,-0.9024166384868887,-0.7282159803891901,0.2618193107327663,23
