Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),685.9797036278524,430.44534674716607,60.665862927574146,-0.1255011899906493,tanh,0.0001,"(50,)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),641.9513066092862,425.10268018578864,56.12484878237116,0.014338938012577462,tanh,0.0001,"(100,)",constant,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),689.3036008771345,431.1898256546479,60.74863088741106,-0.136434790130185,tanh,0.0001,"(50,)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),634.831115064093,404.52757869787354,57.600004029163124,0.036082565439905845,relu,0.0001,"(100,)",constant,adam,respiratorycompensation_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),722.7898283959713,560.9051737826218,53.65185809847179,-0.04146441575220816,tanh,0.0001,"(50,)",constant,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),754.8764110815953,568.7086564169125,53.875010105793294,-0.13598364863885837,tanh,0.0001,"(50,)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),697.7669352022339,523.0964128106991,51.08038527933684,0.029398086818134495,tanh,0.0001,"(50,)",constant,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),730.0553587704385,518.2887390061098,55.041446122726775,-0.06250738560937696,relu,0.001,"(50,)",constant,adam,respiratorycompensation_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),690.9678126345369,531.1822626504351,16.51479014724124,-0.7484207775062222,tanh,0.0001,"(50,)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),675.2728731240355,494.3663816829593,14.91708083681505,-0.6698941068012354,tanh,0.001,"(50,)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),1001.2323447463945,703.7512674257018,20.881179054008747,-2.671132560392052,tanh,0.0001,"(100,)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),522.712647602169,417.20326672716993,13.294556600450768,-0.0005904224248582945,tanh,0.0001,"(100,)",constant,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),678.9157682021593,536.6474763175073,16.190668597199036,-1.3740763252993382,tanh,0.0001,"(50, 50)",adaptive,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),529.1724768317249,452.02533905699164,14.52619533489708,-0.44230590484626164,tanh,0.001,"(50,)",constant,sgd,respiratorycompensation_absolute,,,,,,,,,,,,,,
