mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.011271238327026367,0.0007951114844815863,0.0004357814788818359,0.00011882915924688945,0.8,0.01,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-2.1492023649769396,-1.8795608784101376,-1.5769048170426505,-5.454949928061025,-1.808042449120012,-2.573732087522153,1.4521336458502607,46
0.02323470115661621,0.02101012859681016,0.0005931854248046875,0.00034041634826160333,0.8,0.01,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-2.1391276037591638,-1.9256148644458884,-1.5430345623929849,-5.3664253644933515,-1.8143745299340075,-2.5577153850050793,1.4174449792617092,45
0.05409460067749024,0.030800647718212316,0.0006508350372314454,7.150958200337744e-05,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-2.099712617466789,-1.7641463531883306,-1.5223300305887677,-5.053203690668456,-1.77906108985656,-2.4436907563537806,1.3175961058557868,32
0.0234344482421875,0.0005536690595273279,0.0005595207214355469,5.5539228035191415e-05,0.8,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.1395076044606562,-1.8658849704584326,-1.5423055729327544,-5.112833994529343,-1.7884833275866117,-2.4898030939935594,1.3252828246980128,38
0.022867155075073243,0.001873232326224963,0.0005408287048339844,2.2306399449327347e-05,0.8,0.01,6,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-2.1188524536700317,-1.791746459363507,-1.495998270991565,-5.444800367047912,-1.7089538735744192,-2.512070284929487,1.479985859307882,41
0.02205319404602051,0.0007047467268012685,0.0004573822021484375,5.9455608963065133e-05,0.8,0.01,6,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 1.0}",-2.195684967692802,-1.768500796007459,-1.4986780216894324,-5.177545375641334,-1.7647496831670832,-2.481031768839622,1.3666299957656478,36
0.04099383354187012,0.002555317519593036,0.0005146503448486328,9.54162472720209e-05,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-2.091034468243273,-1.6961281006519304,-1.4713472576253976,-5.020934348123127,-1.6411757636149151,-2.384123987651729,1.3339521810381392,18
0.04153757095336914,0.0013910727877933175,0.00040616989135742185,8.488968422436885e-05,0.8,0.01,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-2.2050201608891085,-1.6542053887986894,-1.4880033199681482,-4.703997971154129,-1.7537332420931548,-2.3609920165806457,1.1953596901143426,17
0.036808204650878903,0.0013623081088877684,0.0004958152770996094,8.322353547485555e-05,0.8,0.01,10,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 0.8}",-2.1387511223107327,-1.8053199900506554,-1.4907799445297008,-5.43910808710872,-1.716198271748467,-2.518031483149655,1.475308917699174,42
0.03710675239562988,0.0005449907245435147,0.00044331550598144533,5.958739984908298e-05,0.8,0.01,10,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 1.0}",-2.288550468519328,-1.8240079793756954,-1.4593111003002988,-5.185278610957581,-1.7573458097762218,-2.5028987937858247,1.3672544717034534,39
0.07009420394897461,0.0006658968616170964,0.0004639148712158203,1.6582282130651325e-05,0.8,0.01,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",-2.1107750071629927,-1.7023467005042554,-1.4576938182690324,-5.035044060705601,-1.656130834191127,-2.3923980841666017,1.3382691623874936,20
0.07257890701293945,0.0006692045719680989,0.0005096912384033204,6.313680511963786e-05,0.8,0.01,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-2.259298831601986,-1.7654890358356607,-1.4056220315131922,-4.7517786707174094,-1.799915371103879,-2.3964207881544253,1.2084774677863745,23
0.011225366592407226,0.00010505996320388513,0.0003043174743652344,1.3850129061652715e-05,0.8,0.1,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-2.0638009871816596,-1.3692482856424744,-1.4197003375307047,-4.420373238317074,-1.6130319885500943,-2.1772309674444017,1.1480037251623247,3
0.010800361633300781,8.897173166697969e-05,0.0002940177917480469,1.358977535288979e-05,0.8,0.1,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-2.4071385002401735,-1.5980596542122745,-1.4989437297013226,-4.040873949831029,-1.6974723843942743,-2.248497643675815,0.9514524926338915,8
0.021615314483642577,0.0001001188172965597,0.00029573440551757815,3.7046288680181563e-06,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-2.3297306899310923,-1.3283385820044142,-1.2767324217113618,-4.383297919627999,-1.6655958782808549,-2.196739098311144,1.1559732786197334,4
0.023643875122070314,0.003143056683768976,0.00048308372497558595,0.00016687484369912862,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.634720582235129,-1.5533553498524015,-1.4810076468812008,-3.892815205130769,-1.6734390908716406,-2.2470675749942286,0.9225935419990205,7
0.02132902145385742,0.0003015125699713298,0.0003311634063720703,1.086728517271976e-05,0.8,0.1,6,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-2.4189335715193825,-1.5771480402947486,-1.6269768135053253,-4.904246428933687,-1.6912770598141371,-2.4437163828134563,1.2679898616882541,33
0.021304798126220704,0.0006757263961956252,0.00035247802734375,7.50223526173344e-05,0.8,0.1,6,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'subsample': 1.0}",-2.3171816192801344,-1.5409814128620076,-1.573198622142559,-4.451906210659191,-1.8410222637416709,-2.3448580257371128,1.0895819708499932,16
0.043071842193603514,0.0024546332752010845,0.0005549430847167969,2.369962226493069e-05,0.8,0.1,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-2.4444462601955093,-1.5279938559861461,-1.6078966785069797,-4.841171902504678,-1.7672672304254393,-2.4377551855237507,1.244374670448229,31
0.039211606979370116,0.0029747294343331902,0.0005823135375976563,3.6836280015266234e-05,0.8,0.1,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-2.3169429295508155,-1.519277658041067,-1.5334485316281925,-4.425780367893279,-1.8604652119551492,-2.331182939813701,1.0867094106064943,15
0.035632991790771486,0.0008493581165800226,0.0004811286926269531,6.62669847553835e-05,0.8,0.1,10,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 50, 'subsample': 0.8}",-2.1504484715983345,-1.716476296600158,-1.5981270566396288,-4.261779016709747,-1.646786068986831,-2.27472338210694,1.0126758626243515,10
0.035205650329589847,0.002449456574981057,0.000582742691040039,2.273588372374519e-05,0.8,0.1,10,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 50, 'subsample': 1.0}",-2.488341296858586,-1.7846655201840713,-1.5319240534629852,-4.202205538927309,-1.963259634548141,-2.3940792087962186,0.9569230092593691,21
0.08212847709655761,0.014982750459955502,0.0006574630737304687,1.6644690702460066e-05,0.8,0.1,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",-2.1664598454782427,-1.7095134757081416,-1.5527022137346271,-4.2090057180109826,-1.642324839428583,-2.2560012184721154,0.9992118167784722,9
0.07525300979614258,0.002696993736261621,0.0005609989166259766,8.78821361021846e-05,0.8,0.1,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-2.494704079741106,-1.786379547320711,-1.5238554574756547,-4.195914634101062,-1.9493833227664694,-2.3900474082810006,0.9571831250529704,19
0.011373615264892578,0.00012204130766914272,0.00031199455261230467,1.8025832148028708e-05,1.0,0.01,3,50,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-2.183902543931186,-1.8839441230550311,-1.5854824168401918,-5.467084460475998,-1.8016616718337282,-2.5844150432272266,1.4540579062560748,47
0.010782527923583984,0.00012859347806560637,0.0002861499786376953,5.680969942924567e-06,1.0,0.01,3,50,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-2.1930811079523287,-1.9537147524367473,-1.5543444980063739,-5.443308639214447,-1.8169998293578968,-2.592289765393559,1.4404068231747156,48
