mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.02236452102661133,0.013157306877234513,0.0003849029541015625,1.063742371634593e-05,relu,0.0001,"(50,)",constant,adam,-49.63196045415796,-121.70797297673772,-119.19773314349852,-133.228476583125,-34.32899301287979,-91.6190272340798,41.09096676526718,29,relu,0.0001,"(50,)",constant,adam,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27690997123718264,0.008586411197027976,0.0004043102264404297,2.8197329008913444e-05,relu,0.0001,"(50,)",constant,sgd,-2214530.2267861534,-1442253.35711483,-2504192.505406594,-1958082.6785480024,-2543002.0726378746,-2132412.168098691,405032.8430600491,39,relu,0.0001,"(50,)",constant,sgd,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.021970415115356447,0.012913684325720636,0.0003685951232910156,1.0233685304383396e-05,relu,0.0001,"(50,)",adaptive,adam,-49.63196045415796,-121.70797297673772,-119.19773314349852,-133.228476583125,-34.32899301287979,-91.6190272340798,41.09096676526718,29,relu,0.0001,"(50,)",adaptive,adam,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.273317289352417,0.0015452988215565004,0.0004563331604003906,5.5433421995625567e-05,relu,0.0001,"(50,)",adaptive,sgd,-2214530.2267861534,-1442253.35711483,-2504192.505406594,-1958082.6785480024,-2543002.0726378746,-2132412.168098691,405032.8430600491,39,relu,0.0001,"(50,)",adaptive,sgd,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027878761291503906,0.018400653983037307,0.00037393569946289065,1.0958543718126851e-05,relu,0.0001,"(100,)",constant,adam,-82.7264012124044,-116.29430086234667,-50.17945148708643,-37.631013437964086,-64.17324576156031,-70.20088255227238,27.49355673795124,21,relu,0.0001,"(100,)",constant,adam,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3378448963165283,0.004874407176869046,0.00046019554138183595,1.6730394179983817e-05,relu,0.0001,"(100,)",constant,sgd,-2291480.9076665426,-1939350.0075218547,-2357381.2436639047,-2302645.8963370537,-2222310.4078512983,-2222633.6926081306,148019.2859268553,43,relu,0.0001,"(100,)",constant,sgd,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03194856643676758,0.02389424964870139,0.0004554271697998047,0.00015833631835713056,relu,0.0001,"(100,)",adaptive,adam,-82.7264012124044,-116.29430086234667,-50.17945148708643,-37.631013437964086,-64.17324576156031,-70.20088255227238,27.49355673795124,21,relu,0.0001,"(100,)",adaptive,adam,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3435539722442627,0.008558526993926627,0.0004897594451904296,2.6183701058930746e-05,relu,0.0001,"(100,)",adaptive,sgd,-2291480.9076665426,-1939350.0075218547,-2357381.2436639047,-2302645.8963370537,-2222310.4078512983,-2222633.6926081306,148019.2859268553,43,relu,0.0001,"(100,)",adaptive,sgd,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018953514099121094,0.0022959264531093467,0.0003643035888671875,6.63643586071274e-06,relu,0.0001,"(50, 50)",constant,adam,-42.74016581801013,-69.37527704865991,-42.17060996188496,-46.6405186711932,-35.80512940291777,-47.3463401805332,11.54969103751697,13,relu,0.0001,"(50, 50)",constant,adam,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.17972021102905272,0.21298230353873104,0.00040988922119140626,5.9457865233339264e-05,relu,0.0001,"(50, 50)",constant,sgd,-16655.632995959226,-163843.6405232335,-17715112.038292304,-20873.26824445253,-18191578.18078662,-7221612.552168514,8763878.477143656,48,relu,0.0001,"(50, 50)",constant,sgd,h2o_L,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
