Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),5.696492190040114,4.508631657969554,10.779779890794385,-0.4581740605259992,tanh,0.0001,"(50,)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.620750946682564,5.311759415230895,12.16894292174831,-0.9697397912946875,tanh,0.0001,"(100,)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),5.696493244579215,4.508632654791967,10.779782253690753,-0.45817460040269964,tanh,0.0001,"(50,)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),4.742969311558596,3.8738250341671674,8.9532146671259,-0.010869248182018953,relu,0.001,"(50,)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),5.38477551686548,4.1146901270358285,9.093318432627363,-0.05881587716121128,relu,0.0001,"(50, 50)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),10.117675717075576,7.603158051892852,17.934184684212216,-2.738064152781381,tanh,0.001,"(50, 50)",constant,sgd,h2o_L,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),5.384775516865473,4.114690127035826,9.093318432627362,-0.05881587716120906,relu,0.0001,"(50, 50)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),5.251969508908119,4.0580114452522595,9.136156659940793,-0.007232269767485144,relu,0.001,"(50,)",adaptive,sgd,h2o_L,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),5.24170534174152,4.26015423950401,10.723554087325123,-0.3551332967962566,relu,0.0001,"(50, 50)",constant,sgd,h2o_L,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.074854367837471,4.713306495409696,11.513813253393272,-0.8201557458652597,tanh,0.001,"(50, 50)",constant,sgd,h2o_L,,,,,,,,,,,,,,
