mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.004961633682250976,0.000788484573481912,0.00035805702209472655,1.9773166915586772e-05,relu,0.0001,"(50,)",constant,adam,-9.319020149731644,-13192.28248714833,-119073.96104122078,-74.21265495772543,-25.709862726980774,-26475.09701324071,46578.95868592101,9,relu,0.0001,"(50,)",constant,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2723940372467041,0.002407472615436905,0.0004186153411865234,3.7986716775899456e-05,relu,0.0001,"(50,)",constant,sgd,-7263.982285214823,-909902.9028141017,-119840.19180501955,-3704325.056075679,-1659949.1595824116,-1280256.2585124853,1350889.5310665881,39,relu,0.0001,"(50,)",constant,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004628038406372071,0.00025084139151311665,0.0003468036651611328,7.75003420025255e-06,relu,0.0001,"(50,)",adaptive,adam,-9.319020149731644,-13192.28248714833,-119073.96104122078,-74.21265495772543,-25.709862726980774,-26475.09701324071,46578.95868592101,9,relu,0.0001,"(50,)",adaptive,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2715000629425049,0.0021914014021086935,0.00038666725158691405,8.53178811600454e-06,relu,0.0001,"(50,)",adaptive,sgd,-7263.982285214823,-909902.9028141017,-119840.19180501955,-3704325.056075679,-1659949.1595824116,-1280256.2585124853,1350889.5310665881,39,relu,0.0001,"(50,)",adaptive,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005027008056640625,0.00013398363899574112,0.0003437995910644531,3.628351665448532e-06,relu,0.0001,"(100,)",constant,adam,-12.004906145360382,-13031.939347920767,-118762.63882305783,-31.019746468096518,-15.563807631587833,-26370.633326244726,46470.08857711006,7,relu,0.0001,"(100,)",constant,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.34990382194519043,0.02071466988576985,0.00042819976806640625,3.3128688383287024e-05,relu,0.0001,"(100,)",constant,sgd,-4506011.018226171,-3301681.942977882,-118861.43855895087,-8014250.047565641,-4768261.551296556,-4141813.1997250407,2546008.8817572575,43,relu,0.0001,"(100,)",constant,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.004931974411010742,0.00013202943264429797,0.0003520965576171875,6.274350816318864e-06,relu,0.0001,"(100,)",adaptive,adam,-12.004906145360382,-13031.939347920767,-118762.63882305783,-31.019746468096518,-15.563807631587833,-26370.633326244726,46470.08857711006,7,relu,0.0001,"(100,)",adaptive,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3458251476287842,0.01832962962727407,0.0004143238067626953,2.40580295491498e-05,relu,0.0001,"(100,)",adaptive,sgd,-4506011.018226171,-3301681.942977882,-118861.43855895087,-8014250.047565641,-4768261.551296556,-4141813.1997250407,2546008.8817572575,43,relu,0.0001,"(100,)",adaptive,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005610418319702148,0.0001916602099539414,0.0003745555877685547,1.9249698150096675e-05,relu,0.0001,"(50, 50)",constant,adam,-11.529934122540597,-12887.177291344191,-118593.75790575829,-30.90705969219822,-36.13920921076083,-26311.9022800256,46409.00804587019,3,relu,0.0001,"(50, 50)",constant,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5511416435241699,0.14205696862012135,0.0014136791229248046,0.0018547345828661289,relu,0.0001,"(50, 50)",constant,sgd,-10841931.505248206,-6541129.784083756,-115039.69798200327,-16471253.545437187,-7632359.007475245,-8320342.708045279,5362120.387109699,47,relu,0.0001,"(50, 50)",constant,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005482912063598633,0.00016091540916526967,0.00035991668701171873,5.7351439292852925e-06,relu,0.0001,"(50, 50)",adaptive,adam,-11.529934122540597,-12887.177291344191,-118593.75790575829,-30.90705969219822,-36.13920921076083,-26311.9022800256,46409.00804587019,3,relu,0.0001,"(50, 50)",adaptive,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.45131359100341795,0.02474259807801136,0.0005364894866943359,0.00011069632643709894,relu,0.0001,"(50, 50)",adaptive,sgd,-10841931.505248206,-6541129.784083756,-115039.69798200327,-16471253.545437187,-7632359.007475245,-8320342.708045279,5362120.387109699,47,relu,0.0001,"(50, 50)",adaptive,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005112886428833008,0.00037955315257607236,0.0003871440887451172,2.0640715845750158e-05,relu,0.001,"(50,)",constant,adam,-9.319020618611662,-13192.282487127854,-119073.96212169691,-74.21265495748968,-25.7098627280098,-26475.097229425777,46578.95911546562,11,relu,0.001,"(50,)",constant,adam,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2882971286773682,0.007750372877503065,0.0005837917327880859,0.00013262817327500635,relu,0.001,"(50,)",constant,sgd,-7263.981280438746,-909902.8626907946,-119840.18848344065,-3704324.8953611655,-1659949.0952387685,-1280256.2046109217,1350889.4727316073,37,relu,0.001,"(50,)",constant,sgd,salivarycortisol,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
