Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),4.197327755857539,3.577001345800662,6479.789495045759,-1.167851029850691,relu,0.001,"(50, 50)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.008227615152844,8.131604465842651,15026.285357917663,-8.985328823212406,relu,0.0001,"(50, 50)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),4.197327755857537,3.5770013458006598,6479.789495045752,-1.1678510298506897,relu,0.001,"(50, 50)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),3.116057560332281,2.226100190993155,3446.442717895136,-0.1947983428068909,tanh,0.0001,"(100,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),97.12562508342589,19.259246569945777,3932.868691608538,-0.011610697119622815,relu,0.001,"(50,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),97.85135830125225,20.810486909456333,6278.337676942409,-0.026784907745889264,tanh,0.0001,"(50, 50)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),97.12562508342589,19.259246569945777,3932.8686916085394,-0.011610697119622815,relu,0.001,"(50,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),98.03382652404169,18.011265283283308,1173.4912720792988,-0.030617870438677253,relu,0.001,"(50,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),93.4629537171346,16.066780495744126,3784.172506148934,-0.006283734605574187,relu,0.0001,"(50,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),93.71772648875364,16.59509798200201,3883.108431454854,-0.011777314966734842,tanh,0.001,"(50, 50)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),93.4629537171346,16.06678049574413,3784.1725061489365,-0.006283734605574187,relu,0.0001,"(50,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),93.96642041713582,16.128788022407047,3659.3654104903662,-0.0171542429805005,tanh,0.0001,"(50,)",constant,adam,salivarycortisol,,,,,,,,,,,,,,
