Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),10.044615028456798,8.084887262236947,47.17981043830001,-0.19513624955359576,tanh,0.001,"(100,)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),10.081123538954234,7.688410888314829,42.588425111097195,-0.2038398063468514,relu,0.0001,"(50, 50)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),10.044615028456798,8.084887262236947,47.17981043830005,-0.19513624955359576,tanh,0.001,"(100,)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.621725662460419,7.344894391503476,43.4478118682668,-0.09662152465518181,relu,0.0001,"(50,)",adaptive,sgd,bodyfat_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),9.438250233347173,6.904081015983122,41.86170802023877,0.25437875788469644,tanh,0.001,"(50, 50)",constant,sgd,bodyfat_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),11.040070917508032,7.419117291338387,38.9977001910219,-0.02018521107367799,tanh,0.001,"(50, 50)",constant,sgd,bodyfat_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),9.438250233347446,6.904081015983371,41.86170802023996,0.25437875788465303,tanh,0.001,"(50, 50)",constant,sgd,bodyfat_kg,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),10.924839464111487,8.066675451226256,54.16364056449281,0.001000145229319016,relu,0.001,"(100,)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),11.29854411871516,8.121950476117872,71.32906320767987,-1.1107421914108597,relu,0.001,"(50, 50)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),9.989173897244754,7.985325953490576,64.54185823721633,-0.6498686372177729,tanh,0.0001,"(50, 50)",constant,sgd,bodyfat_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),11.298544118715165,8.121950476117874,71.32906320767988,-1.1107421914108615,relu,0.001,"(50, 50)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),7.837307600343678,6.577665893845663,58.39434952910635,-0.015603068798845765,tanh,0.0001,"(100,)",constant,sgd,bodyfat_kg,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),11.232535278533843,7.5698585798553735,40.0273380083989,-0.194547978734257,relu,0.001,"(100,)",constant,adam,bodyfat_kg,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.465390517419364,6.468008264690982,40.54154168141058,0.15174761720087626,tanh,0.001,"(50, 50)",constant,sgd,bodyfat_kg,,,,,,,,,,,,,,
