mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.035663414001464847,0.0049127984166522694,0.0006921291351318359,0.00015174116705432032,squared_error,,1,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-209.09718750000002,-253.99656249999998,-162.74032258064514,-231.00999999999996,-154.3441935483871,-202.23765322580647,38.490800060724304,102
0.008054637908935547,0.0003374022908303872,0.00047955513000488283,4.999282294014801e-05,squared_error,,1,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-371.1228125,-213.51874999999995,-139.1516129032258,-178.52193548387098,-106.29225806451613,-201.72147379032256,92.08249623647693,99
0.030498600006103514,0.003713569489072421,0.0005918025970458984,0.00019713323570931513,squared_error,,1,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",-200.21015407986113,-252.1794292534722,-126.76792786738349,-187.59835797491036,-186.15088709677417,-190.58135125448024,39.96928151208001,87
0.0062315940856933595,0.0005550195135247966,0.00043964385986328125,2.7953803147259864e-05,squared_error,,1,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",-255.82241536458335,-208.51774739583334,-144.3051971326165,-171.49745295698924,-127.8117585125448,-181.59091427251343,46.08615921218094,64
0.025159931182861327,0.0039951149313748645,0.0006891727447509765,3.535888197062631e-05,squared_error,,1,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",-194.87069427083335,-229.61659379118834,-138.09480984179814,-191.51442535578153,-173.33915895696688,-185.48713644331366,29.88442521671835,75
0.0042498111724853516,0.0003864936513002859,0.00040602684020996094,2.928145134259714e-05,squared_error,,1,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",-247.93616906267715,-222.93898529492236,-106.44765672749088,-149.74729676413577,-117.18608947132618,-168.85123946411048,56.75978475557443,51
0.026197004318237304,0.004055414309372211,0.0007370471954345703,2.42829527641813e-05,squared_error,,2,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",-241.5713541666667,-234.70465277777777,-137.75549283154118,-148.34264336917562,-172.69546594982077,-187.0139218189964,43.307731470227715,83
0.005594444274902344,0.00027374566330656315,0.00034160614013671874,6.39547606134819e-05,squared_error,,2,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",-105.96296006944443,-120.33025173611111,-148.83428315412186,-165.99825268817207,-154.0166129032258,-139.02847211021506,22.320926910681678,27
0.02590479850769043,0.004123177388728745,0.00040693283081054686,0.00010877871121420471,squared_error,,2,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",-241.4517578125,-250.24292317708333,-120.08634856630822,-146.56696460573477,-169.60494623655916,-185.5905880796371,51.70992950268607,78
0.005190229415893555,0.0003759392925099325,0.0003449440002441406,8.598187165352562e-05,squared_error,,2,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",-165.2799240451389,-200.27791015624996,-167.85607078853047,-187.10605286738348,-161.53161738351258,-176.41031504816306,14.849223863022672,61
