mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.010997438430786132,0.0007485848094568268,0.0003898143768310547,8.760460264508341e-05,0.8,0.01,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-415498.8387853288,-481903.5883083633,-264660.1813579031,-268555.22670342925,-310735.5753940429,-348270.6821098135,86176.02052990701,43
0.010578632354736328,0.0003030831517736496,0.0002941608428955078,9.101720986219428e-06,0.8,0.01,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-410199.90327837237,-468033.62831351586,-266340.6225101403,-268255.57791871,-308072.10065871646,-344180.36653589096,81025.44763944653,41
0.02101874351501465,0.00025325961240856677,0.00029692649841308596,5.463064033917106e-06,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-362736.4849696093,-423046.0929278323,-250432.97487534455,-243887.36377153057,-309400.75890620094,-317900.7350901036,68070.43137742806,19
0.020453786849975585,0.00038568694621316353,0.0003056049346923828,1.6354471846283867e-05,0.8,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-370880.65143811866,-411079.4763692583,-249655.45485013427,-250968.17665385347,-309747.64479538886,-318466.2808213507,64329.47798318812,21
0.02061634063720703,0.00037622474143404776,0.0003099918365478516,5.466808566271405e-06,0.8,0.01,6,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-405931.67823331885,-469698.4371953641,-262140.65272617,-256128.99022467138,-312618.7929636768,-341303.7102686402,83673.56481071548,36
0.02032890319824219,0.0003445867146700333,0.00030388832092285154,8.285997528169939e-06,0.8,0.01,6,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 1.0}",-413917.69394767284,-463423.2922838671,-266200.21646204335,-256057.7685909118,-307094.4256923846,-341338.6793953759,82781.22652970643,37
0.04056396484375,0.0005043055484521571,0.0003431797027587891,1.6025276018406448e-05,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-367952.7702296724,-417386.69217430183,-248853.44848606415,-233314.91585102593,-310028.7098017267,-315507.3073085582,69797.244618554,14
0.0401249885559082,0.0009635438863372219,0.00034661293029785155,1.3602317988312715e-05,0.8,0.01,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-380179.36349579855,-417546.6324146237,-261457.31082085072,-241505.3735494818,-309024.2098650643,-321942.5780291638,67567.97177097332,26
0.034979057312011716,0.00015876983288730758,0.00036349296569824217,8.100058505091124e-06,0.8,0.01,10,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 0.8}",-408058.4409101059,-468749.9451366595,-264886.0121533377,-258321.24553950684,-310351.1072264297,-342073.35019320797,82921.15868683162,38
0.03728842735290527,0.0016684035083662854,0.00043926239013671877,6.34536793616952e-05,0.8,0.01,10,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 1.0}",-419976.4612115009,-467659.64459335123,-264200.9153184124,-265568.77240034344,-303353.5980551362,-344151.8783157489,83947.00279811592,40
0.0696894645690918,0.0005171162654931747,0.0005212306976318359,6.960163179987544e-05,0.8,0.01,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",-372165.03063328564,-416480.6143872585,-250231.21341385672,-234824.37109736714,-313223.73676226137,-317384.9932588058,69518.33881266296,18
0.07154569625854493,0.0005991368970488388,0.00046677589416503905,1.8103115018232303e-05,0.8,0.01,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-386917.64465333684,-427938.54482178687,-265650.3835379503,-252118.44478076868,-301122.4337096708,-326749.4903007027,69020.39029909637,29
0.011843538284301758,0.0012114253443113578,0.0003638267517089844,7.544567485070518e-05,0.8,0.1,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-261235.90013422444,-352171.50830954866,-277861.5020224009,-193009.13933832815,-354118.43226053036,-287679.2964130065,60549.95475055519,2
0.010761260986328125,0.0001766565514682928,0.0003118991851806641,2.3910138584164167e-05,0.8,0.1,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-261897.8196795471,-351907.0900373361,-299540.2030716883,-182525.62603586912,-329632.92636039085,-285100.7330369663,59522.653901347156,1
0.02291398048400879,0.0014591142897324022,0.00041747093200683594,8.566350018466049e-05,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-278854.18216449354,-346359.5621720642,-287701.2459044797,-202420.9685770733,-355721.4957035116,-294211.49090432446,55148.222524646015,4
0.0208432674407959,0.000319013716604244,0.0003098487854003906,9.742659521431077e-06,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-253075.44657533575,-342764.50751394755,-324986.85026577883,-187422.6064057776,-344415.99455006805,-290533.08106218156,61405.85778683189,3
0.02119145393371582,0.0005573320478342935,0.0003188133239746094,1.3217423719849982e-05,0.8,0.1,6,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-284586.50397011347,-378986.82679986145,-291320.76943148044,-213604.10213346142,-360358.2166584713,-305771.2837986777,59148.37379669554,10
