Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),9.797871117757614,5.259176989582202,6.297036103559411,-1.5761919379684741,tanh,0.0001,"(100,)",adaptive,sgd,mgv,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),7.60918759315578,4.8866949927476275,5.755541212700745,-0.55378653736076,tanh,0.001,"(100,)",constant,sgd,mgv,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),5.266979429230477,3.268850436196819,3.958224437174284,0.2555457452829797,tanh,0.001,"(100,)",constant,adam,mgv,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),6.196552768182607,3.4397975269988432,4.252690058832,-0.030421891460843842,tanh,0.001,"(100,)",constant,sgd,mgv,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),10.293728581426274,8.146332397248504,9.263457254808738,-1.8315247399570915,tanh,0.001,"(50, 50)",adaptive,sgd,mgv,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),21.979308358543808,17.234991985265605,18.92560981891648,-11.90930848041139,tanh,0.0001,"(50,)",adaptive,sgd,mgv,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),10.328367092874512,8.268634501387002,9.40552991081657,-1.850613026802363,tanh,0.001,"(50, 50)",adaptive,sgd,mgv,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),6.118597775065427,3.6765380110638612,4.430384615504757,-0.0004116573335986029,tanh,0.001,"(50,)",constant,sgd,mgv,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.440895901265724,3.7651839540828953,4.561400329405033,-0.15237556548214837,tanh,0.0001,"(50,)",constant,adam,mgv,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),13.744143213145865,9.639584527303843,10.593980900922851,-4.247311237796364,tanh,0.0001,"(50, 50)",adaptive,sgd,mgv,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.440895901265723,3.7651839540828966,4.561400329405033,-0.15237556548214815,tanh,0.0001,"(50,)",constant,adam,mgv,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),6.012426841167929,3.379557493914118,4.142160558583572,-0.00415577628460384,tanh,0.0001,"(50, 50)",constant,adam,mgv,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.6689846893797,6.916612442916725,7.987581081753733,-1.403313241842663,tanh,0.0001,"(50, 50)",adaptive,sgd,mgv,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),10.5838612593137,7.0361388233119415,8.293056784383767,-1.8796314669422043,relu,0.001,"(50,)",constant,adam,mgv,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),9.669640805260771,6.917400856889555,7.9883924463185085,-1.4036394199340894,tanh,0.0001,"(50, 50)",adaptive,sgd,mgv,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),6.238350202835535,3.7207418021787646,4.5144355419786395,-0.0004332942504119419,relu,0.0001,"(50,)",constant,adam,mgv,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),6.378888748067062,4.078845068810256,4.916175969059299,-0.030354003467474078,tanh,0.001,"(50,)",constant,adam,mgv,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),16.566411881571057,11.06742946048075,12.715297037024337,-5.94949611989444,relu,0.0001,"(50, 50)",constant,adam,mgv,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),6.3788887480669905,4.078845068810201,4.9161759690592355,-0.03035400346745054,tanh,0.001,"(50,)",constant,adam,mgv,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),6.391687966864081,3.9062324329067706,4.818252751032634,-0.03449295538037722,relu,0.0001,"(100,)",adaptive,sgd,mgv,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),5.798960557060938,3.3544728925477614,4.149964639779121,0.09756676419741417,,,,,,mgv,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),6.0283775687940135,3.529765841222461,4.345770268066067,0.024750666076682082,,,,,,mgv,squared_error,4.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),5.798960557060938,3.3544728925477614,4.149964639779121,0.09756676419741417,,,,,,mgv,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),6.0283775687940135,3.529765841222461,4.345770268066067,0.024750666076682082,,,,,,mgv,squared_error,4.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),6.135274804006719,3.6867638507956535,4.428014748567123,-0.005872591956704198,,,,,,mgv,squared_error,8.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),6.072242020223462,3.682250048594227,4.430605206830332,0.014689568984741164,,,,,,mgv,squared_error,12.0,log2,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),6.135274804006719,3.6867638507956535,4.428014748567123,-0.005872591956704198,,,,,,mgv,squared_error,8.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),6.072242020223462,3.682250048594227,4.430605206830332,0.014689568984741164,,,,,,mgv,squared_error,12.0,log2,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),6.177022996203728,3.426495213288323,4.227733523130021,-0.05988785878021541,,,,,,mgv,squared_error,12.0,sqrt,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),5.852989202418991,3.064224654761903,3.812051173561896,0.04839453652694192,,,,,,mgv,absolute_error,4.0,log2,200.0,,,,,,,,,,
