Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),12.016855686111226,9.16712037669033,4.948951077333962,0.11940843207355956,tanh,0.0001,"(50,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),13.792148546837936,11.049274549161836,6.081374021112732,-0.15999651202273357,tanh,0.0001,"(50, 50)",constant,sgd,vo2max_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),12.016855686110965,9.16712037669033,4.948951077333976,0.11940843207359764,tanh,0.0001,"(50,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),12.80617238104908,10.610321815507943,5.844342352592294,-7.257606015431683e-05,tanh,0.001,"(100,)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),13.335539318146775,11.253741978186111,6.14029014448702,-0.007934655823576442,tanh,0.0001,"(50,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),24.351519790973658,18.7498337929711,10.44831292436212,-2.360960058042535,tanh,0.001,"(50,)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),13.335539318146406,11.253741978185221,6.140290144486637,-0.007934655823520709,tanh,0.0001,"(50,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),13.458197274798922,11.124791957174361,6.309943771033198,-0.02656154018924406,tanh,0.0001,"(100,)",constant,sgd,vo2max_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),184.06403556898974,183.67538343573196,99.77749097956887,-232.1799359466787,tanh,0.0001,"(100,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),23.86869082475638,18.114928887374962,9.856983745272254,-2.921123286682795,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),184.06403556898974,183.67538343573196,99.77749097956887,-232.1799359466787,tanh,0.0001,"(100,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),12.085729944152003,10.022586068142983,5.546516045531446,-0.005307843182215999,relu,0.0001,"(50,)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),16.56480897182474,14.420987981349707,7.5706715762843295,-1.8416395127071699,tanh,0.001,"(50, 50)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),40.66269710444358,34.64282411398343,18.454690120502285,-16.12334007873323,tanh,0.0001,"(50,)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),16.564808971824096,14.420987981343684,7.57067157628083,-1.8416395127069496,tanh,0.001,"(50, 50)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),10.528861574336323,8.194035839425256,4.3665454078481565,-0.1480451046802358,tanh,0.0001,"(50,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),39.819717698564986,33.723638288508184,18.09635295722261,-11.78317879876772,relu,0.0001,"(100,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),16.43503646570569,13.31330002575249,7.1213951440959695,-1.1776288116953944,tanh,0.001,"(50,)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),41.51389854152415,37.036633026712735,19.782787299546694,-12.894072127693553,tanh,0.0001,"(50, 50)",adaptive,sgd,vo2max_bpm,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),11.22657526403434,9.14281700283257,4.966469095756781,-0.016101504520278143,relu,0.001,"(50,)",constant,adam,vo2max_bpm,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),12.469497071635837,10.005622020820105,5.517368873770058,0.051820183512356066,,,,,,vo2max_bpm,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),11.268742601365942,9.327773065451836,5.09807989279124,0.22563850582749523,,,,,,vo2max_bpm,squared_error,4.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),12.469497071635837,10.005622020820105,5.517368873770058,0.051820183512356066,,,,,,vo2max_bpm,squared_error,12.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),11.268742601365942,9.327773065451836,5.09807989279124,0.22563850582749523,,,,,,vo2max_bpm,squared_error,4.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),12.668556072312148,10.309939024390243,5.8543825371737155,0.09036859610489278,,,,,,vo2max_bpm,absolute_error,12.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),13.2847692453591,11.170731707317074,6.282676426488922,-0.0002745974240532245,,,,,,vo2max_bpm,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),12.668556072312148,10.309939024390243,5.8543825371737155,0.09036859610489278,,,,,,vo2max_bpm,absolute_error,12.0,sqrt,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),13.2847692453591,11.170731707317074,6.282676426488922,-0.0002745974240532245,,,,,,vo2max_bpm,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),12.916279434055483,10.133953488372091,5.581597368966375,-0.14822808061105963,,,,,,vo2max_bpm,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),11.816178288824585,9.695421475264407,5.346810658299854,0.03903544327807307,,,,,,vo2max_bpm,squared_error,4.0,log2,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),12.916279434055483,10.133953488372091,5.581597368966375,-0.14822808061105963,,,,,,vo2max_bpm,absolute_error,12.0,sqrt,100.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),11.816178288824585,9.695421475264407,5.346810658299854,0.03903544327807307,,,,,,vo2max_bpm,squared_error,4.0,log2,100.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),9.780772674107302,8.03038461538462,4.297290919682524,0.009299346701163946,,,,,,vo2max_bpm,absolute_error,8.0,sqrt,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),9.898387203518016,8.288205128205126,4.456742975304786,-0.01467041124804247,,,,,,vo2max_bpm,absolute_error,4.0,sqrt,100.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),9.780772674107302,8.03038461538462,4.297290919682524,0.009299346701163946,,,,,,vo2max_bpm,absolute_error,8.0,sqrt,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),9.898387203518016,8.288205128205126,4.456742975304786,-0.01467041124804247,,,,,,vo2max_bpm,absolute_error,4.0,sqrt,100.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),10.658705886936298,9.309342105263156,5.003085986866551,0.08409281259770418,,,,,,vo2max_bpm,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),11.382984683590037,9.653943168207283,5.216213435695365,-0.044611524649854184,,,,,,vo2max_bpm,squared_error,4.0,sqrt,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),10.658705886936298,9.309342105263156,5.003085986866551,0.08409281259770418,,,,,,vo2max_bpm,absolute_error,8.0,sqrt,100.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),11.382984683590037,9.653943168207283,5.216213435695365,-0.044611524649854184,,,,,,vo2max_bpm,squared_error,4.0,sqrt,200.0,,,,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),16.123702983110803,12.769047619047623,7.004031778919324,-0.5853399725910067,,,,,,vo2max_bpm,squared_error,,,,4.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),14.889505311495498,11.552631578947368,6.360322260002086,-0.35192739742225365,,,,,,vo2max_bpm,absolute_error,10.0,,,2.0,2.0,best,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),16.123702983110803,12.769047619047623,7.004031778919324,-0.5853399725910067,,,,,,vo2max_bpm,squared_error,,,,4.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),14.889505311495498,11.552631578947368,6.360322260002086,-0.35192739742225365,,,,,,vo2max_bpm,absolute_error,10.0,,,2.0,2.0,best,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),14.544539021087147,11.091947348044908,6.346208283507522,-0.19897777194002697,,,,,,vo2max_bpm,squared_error,,,,2.0,10.0,random,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),16.656813225778997,12.623306233062333,7.14119402005859,-0.5725158856181769,,,,,,vo2max_bpm,squared_error,,,,4.0,10.0,best,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),14.544539021087147,11.091947348044908,6.346208283507522,-0.19897777194002697,,,,,,vo2max_bpm,squared_error,,,,2.0,10.0,random,,,,,,,
PLASMA,0.8,Decision Tree Regressor (GridSearchCV),16.656813225778997,12.623306233062333,7.14119402005859,-0.5725158856181769,,,,,,vo2max_bpm,squared_error,,,,4.0,10.0,best,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),13.93089255725779,11.232558139534884,6.221737618512414,-0.3357069473809595,,,,,,vo2max_bpm,absolute_error,10.0,,,2.0,10.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),14.376984190664071,11.55813953488372,6.344055348322314,-0.42261993389118846,,,,,,vo2max_bpm,absolute_error,10.0,,,1.0,5.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),13.93089255725779,11.232558139534884,6.221737618512414,-0.3357069473809595,,,,,,vo2max_bpm,absolute_error,10.0,,,2.0,10.0,random,,,,,,,
SALIVA,0.8,Decision Tree Regressor (GridSearchCV),14.376984190664071,11.55813953488372,6.344055348322314,-0.42261993389118846,,,,,,vo2max_bpm,absolute_error,10.0,,,1.0,5.0,random,,,,,,,
