Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight,fit_kwargs,model_kwargs
URINE,0.8,XGBoost Regressor (BayesSearchCV),9.99425186857124,7.76749754685622,19.388459835894963,-0.0721933841134261,,,,0.01,,vo2max_relative,,15.0,,500.0,,,,0.5,0.815400580720721,,,,0.0,10.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.62715067443222,8.195131389911356,20.67807715322909,-0.2122891530669355,,,,0.01,,vo2max_relative,,14.0,,225.0,,,,1.0,0.9714329652697756,,,,3.425826538469373,7.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.026213128254115,7.798566084641678,19.66801476194828,-0.0790620215244319,,,,0.01,,vo2max_relative,,15.0,,500.0,,,,0.5,0.5,,,,0.0,3.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.959340451828876,8.459671705197065,21.24799861217378,-0.2892625867585259,,,,0.042843170450276344,,vo2max_relative,,14.0,,92.0,,,,0.778951805023768,1.0,,,,0.3940201664503693,8.0,,
CAPILAR,0.8,FCNN Regressor (GridSearchCV),15.951632739604838,14.142327362451798,27.643385312575763,-2.224042638178997,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'division_per_dim': False, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),15.824465320501623,13.880560253828,26.873438259996885,-2.172842997072334,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,MLP Regressor (BayesSearchCV),7.761458624805028,6.608996933044788,14.959636277358074,0.2367317701403932,logistic,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.0001,3000.0,,,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),7.997473609916884,6.337537216627982,14.5784330822925,0.189606173836429,logistic,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.0001469177587594,500.0,,,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),7.759765676193626,6.604928645461027,14.947542656527304,0.2370647057459898,logistic,0.0327351761344224,,,sgd,vo2max_relative,,,,,,,,,,0.0001,2755.0,,,,,
CAPILAR,0.8,MLP Regressor (BayesSearchCV),7.311214382257163,5.794926216464848,13.46383067351264,0.3227180060565052,logistic,0.0008988932134005,,,sgd,vo2max_relative,,,,,,,,,,0.0091554027141104,1876.0,,,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),8.11258843037107,6.63708903501865,15.635903773378836,0.2440716103006542,logistic,1e-06,,,sgd,vo2max_relative,,,,,,,,,,0.0048790353042361,1411.0,,,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),8.123511522304364,6.417830968859629,14.63383475152195,0.2420346194724343,logistic,0.0010650988406784,,,sgd,vo2max_relative,,,,,,,,,,0.005924384289725,3000.0,,,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),8.751487845000264,6.668297062123705,15.357286808957408,0.1203183023700722,logistic,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.0001,3000.0,,,,,
PLASMA,0.8,MLP Regressor (BayesSearchCV),9.369023897125343,7.776123040011509,18.098424161264187,-0.0082087489121274,relu,0.0041552208061653,,,sgd,vo2max_relative,,,,,,,,,,0.000279061367845,756.0,,,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),7.445856134024503,5.743942944259081,13.567341803656156,0.2600152780371741,logistic,1.029782601608295e-06,,,sgd,vo2max_relative,,,,,,,,,,0.0001028456663868,500.0,,,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),8.411445767046875,6.7879277075301765,15.99630923544391,0.055646117614438,logistic,1e-06,,,sgd,vo2max_relative,,,,,,,,,,0.0006255531676799,2884.0,,,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),7.4476715687703985,5.74634638615331,13.563648139522677,0.259654390659442,logistic,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.0001,500.0,,,,,
SALIVA,0.8,MLP Regressor (BayesSearchCV),8.728578181790748,7.175536109869903,16.26036662171561,-0.0169052378380891,relu,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.0045739817227974,500.0,,,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),7.2794265749783875,5.559268579171735,14.184142023343394,0.3988393718648778,logistic,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.01,3000.0,,,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),7.626633841343037,6.06913634170896,15.51583816063984,0.3401245331010619,logistic,0.0006037715657138,,,sgd,vo2max_relative,,,,,,,,,,0.0002162120190927,3000.0,,,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),7.415972580353032,5.425984306841091,14.143161384745753,0.3760749525693996,logistic,1.7628791540439465e-06,,,sgd,vo2max_relative,,,,,,,,,,0.0001774110802655,500.0,,,,,
SERUM,0.8,MLP Regressor (BayesSearchCV),12.523280645577383,9.613004117040289,26.063497687555547,-0.779231325757918,logistic,0.0501462597456281,,,sgd,vo2max_relative,,,,,,,,,,0.0018964155320928,1301.0,,,,,
URINE,0.8,MLP Regressor (BayesSearchCV),11.688096559136298,9.126690007599006,23.84588106400081,-0.4664259069839818,logistic,0.002492122364109,,,sgd,vo2max_relative,,,,,,,,,,0.0026481686076105,2957.0,,,,,
URINE,0.8,MLP Regressor (BayesSearchCV),11.626358576836305,9.340616009396143,24.519157580412184,-0.4509751327998192,logistic,1.098203602128157e-06,,,sgd,vo2max_relative,,,,,,,,,,0.0003119645020687,1621.0,,,,,
URINE,0.8,MLP Regressor (BayesSearchCV),10.112107517807605,7.67477768951097,19.973872995374865,-0.0976298276167679,logistic,0.1,,,sgd,vo2max_relative,,,,,,,,,,0.0002191884272921,1877.0,,,,,
URINE,0.8,MLP Regressor (BayesSearchCV),10.327761799619545,8.40500224039504,21.53441562520247,-0.1449459060797495,tanh,0.0006083331214316,,,adam,vo2max_relative,,,,,,,,,,0.0068395593881076,1880.0,,,,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),8.204383515937087,6.639310460967892,15.378684404736036,0.1471308621966561,,,,,,vo2max_relative,,7.0,,163.0,1.0,7.0,,,,,,True,,,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),7.640021846188613,6.007672699223349,13.861131919659256,0.2604293065933595,,,,,,vo2max_relative,,3.0,,300.0,4.0,2.0,,,,,,True,,,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),8.221193651609886,6.7106253413289325,15.521579452442454,0.1436323583971153,,,,,,vo2max_relative,,7.0,,167.0,1.0,2.0,,,,,,True,,,,
CAPILAR,0.8,Random Forest Regressor (BayesSearchCV),7.620071582521357,5.9010633088725175,13.585136868868256,0.2642867212365812,,,,,,vo2max_relative,,15.0,,300.0,1.0,14.0,,,,,,True,,,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),8.676181471637069,6.707924069796702,15.808153580165277,0.1353924516693038,,,,,,vo2max_relative,,13.0,,272.0,1.0,3.0,,,,,,True,,,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),7.927056577478165,6.208733831089262,13.897537419885287,0.2782518420067703,,,,,,vo2max_relative,,3.0,,295.0,10.0,19.0,,,,,,True,,,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),8.492777646877006,6.6441339725706685,15.634864508803387,0.1715595880044211,,,,,,vo2max_relative,,12.0,,112.0,4.0,6.0,,,,,,True,,,,
PLASMA,0.8,Random Forest Regressor (BayesSearchCV),7.887206196114437,6.165020832653519,13.733148902744746,0.2854902523781898,,,,,,vo2max_relative,,3.0,,160.0,8.0,20.0,,,,,,True,,,,
SALIVA,0.8,Random Forest Regressor (BayesSearchCV),7.622646483627739,5.921878834594332,14.07670451437744,0.2244585226238822,,,,,,vo2max_relative,,3.0,,50.0,4.0,2.0,,,,,,True,,,,
SALIVA,0.8,Random Forest Regressor (BayesSearchCV),8.206273524179386,6.403444485791282,15.01017929109621,0.1011536719570999,,,,,,vo2max_relative,,3.0,,57.0,5.0,2.0,,,,,,True,,,,
SALIVA,0.8,Random Forest Regressor (BayesSearchCV),7.613239422818527,5.958748561949144,14.161130969455346,0.2263715233506241,,,,,,vo2max_relative,,3.0,,50.0,3.0,9.0,,,,,,True,,,,
SALIVA,0.8,Random Forest Regressor (BayesSearchCV),8.085436007243315,6.363820328383708,14.843097955502182,0.1274298334656587,,,,,,vo2max_relative,,3.0,,140.0,9.0,11.0,,,,,,True,,,,
SERUM,0.8,Random Forest Regressor (BayesSearchCV),7.838986042689303,6.001994521589038,15.2674876401504,0.3028664686862767,,,,,,vo2max_relative,,15.0,,286.0,3.0,2.0,,,,,,True,,,,
SERUM,0.8,Random Forest Regressor (BayesSearchCV),7.1182473461675695,5.58515903443575,13.738760245193337,0.4251661429279947,,,,,,vo2max_relative,,15.0,,64.0,9.0,20.0,,,,,,True,,,,
SERUM,0.8,Random Forest Regressor (BayesSearchCV),6.990221789429278,5.405004509221994,13.410706653043084,0.4456575959833584,,,,,,vo2max_relative,,3.0,,300.0,10.0,20.0,,,,,,True,,,,
URINE,0.8,Random Forest Regressor (BayesSearchCV),9.661333838428243,7.474235630483051,18.98349931177265,-0.0019515490493127,,,,,,vo2max_relative,,15.0,,299.0,4.0,6.0,,,,,,True,,,,
URINE,0.8,Random Forest Regressor (BayesSearchCV),10.191542668552676,7.956550319853929,20.116802586075057,-0.1149423117896888,,,,,,vo2max_relative,,7.0,,300.0,5.0,2.0,,,,,,True,,,,
URINE,0.8,Random Forest Regressor (BayesSearchCV),9.675789048435036,7.4930896862088385,19.05977995405188,-0.0049520157113389,,,,,,vo2max_relative,,10.0,,300.0,4.0,9.0,,,,,,True,,,,
URINE,0.8,Random Forest Regressor (BayesSearchCV),10.195187388913258,7.956483984537699,20.117862368635187,-0.1157399102893035,,,,,,vo2max_relative,,15.0,,300.0,5.0,2.0,,,,,,True,,,,
CAPILAR,0.8,Decision Tree Regressor (BayesSearchCV),9.196654506181794,7.969168971007205,17.69717937107457,-0.0716432565067934,,,,,,vo2max_relative,squared_error,68.0,,,2.0,23.0,,,,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (BayesSearchCV),7.905557673637404,6.467330789200704,14.937767341187543,0.2081270369148939,,,,,,vo2max_relative,squared_error,49.0,sqrt,,7.0,50.0,,,,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (BayesSearchCV),8.586074022417748,6.968553391053391,15.544472324705488,0.065929300580802,,,,,,vo2max_relative,squared_error,100.0,,,7.0,13.0,,,,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (BayesSearchCV),9.663240369933732,7.841370210985594,17.879209538743954,-0.1831397827559948,,,,,,vo2max_relative,squared_error,3.0,,,11.0,41.0,,,,,,,,,,
PLASMA,0.8,Decision Tree Regressor (BayesSearchCV),7.51645417290183,5.991666666666666,13.716244885654843,0.3510850252336295,,,,,,vo2max_relative,absolute_error,100.0,,,9.0,50.0,,,,,,,,,,
PLASMA,0.8,Decision Tree Regressor (BayesSearchCV),7.953536949056063,6.482142857142857,15.282078988014636,0.2734217814783569,,,,,,vo2max_relative,absolute_error,70.0,,,11.0,36.0,,,,,,,,,,
SALIVA,0.8,Decision Tree Regressor (BayesSearchCV),7.084909628530519,5.49888888888889,12.602588688154254,0.3300195938386481,,,,,,vo2max_relative,absolute_error,100.0,sqrt,,17.0,5.0,,,,,,,,,,
SERUM,0.8,Decision Tree Regressor (BayesSearchCV),7.928560841229622,6.119124229889104,15.22858474908267,0.286843382783628,,,,,,vo2max_relative,squared_error,15.0,,,1.0,48.0,,,,,,,,,,
SERUM,0.8,Decision Tree Regressor (BayesSearchCV),8.73391378478171,7.047499999999999,18.091196756350264,0.1346057783659104,,,,,,vo2max_relative,absolute_error,1.0,sqrt,,6.0,36.0,,,,,,,,,,
SERUM,0.8,Decision Tree Regressor (BayesSearchCV),8.889832974062797,6.799053104575163,17.31597718990196,0.1034316728132366,,,,,,vo2max_relative,squared_error,65.0,sqrt,,7.0,18.0,,,,,,,,,,
SERUM,0.8,Decision Tree Regressor (BayesSearchCV),8.33626787108102,6.649030725372192,16.87634825159095,0.2116128939593335,,,,,,vo2max_relative,squared_error,1.0,sqrt,,15.0,2.0,,,,,,,,,,
URINE,0.8,Decision Tree Regressor (BayesSearchCV),11.155531375705078,9.092861188423628,22.707608416257266,-0.3358357656391251,,,,,,vo2max_relative,squared_error,36.0,sqrt,,19.0,31.0,,,,,,,,,,
URINE,0.8,Decision Tree Regressor (BayesSearchCV),10.606974348365933,8.545964269648485,21.84303314540044,-0.2076903056458596,,,,,,vo2max_relative,squared_error,1.0,sqrt,,1.0,31.0,,,,,,,,,,
CAPILAR,0.8,XGBoost Regressor (BayesSearchCV),8.26101775873597,6.7105105864696,15.583783782854615,0.1353156395460596,,,,0.01,,vo2max_relative,,15.0,,431.0,,,,0.5048005300151489,0.5,,,,5.0,6.0,,
CAPILAR,0.8,XGBoost Regressor (BayesSearchCV),7.673722597198677,5.932590171618339,13.533860117882204,0.2538903046444297,,,,0.02684535320349334,,vo2max_relative,,14.0,,210.0,,,,0.6211588238896507,0.5139385345230898,,,,5.0,7.0,,
CAPILAR,0.8,XGBoost Regressor (BayesSearchCV),8.442642641910965,6.823156229654948,15.832862288760818,0.0968761605884327,,,,0.011990287646110227,,vo2max_relative,,10.0,,349.0,,,,0.7957568259299561,0.5910193930059898,,,,4.282728384890705,7.0,,
CAPILAR,0.8,XGBoost Regressor (BayesSearchCV),7.455429348319316,5.8018750508626304,13.283745500043064,0.2957354789846643,,,,0.060768180747305604,,vo2max_relative,,1.0,,283.0,,,,0.6619963438859999,0.5,,,,1.7258865391135916,10.0,,
PLASMA,0.8,XGBoost Regressor (BayesSearchCV),8.873692808706277,6.878826995123001,16.483422135756257,0.0955791855201416,,,,0.01,,vo2max_relative,,4.0,,500.0,,,,0.6976769620378098,0.8713401931358331,,,,0.0,6.0,,
PLASMA,0.8,XGBoost Regressor (BayesSearchCV),8.276359325948233,6.558113788423085,14.937193001467866,0.2132433112516246,,,,0.010159316653674623,,vo2max_relative,,1.0,,461.0,,,,0.8345673460588553,0.5300707836271836,,,,4.658369648958754,2.0,,
PLASMA,0.8,XGBoost Regressor (BayesSearchCV),8.788832313999608,6.814725040254139,16.294118837518266,0.1127947045286341,,,,0.014826728040296406,,vo2max_relative,,14.0,,295.0,,,,0.8674004557137749,0.5,,,,2.175390987218304,4.0,,
PLASMA,0.8,XGBoost Regressor (BayesSearchCV),8.639090877421381,6.74995403289795,15.156211273656318,0.1427690287752112,,,,0.19439532425824912,,vo2max_relative,,12.0,,500.0,,,,0.5,0.6988513556466139,,,,5.0,1.0,,
SALIVA,0.8,XGBoost Regressor (BayesSearchCV),8.11037202954215,6.300264875623916,14.961513863050913,0.1220394052112954,,,,0.01377354978845902,,vo2max_relative,,2.0,,345.0,,,,1.0,0.5,,,,0.2495811223400362,3.0,,
SALIVA,0.8,XGBoost Regressor (BayesSearchCV),8.308969986750087,6.61813722398546,15.487073226894315,0.078515886601291,,,,0.01237306914550784,,vo2max_relative,,1.0,,50.0,,,,0.8662902055112618,0.6520833646243247,,,,0.0,10.0,,
SALIVA,0.8,XGBoost Regressor (BayesSearchCV),7.87008341623458,6.108046417236329,14.513077256832688,0.1732919950502049,,,,0.013107185870718848,,vo2max_relative,,2.0,,376.0,,,,0.532186204236345,0.7028815610082823,,,,1.0787326993910509,8.0,,
SALIVA,0.8,XGBoost Regressor (BayesSearchCV),8.108824403184526,6.388013000488282,14.928015076751338,0.122374439242597,,,,0.024462587604820018,,vo2max_relative,,1.0,,50.0,,,,1.0,0.5,,,,0.0,8.0,,
SERUM,0.8,XGBoost Regressor (BayesSearchCV),8.081021968922887,5.742114200592041,14.898775271485793,0.2591525936439651,,,,0.017017146873420652,,vo2max_relative,,10.0,,242.0,,,,0.8869561853011423,0.5,,,,5.0,3.0,,
SERUM,0.8,XGBoost Regressor (BayesSearchCV),7.1151301901038,5.440898494720459,13.895382658084834,0.4256694843888168,,,,0.010588653740434086,,vo2max_relative,,10.0,,217.0,,,,0.5012641864595389,0.6083571987375309,,,,1.135430415616969,10.0,,
SERUM,0.8,XGBoost Regressor (BayesSearchCV),8.069400071429593,5.802798633575439,14.934953540234307,0.2612819929404204,,,,0.017924725531948536,,vo2max_relative,,3.0,,423.0,,,,0.6688033944654395,0.510537330244315,,,,4.994988837120448,4.0,,
SERUM,0.8,XGBoost Regressor (BayesSearchCV),7.435993365817498,5.740773029327393,14.72396671949659,0.3727016037880589,,,,0.016353917636313182,,vo2max_relative,,1.0,,211.0,,,,0.8063648230376659,0.5,,,,5.0,2.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.131938055441276,7.911520444429839,19.739657159985203,-0.1019391038887842,,,,0.023849174190408357,,vo2max_relative,,15.0,,196.0,,,,0.6554611323929936,0.5481332713971133,,,,3.817397797428585,7.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.179173982415977,7.631681275979067,19.236883716716704,-0.1122377156730347,,,,0.028447243933020987,,vo2max_relative,,5.0,,312.0,,,,0.8395907826594031,0.9704549729373068,,,,0.7525818368310434,9.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.224116289752043,7.92782483223157,19.524013009480424,-0.1220807299839976,,,,0.02127655434839958,,vo2max_relative,,10.0,,369.0,,,,0.9054936146334462,0.5742650927195045,,,,3.950779790335363,6.0,,
URINE,0.8,XGBoost Regressor (BayesSearchCV),10.445242916434902,8.100054755577677,20.453413695714943,-0.1711422045005619,,,,0.015545658563763276,,vo2max_relative,,7.0,,124.0,,,,0.753872879028078,0.96745063966235,,,,5.0,9.0,,
CAPILAR,0.8,FCNN Regressor (GridSearchCV),17.366298858032824,15.677201403104345,30.832241713001007,-2.8212463204704834,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,FCNN Regressor (GridSearchCV),16.389225385338246,14.458438325539614,28.222491542455657,-2.403355749485545,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,FCNN Regressor (GridSearchCV),16.329158858659532,14.439289992894883,28.09167152848321,-2.3784548600096582,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,FCNN Regressor (GridSearchCV),16.050434174437594,14.273306029882187,27.797330520272418,-2.2641045594370968,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),16.83258811266088,15.003494937603293,29.28174298294373,-2.589982119232416,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),18.15053343047568,16.421192990816557,32.17977909768751,-3.1741617944579588,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),17.413361598537847,15.62199224814391,30.566020535288747,-2.841985570295996,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),16.40937533010408,14.663088813194864,28.54490873168656,-2.411729493266704,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),16.984355800978527,15.208823600182168,29.66901212214969,-2.655010683982012,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 32, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
CAPILAR,0.8,CNN Regressor (GridSearchCV),19.08082772046911,17.581659307235327,34.813944909126285,-3.6130154919132336,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': None, 'kernel_size': 3, 'pool_size': 3, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'sklearn_wrapper': True, 'activation_end': 'relu', 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),15.98859870797306,13.6901930127825,26.897957546991098,-1.936179305070964,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),15.858427056763396,13.967363266717816,27.980345285381205,-1.8885639462436896,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),16.31654394820481,14.142531086149669,27.844659435835243,-2.057863665434167,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
PLASMA,0.8,FCNN Regressor (GridSearchCV),17.04874067749646,14.990123103913804,29.63768687663616,-2.338461546397828,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),15.704923797740191,14.049879947238496,27.698874923950136,-2.2920402676748477,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),14.357197169611888,13.017111121283632,25.973064811569905,-1.7512673931711706,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),16.93726126281647,15.38384276496039,30.44271616189978,-2.828951322931332,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 8, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SALIVA,0.8,FCNN Regressor (GridSearchCV),16.603430142374183,14.928621080186629,29.33225573935384,-2.679502567478464,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': False, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SERUM,0.8,FCNN Regressor (GridSearchCV),15.423828164835236,13.71748673439026,28.39244869061874,-1.6988611781697696,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 64, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
SERUM,0.8,FCNN Regressor (GridSearchCV),15.19327921340773,13.710669441223146,28.59127924036525,-1.6187812825157102,,,,,,vo2max_relative,,,,,,,,,,,,,,,"{'epochs': 300, 'verbose': 0}","{'filters': 16, 'num_sequences': 1, 'interpretation_filters': 16, 'double_interpretation': True, 'activation_end': 'relu', 'division_per_dim': True, 'compile_kwargs': {'optimizer': 'adam', 'loss': 'mse', 'metrics': ['mae', 'mape']}}"
