Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),50.55649029211027,35.22353919565961,15.700375492493176,-0.1311556429173557,tanh,0.0001,"(100,)",constant,adam,platetes,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),50.35174912520234,38.78455774108555,18.998714678342505,-0.1220123983706356,tanh,0.0001,"(50,)",constant,sgd,platetes,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),50.556490292110176,35.223539195659576,15.700375492493162,-0.1311556429173517,tanh,0.0001,"(100,)",constant,adam,platetes,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),47.5292564171568,35.377351608662885,16.394897482988004,0.0002519347410352424,tanh,0.0001,"(100,)",adaptive,sgd,platetes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),229.15417004185727,223.5339450098408,100.13181212275613,-19.29941184808924,tanh,0.001,"(50,)",constant,adam,platetes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),73.50764197645451,59.479428720279095,29.375571349123565,-1.0887809992580153,tanh,0.0001,"(50,)",adaptive,sgd,platetes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),229.15417004185727,223.5339450098408,100.13181212275613,-19.29941184808924,tanh,0.001,"(50,)",constant,adam,platetes,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),50.89610291261609,41.58056656661295,19.57427872240626,-0.0013755545623435061,tanh,0.001,"(50,)",constant,sgd,platetes,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),74.93237679320008,53.78587479678492,19.683602539628968,-0.2720037875815937,tanh,0.001,"(50,)",constant,adam,platetes,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),76.02206398298092,58.86051516181175,23.916590895898576,-0.30926844448013946,tanh,0.001,"(50,)",adaptive,sgd,platetes,,,,,,,,,,,,,,
