mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.07664642333984376,0.033312325227922525,0.0004199504852294922,3.667389272223952e-05,relu,0.0001,"(50,)",constant,adam,-1982.1219383830344,-2953.2511016525764,-1556.8088614814628,-2370.3803876345137,-3518.0894443002344,-2476.130346690364,694.7952691826624,7,relu,0.0001,"(50,)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28536033630371094,0.022312261561153898,0.00046105384826660155,4.858275692314128e-05,relu,0.0001,"(50,)",constant,sgd,-2042036570.5127811,-1945716750.7487228,-1817994497.824515,-1661991476.4584398,-2227426267.415158,-1939033112.5919235,192472028.89141765,43,relu,0.0001,"(50,)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07836575508117676,0.03967799254249225,0.00045623779296875,7.415095321025053e-05,relu,0.0001,"(50,)",adaptive,adam,-1982.1219383830344,-2953.2511016525764,-1556.8088614814628,-2370.3803876345137,-3518.0894443002344,-2476.130346690364,694.7952691826624,7,relu,0.0001,"(50,)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27996225357055665,0.009330228797738076,0.0005085945129394531,3.383743452167964e-05,relu,0.0001,"(50,)",adaptive,sgd,-2042036570.5127811,-1945716750.7487228,-1817994497.824515,-1661991476.4584398,-2227426267.415158,-1939033112.5919235,192472028.89141765,43,relu,0.0001,"(50,)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07113685607910156,0.07414271650018465,0.0004474639892578125,3.687878434290792e-05,relu,0.0001,"(100,)",constant,adam,-3033.5664355495683,-2961.285568557514,-1906.354803470043,-2759.077653129945,-2894.1250408430883,-2710.8819003100316,412.30863077229594,13,relu,0.0001,"(100,)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3552677631378174,0.016809788367160933,0.00047702789306640624,3.880481926175364e-05,relu,0.0001,"(100,)",constant,sgd,-1722645728.009801,-2192406249.8004317,-2262253036.6324186,-1767619661.8550782,-2909290783.4077525,-2170843091.9410963,428391352.0142691,47,relu,0.0001,"(100,)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06870293617248535,0.07169745728588843,0.00037059783935546877,2.884671701320833e-05,relu,0.0001,"(100,)",adaptive,adam,-3033.5664355495683,-2961.285568557514,-1906.354803470043,-2759.077653129945,-2894.1250408430883,-2710.8819003100316,412.30863077229594,13,relu,0.0001,"(100,)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3482537746429443,0.014857524006360333,0.0004669189453125,2.756869401979488e-05,relu,0.0001,"(100,)",adaptive,sgd,-1722645728.009801,-2192406249.8004317,-2262253036.6324186,-1767619661.8550782,-2909290783.4077525,-2170843091.9410963,428391352.0142691,47,relu,0.0001,"(100,)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02470059394836426,0.005155758935607058,0.0003955841064453125,1.7388806990458768e-05,relu,0.0001,"(50, 50)",constant,adam,-2693.8612710306857,-3282.391713428774,-1781.6541765868035,-2463.66761060318,-4383.934846343264,-2921.1019235985414,875.1726806929671,21,relu,0.0001,"(50, 50)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.00561370849609375,0.0001768647193209079,0.00036468505859375,1.0764909076550422e-05,relu,0.0001,"(50, 50)",constant,sgd,-68795839.82836376,-93815396.31509374,-73629929.9822406,-79556404.42542745,-56246741.44005481,-74408862.39823607,12370013.285086157,39,relu,0.0001,"(50, 50)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.024015188217163086,0.0047035423145516606,0.00039958953857421875,2.2183948772239163e-05,relu,0.0001,"(50, 50)",adaptive,adam,-2693.8612710306857,-3282.391713428774,-1781.6541765868035,-2463.66761060318,-4383.934846343264,-2921.1019235985414,875.1726806929671,21,relu,0.0001,"(50, 50)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.030931806564331053,0.00017422735831260406,0.0003641605377197266,1.3714022363246454e-05,relu,0.0001,"(50, 50)",adaptive,sgd,-68795839.82836376,-93815396.31509374,-73629929.9822406,-79556404.42542745,-56246741.44005481,-74408862.39823607,12370013.285086157,39,relu,0.0001,"(50, 50)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06985220909118653,0.024003611988978203,0.00041708946228027346,2.334973750170028e-05,relu,0.001,"(50,)",constant,adam,-1982.1215994603613,-2953.25037704604,-1556.791475565341,-2370.380172426086,-3518.090063781193,-2476.126737655804,694.8000110822667,5,relu,0.001,"(50,)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.28867545127868655,0.02026147997550937,0.0005383968353271484,5.0661429174300605e-05,relu,0.001,"(50,)",constant,sgd,-2042036568.277482,-1945716747.3373547,-1817994495.0105925,-1661991473.1979039,-2227426261.763706,-1939033109.117408,192472028.22743928,41,relu,0.001,"(50,)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09995765686035156,0.07246780176667741,0.000514078140258789,0.0001550584259085525,relu,0.001,"(50,)",adaptive,adam,-1982.1215994603613,-2953.25037704604,-1556.791475565341,-2370.380172426086,-3518.090063781193,-2476.126737655804,694.8000110822667,5,relu,0.001,"(50,)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3311887741088867,0.04504460585654693,0.0007859230041503906,0.0003446732754066135,relu,0.001,"(50,)",adaptive,sgd,-2042036568.277482,-1945716747.3373547,-1817994495.0105925,-1661991473.1979039,-2227426261.763706,-1939033109.117408,192472028.22743928,41,relu,0.001,"(50,)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06743097305297852,0.07230184217215613,0.0003917694091796875,2.5180162607109397e-05,relu,0.001,"(100,)",constant,adam,-3048.2664469212878,-2961.2859416310926,-1906.3545144875666,-2759.0772758800003,-2894.1250819167403,-2713.821852167337,414.64502215446777,15,relu,0.001,"(100,)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3379802227020264,0.004630567218036637,0.0004403114318847656,4.089734207592196e-05,relu,0.001,"(100,)",constant,sgd,-1722645723.556587,-2192406247.640455,-2262253034.6570506,-1767619659.8344743,-2909290781.7106323,-2170843089.47984,428391352.6353343,45,relu,0.001,"(100,)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06678905487060546,0.0721538436294506,0.0003602027893066406,1.7967588578919506e-05,relu,0.001,"(100,)",adaptive,adam,-3048.2664469212878,-2961.2859416310926,-1906.3545144875666,-2759.0772758800003,-2894.1250819167403,-2713.821852167337,414.64502215446777,15,relu,0.001,"(100,)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3539119243621826,0.014944575777338593,0.0005887031555175781,0.0001383456876302772,relu,0.001,"(100,)",adaptive,sgd,-1722645723.556587,-2192406247.640455,-2262253034.6570506,-1767619659.8344743,-2909290781.7106323,-2170843089.47984,428391352.6353343,45,relu,0.001,"(100,)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0237119197845459,0.004827400613544429,0.0003823280334472656,3.467317715409235e-05,relu,0.001,"(50, 50)",constant,adam,-2690.9637506507797,-3264.327804965005,-1770.8278726648473,-2462.6822827726637,-4329.72574308117,-2903.7054908268933,858.6913798428155,17,relu,0.001,"(50, 50)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.005419683456420898,2.704906851978918e-05,0.0003678321838378906,2.3750320187033013e-05,relu,0.001,"(50, 50)",constant,sgd,-68795839.19182798,-93815395.53582458,-73629929.33795477,-79556403.69759499,-56246740.95245557,-74408861.74313158,12370013.189065557,37,relu,0.001,"(50, 50)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.023325061798095702,0.004602361746515564,0.00035839080810546876,4.166258079300457e-06,relu,0.001,"(50, 50)",adaptive,adam,-2690.9637506507797,-3264.327804965005,-1770.8278726648473,-2462.6822827726637,-4329.72574308117,-2903.7054908268933,858.6913798428155,17,relu,0.001,"(50, 50)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.031171417236328124,0.00029210071317114665,0.00037364959716796876,8.612687610531339e-06,relu,0.001,"(50, 50)",adaptive,sgd,-68795839.19182798,-93815395.53582458,-73629929.33795477,-79556403.69759499,-56246740.95245557,-74408861.74313158,12370013.189065557,37,relu,0.001,"(50, 50)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2229069232940674,0.0378486307577099,0.00040354728698730467,2.7696646209665145e-05,tanh,0.0001,"(50,)",constant,adam,-2821.099508405741,-2370.180819737635,-3202.682680890347,-2236.1966346684007,-2195.8375663227507,-2565.199442004975,388.4772913099529,9,tanh,0.0001,"(50,)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015977764129638673,0.002699961089096298,0.00037479400634765625,6.24456446347656e-06,tanh,0.0001,"(50,)",constant,sgd,-2244.469401439887,-2791.367850738182,-3900.3900390677104,-2511.738520948029,-3732.1809695025577,-3036.0293563392734,662.2769440279759,28,tanh,0.0001,"(50,)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2205519199371338,0.03853334190693059,0.0003826141357421875,1.950223171488104e-05,tanh,0.0001,"(50,)",adaptive,adam,-2821.099508405741,-2370.180819737635,-3202.682680890347,-2236.1966346684007,-2195.8375663227507,-2565.199442004975,388.4772913099529,9,tanh,0.0001,"(50,)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03782563209533692,0.002432357694206386,0.0003607749938964844,1.0902170201441323e-05,tanh,0.0001,"(50,)",adaptive,sgd,-2121.329608177688,-2791.367850738182,-3900.3900390677104,-2511.738520948029,-3732.1809695025577,-3011.4013976868337,692.8390200190504,27,tanh,0.0001,"(50,)",adaptive,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12134003639221191,0.02214569185539052,0.00039167404174804686,2.335110074552017e-05,tanh,0.0001,"(100,)",constant,adam,-2194.850321368226,-1784.8473525710508,-2616.5974872825846,-2217.831784237353,-2058.9746488589167,-2174.6203188636264,269.413135310093,1,tanh,0.0001,"(100,)",constant,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014873790740966796,0.0016621661545831515,0.0003635406494140625,1.1444489154275054e-05,tanh,0.0001,"(100,)",constant,sgd,-2252.0955092187583,-2921.045659281734,-3927.442693616188,-3204.0903036039545,-2442.9025826511224,-2949.5153496743515,594.1400087589598,23,tanh,0.0001,"(100,)",constant,sgd,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12110252380371093,0.021319313156577955,0.0003773212432861328,7.514687354313625e-06,tanh,0.0001,"(100,)",adaptive,adam,-2194.850321368226,-1784.8473525710508,-2616.5974872825846,-2217.831784237353,-2058.9746488589167,-2174.6203188636264,269.413135310093,1,tanh,0.0001,"(100,)",adaptive,adam,platetes,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
