mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.16037459373474122,0.0030861805780556767,0.012400245666503907,0.00024165030788906588,squared_error,4,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",-74.77816895634182,-86.41087692236285,-92.3470198445579,-72.43226018345328,-75.81906138491401,-80.35747745832597,7.680205002109141,18
0.32733979225158694,0.007953553634642493,0.024187469482421876,0.00012344710827792642,squared_error,4,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",-75.31073154509596,-86.21419179605958,-90.99277595713201,-71.49777923406788,-75.94034480850118,-79.99116466817134,7.351390473578995,10
0.12128658294677734,0.01669562196453711,0.014655351638793945,0.0019388392999111373,squared_error,4,log2,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",-74.18655867490567,-88.50690836043843,-91.22783575636319,-72.13996463915714,-75.02665994297362,-80.21758547476762,7.98129608105668,14
0.2089859962463379,0.0018256645501280788,0.024085855484008788,0.0002975423595571642,squared_error,4,log2,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",-74.48971204510512,-88.83172568473373,-91.87912919683147,-71.37736980254961,-74.23488209305523,-80.16256376445503,8.449030281714565,13
0.228973388671875,0.010519206071700657,0.012782430648803711,8.438247559692529e-05,squared_error,8,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",-77.24955633195239,-89.43388323144512,-91.13602890824635,-70.47831767553683,-72.84886984701136,-80.22933119883841,8.51013943246663,15
0.4465798377990723,0.020606383301272763,0.02502756118774414,0.0008987927665740956,squared_error,8,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 200}",-75.17887911805587,-89.24461555304475,-90.01061771622804,-71.21658890121,-74.2391208711611,-79.97796443193997,7.990647049876669,9
0.13474302291870116,0.011096086546209444,0.013073253631591796,0.0008357552281688047,squared_error,8,log2,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 100}",-77.6507856645237,-93.84970150896464,-90.21642448099912,-68.16372388914328,-77.8005660579607,-81.53624032031829,9.325697178081185,21
0.2585591316223145,0.008675614336516408,0.02428736686706543,0.0001412694442667058,squared_error,8,log2,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 200}",-78.74118350822044,-92.85911685092213,-91.34755980354731,-70.23539164498094,-75.57985890084561,-81.7526221417033,8.890842709733734,22
0.2415987491607666,0.01466418168798265,0.012720680236816407,9.825710693539155e-05,squared_error,12,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",-75.72020014311255,-90.80855998317712,-93.5820236851637,-76.04397729137499,-80.51055979280302,-83.33306417912628,7.483010436603837,24
0.46860198974609374,0.012690792914252689,0.024434566497802734,0.00019660013958915627,squared_error,12,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 200}",-76.1570155216673,-89.0358290628779,-92.16919426797443,-75.2562850699829,-79.09961652539076,-82.34358808957866,6.933332845846916,23
