Wavenumber (cm⁻¹),Importance
3050.854846120364,0.0007371950155774029
3048.926366445193,0.0008594142849814272
3046.997886770022,0.0008955680128205218
3045.069407094851,0.0010261243154308722
3043.14092741968,0.0011157032373308368
3041.212447744509,0.0011087912622572962
3039.283968069338,0.0012025785233089677
3037.355488394167,0.0012042387665755314
3035.427008718997,0.001062754605214217
3033.498529043825,0.0009563731612913826
3031.570049368655,0.0008521663012358505
3029.641569693484,0.0006827158380321279
3027.713090018313,0.0005018993077871543
3025.784610343142,0.000388473817302164
3023.856130667971,0.0003322989283477455
3021.9276509928,0.00029784190726363544
3019.999171317629,0.000266426482279339
3018.070691642458,0.00018831063443548916
3016.142211967287,6.215088715557538e-05
3014.213732292117,4.493647796665342e-05
3012.285252616945,8.876852871482274e-05
3010.356772941775,8.240439379502578e-05
3008.428293266604,6.119781051890697e-05
3006.499813591433,2.99842283209538e-05
3004.571333916262,1.2122246476437359e-05
3002.642854241091,5.2411900452830805e-05
3000.71437456592,0.00011491694331000503
2998.785894890749,0.00021080230126552588
2996.857415215578,0.0002948728971047252
2994.928935540408,0.0003329817026611608
2993.000455865237,0.0003324019076011826
2991.071976190066,0.0003299572306133568
2989.143496514895,0.00033323346246389563
2987.215016839724,0.0003218994245990537
2985.286537164553,0.00029385526389521084
2983.358057489382,0.0002415922879895242
2981.429577814211,0.00016223256869943385
2979.501098139041,6.681255416651777e-05
2977.572618463869,4.478126354066817e-05
2975.644138788698,0.0001688314740866112
2973.715659113528,0.0002863576706899734
2971.787179438357,0.000378728515889185
2969.858699763186,0.000445683957079902
2967.930220088015,0.0004944433708800831
2966.001740412844,0.0005219959239568826
2964.073260737673,0.0005344011668409662
2962.144781062502,0.000541787842338684
2960.216301387331,0.0005438789003749575
2958.287821712161,0.0005454231321203779
2956.359342036989,0.0005451131231301601
2954.430862361819,0.0005352162232881948
2952.502382686648,0.0005231543294735532
2950.573903011477,0.0005130734206164487
2948.645423336306,0.0005029782600382601
2946.716943661135,0.0004959944487174112
2944.788463985964,0.0004894779999712771
2942.859984310793,0.0004857467374367429
2940.931504635622,0.0004906532461825057
2939.003024960452,0.0005011390449575894
2937.074545285281,0.0005134265657346503
2935.146065610109,0.0005230718299666296
2933.217585934939,0.0005258952759552945
2931.289106259768,0.0005223773205260422
2929.360626584597,0.0005146113929792218
2927.432146909426,0.0005040693147443579
2925.503667234255,0.0004917706917177171
2923.575187559084,0.0004808541439163448
2921.646707883913,0.0004723806743035276
2919.718228208742,0.00046174325338217833
2917.789748533572,0.00044874090462797696
2915.861268858401,0.00043694302426737806
2913.93278918323,0.0004285847660100331
2912.004309508059,0.0004285393885262058
2910.075829832888,0.0004354296627131559
2908.147350157717,0.00044038270594752685
2906.218870482546,0.00043778219520249854
2904.290390807375,0.00042906004550497516
2902.361911132204,0.0004213785442444949
2900.433431457033,0.00041604187850366117
2898.504951781862,0.00040869721521678755
2896.576472106692,0.00039977624180597175
2894.647992431521,0.0003893326289262724
2892.71951275635,0.00037709330245857083
2890.791033081179,0.00036910002090204173
2888.862553406008,0.00036593628714580505
2886.934073730837,0.00035928837253868857
2885.005594055666,0.0003504468434117796
2883.077114380495,0.0003479832386186092
2881.148634705325,0.00035312467590667624
2879.220155030153,0.00036857020357346026
2877.291675354983,0.00039650978973494445
2875.363195679812,0.0004280085215229288
2873.434716004641,0.0004571933817630596
2871.50623632947,0.0004816482376161107
2869.577756654299,0.000493417496493014
2867.649276979128,0.0004906478986445366
2865.720797303957,0.00048107649534957515
2863.792317628786,0.0004712688710739459
2861.863837953616,0.0004677477581288602
2859.935358278445,0.0004738336316987142
2858.006878603273,0.0004848699458898158
2856.078398928103,0.000496690915074768
2854.149919252932,0.0005057398411449643
2852.221439577761,0.0005091614464101998
2850.29295990259,0.0005080830273407192
2848.364480227419,0.0005014364736956197
2846.436000552248,0.0004877349422228487
2844.507520877077,0.0004734980649661968
2842.579041201906,0.00046067179244490826
2840.650561526736,0.0004451194896625522
2838.722081851565,0.0004338341963400318
2836.793602176394,0.0004297925627409535
2834.865122501223,0.00043124946016018825
2832.936642826052,0.00044894716357240404
2831.008163150881,0.0004848944008471963
2829.07968347571,0.0005253571422759389
2827.151203800539,0.0005589643073310957
2825.222724125369,0.0005816623681856572
2823.294244450197,0.0006025429305587522
2821.365764775026,0.0006292540859905435
2819.437285099856,0.0006582024175325155
2817.508805424685,0.000685949302152743
2815.580325749514,0.000699930003165536
2813.651846074343,0.0007087227279625568
2811.723366399172,0.0007490645719274479
2809.794886724001,0.0008068573675744305
2807.86640704883,0.0008379179863912438
2805.937927373659,0.0008497695721455316
2804.009447698489,0.000864096390694651
2802.080968023317,0.000878434689223226
2800.152488348147,0.0008967992129177806
2798.224008672976,0.0009190131947538615
2796.295528997805,0.0009373321452970015
2794.367049322634,0.000963002483225881
2792.438569647463,0.0009982836751984791
2790.510089972292,0.0010208943648304988
2788.581610297121,0.0010209393988464207
2786.65313062195,0.0010081582081731236
2784.72465094678,0.0010054421531440123
2782.796171271609,0.0010246597581384709
2780.867691596438,0.001062913421175803
2778.939211921267,0.0011322818323725632
2777.010732246096,0.0012031441717288178
2775.082252570925,0.0012133317796658265
2773.153772895754,0.0011749863227229018
2771.225293220583,0.0011424390410069913
2769.296813545412,0.001129695076741091
2767.368333870241,0.001119862598435698
2765.43985419507,0.0011069763254302869
2763.5113745199,0.0011106965990483946
2761.582894844729,0.0011258539965149149
2759.654415169558,0.0011309565967029848
2757.725935494387,0.0011258779043383416
2755.797455819216,0.001085856564136337
2753.868976144045,0.0010205049005992076
2751.940496468874,0.000983610284551465
2750.012016793703,0.0009644588880428229
2748.083537118532,0.0009427019500264494
2746.155057443361,0.0008930738986954188
2744.226577768191,0.0008110206008768504
2742.29809809302,0.0007644064112309527
2740.369618417849,0.0007261926320983252
2738.441138742678,0.0007099419339747256
2736.512659067507,0.0007744792808150384
2734.584179392336,0.0007081207722583366
2732.655699717165,0.00045288011694490126
2730.727220041994,0.00027156273123740617
2728.798740366823,0.00019340346495545216
2726.870260691652,0.00014857490827356156
2724.941781016481,4.572071617691246e-05
2723.013301341311,0.0002950688169715148
2721.08482166614,0.0006587819693944778
2719.156341990969,0.0007533894765322733
2717.227862315798,0.0006607300706906467
2715.299382640627,0.00031863922235649304
2713.370902965456,6.806587471484577e-05
2711.442423290285,0.00026425561009876396
2709.513943615114,0.00015086871343679574
2707.585463939944,0.00014760544759524955
2705.656984264772,7.665206963128747e-05
2703.728504589601,3.396047149941298e-05
2701.800024914431,8.41961241435331e-05
2699.87154523926,4.0551397946922694e-05
2697.943065564089,1.1330867628245684e-05
2696.014585888918,9.64143602645844e-05
2694.086106213747,0.00017818251856461376
2692.157626538576,0.00019494963300145584
2690.229146863405,0.00030126149393010205
2688.300667188234,0.0004119174555397919
2686.372187513064,0.00038802126733916735
2684.443707837893,0.00040593750103017794
2682.515228162722,0.0004859947064205695
2680.586748487551,0.0005579295140097389
2678.65826881238,0.0006773082294260655
2676.729789137209,0.0007247882749915828
2674.801309462038,0.0006671333935991679
2672.872829786867,0.0006901020267307059
2670.944350111697,0.0007921174151974915
2669.015870436525,0.0008847928626943208
2667.087390761355,0.0009952301548908486
2665.158911086184,0.0010990588815908532
2663.230431411013,0.0011570024435370412
2661.301951735842,0.001209994599184221
2659.373472060671,0.0012612583260879831
2657.4449923855,0.0012912577044462234
2655.516512710329,0.001318703736790873
2653.588033035158,0.0013550260753732277
2651.659553359988,0.0013830277674140418
2649.731073684817,0.0013958731139242036
2647.802594009645,0.0014358964591598062
2645.874114334475,0.0015037065625417786
2643.945634659304,0.0015421037010799098
2642.017154984133,0.0015555786174545297
2640.088675308962,0.0015730854833925477
2638.160195633791,0.0015867318425927851
2636.23171595862,0.0015997972036228398
2634.303236283449,0.0016181971105852905
2632.374756608278,0.001631044243307325
2630.446276933108,0.001644716891970033
2628.517797257937,0.001659004321330602
2626.589317582765,0.0016477223434000665
2624.660837907595,0.001622368542126284
2622.732358232424,0.0016124658356936204
2620.803878557253,0.001606305817237494
2618.875398882082,0.0015975022561025244
2616.946919206911,0.0015944533422690846
2615.01843953174,0.0015864149777862157
2613.089959856569,0.001577257277095488
2611.161480181398,0.001581445823927511
2609.233000506228,0.0015893575615275818
2607.304520831057,0.0015851178470729149
2605.376041155886,0.0015702428777884477
2603.447561480715,0.0015538875452827715
2601.519081805544,0.0015324184149532977
2599.590602130373,0.0015099861918474412
2597.662122455202,0.0015023439608778488
2595.733642780031,0.0014993975714087148
2593.80516310486,0.0014872538101118149
2591.876683429689,0.0014718316082149784
2589.948203754519,0.0014514195512832775
2588.019724079348,0.0014291735288329266
2586.091244404177,0.0014236492199458078
2584.162764729006,0.0014347848457242718
2582.234285053835,0.001446867187771336
2580.305805378664,0.0014431866040504246
2578.377325703493,0.0014156765172732015
2576.448846028322,0.001382512699013716
2574.520366353152,0.0013660082759146667
2572.59188667798,0.0013684486212755308
2570.663407002809,0.0013781798265626185
2568.734927327639,0.0013805246001074279
2566.806447652468,0.00137003955635651
2564.877967977297,0.0013562662364743298
2562.949488302126,0.0013531764291645943
2561.021008626955,0.0013625621679146298
2559.092528951784,0.0013737031362636204
2557.164049276613,0.0013754417950506046
2555.235569601442,0.0013653868727271578
2553.307089926272,0.0013502345615460454
2551.378610251101,0.0013361266010174571
2549.45013057593,0.001325334606081931
2547.521650900759,0.0013229851286829862
2545.593171225588,0.0013267952167240497
2543.664691550417,0.0013255598016251302
2541.736211875246,0.0013186993739887083
2539.807732200075,0.0013062267466057201
2537.879252524904,0.0012895266821165612
2535.950772849733,0.0012788094147489582
2534.022293174562,0.0012742464317340794
2532.093813499392,0.0012725512373533805
2530.165333824221,0.0012706449467152704
2528.23685414905,0.0012638679468167217
2526.308374473879,0.0012553082905662559
2524.379894798708,0.0012451618983560617
2522.451415123537,0.0012303573372330935
2520.522935448366,0.0012146468523236635
2518.594455773195,0.001200731938802031
2516.665976098025,0.0011883589937463257
2514.737496422853,0.0011806679064735586
2512.809016747683,0.0011749168415026389
2510.880537072512,0.0011632329302227458
2508.952057397341,0.0011466618652833057
