Wavenumber (cm⁻¹),Importance,target_variable,Sample Type,Train Percentage,Model,Search Type,RMSE,MAE,MAPE,R²,run_id,run_name
964.23983758545,0.008093691924671052,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
960.3828782351084,0.007493907807579699,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
962.3113579102792,0.007114135395233942,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
966.1683172606208,0.007047626480112212,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
958.4543985599371,0.006877355814888199,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1220.72763438318,0.006159213939521155,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1218.799154708009,0.005608727347150534,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1222.656114058351,0.005177923748662191,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
968.0967969357921,0.004701689821986314,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
948.812000184083,0.004642899695751759,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
970.0252766109629,0.004485931685716763,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
956.5259188847667,0.004438709710855473,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
971.9537562861337,0.00419920613230497,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
975.8107156364754,0.0039239233443274625,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
973.8822359613046,0.003917960788258206,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1216.870675032838,0.0039047606900108854,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
939.1696018082284,0.0038967945475303686,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
946.8835205089117,0.0037904265444986115,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2937.074545285281,0.0037102177459962114,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2935.146065610109,0.003704571591581075,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.7346206971967688,0.5795984474069085,22.059918898022993,-0.7376469339776994,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1421.289520600953,0.00611411403540921,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2757.725935494387,0.005374085230958466,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2832.936642826052,0.005320872254581432,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2869.577756654299,0.005152471615317864,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2946.716943661135,0.004914443071882679,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2595.733642780031,0.004790613557415547,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1469.501512480226,0.0046690944156173,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2724.941781016481,0.004565317710177648,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1787.700658883424,0.004430246669058906,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2721.08482166614,0.004374680033965712,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2838.722081851565,0.004361896453205747,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1388.505366123048,0.004328265081177761,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
1459.859114104371,0.004263914241187502,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
2917.789748533572,0.004231731167886591,il_10,CAPILAR,0.8,MLP Regressor,GridSearchCV,0.6595292020831452,0.5440104662109302,21.03144104823765,-0.4005650274803363,f15a5cb452a44e508d37e64811c0b3df,experiment_linear_il_10
