mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.014930391311645507,0.0034251169213712074,0.00040545463562011717,1.0494318150203178e-05,relu,0.0001,"(50,)",constant,adam,-2.1423247441047732,-1.9104803962997046,-0.31104135720777143,-0.44571228883042063,-1.2918073194066613,-1.2202732211698661,0.7427421225578068,21,relu,0.0001,"(50,)",constant,adam,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27469735145568847,0.002871343394005876,0.0004662990570068359,3.392601715557926e-05,relu,0.0001,"(50,)",constant,sgd,-278.94557887389544,-331.11574607153926,-250.6497063009321,-301.06867955498905,-412.2026209101218,-314.79646634229556,55.39462595726496,47,relu,0.0001,"(50,)",constant,sgd,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014169788360595703,0.0036789692068471035,0.0003734111785888672,1.0151593207861044e-05,relu,0.0001,"(50,)",adaptive,adam,-2.1423247441047732,-1.9104803962997046,-0.31104135720777143,-0.44571228883042063,-1.2918073194066613,-1.2202732211698661,0.7427421225578068,21,relu,0.0001,"(50,)",adaptive,adam,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2718331813812256,0.0031867012406077,0.00046019554138183595,6.227854737195068e-05,relu,0.0001,"(50,)",adaptive,sgd,-278.94557887389544,-331.11574607153926,-250.6497063009321,-301.06867955498905,-412.2026209101218,-314.79646634229556,55.39462595726496,47,relu,0.0001,"(50,)",adaptive,sgd,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.010563993453979492,0.0039311656263766705,0.00036597251892089844,9.36472245282553e-06,relu,0.0001,"(100,)",constant,adam,-1.13892394270096,-3.530565648639674,-0.37252756826648425,-0.6909017823591527,-0.7733757507756424,-1.3012589385483826,1.1410433413963774,27,relu,0.0001,"(100,)",constant,adam,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3607809543609619,0.02844561623504653,0.0007414340972900391,0.0005088288048115797,relu,0.0001,"(100,)",constant,sgd,-113.58515406116696,-213.60640134357914,-171.16021938033006,-149.46640390305137,-144.2554893330745,-158.4147336042404,33.162676611813296,43,relu,0.0001,"(100,)",constant,sgd,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.018098735809326173,0.0073361456523569684,0.0005336761474609375,0.00010670690862902959,relu,0.0001,"(100,)",adaptive,adam,-1.13892394270096,-3.530565648639674,-0.37252756826648425,-0.6909017823591527,-0.7733757507756424,-1.3012589385483826,1.1410433413963774,27,relu,0.0001,"(100,)",adaptive,adam,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.372318172454834,0.040537903244306915,0.0005038738250732422,6.639015243910484e-05,relu,0.0001,"(100,)",adaptive,sgd,-113.58515406116696,-213.60640134357914,-171.16021938033006,-149.46640390305137,-144.2554893330745,-158.4147336042404,33.162676611813296,43,relu,0.0001,"(100,)",adaptive,sgd,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.009355831146240234,0.0034213653366684327,0.0003582954406738281,1.7042776415778106e-05,relu,0.0001,"(50, 50)",constant,adam,-1.599882080324194,-4.27287218903291,-0.6645631235688272,-1.488215772746064,-0.8438860060158083,-1.773883834337561,1.3001779915642135,33,relu,0.0001,"(50, 50)",constant,adam,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.09936995506286621,0.17206146472027642,0.00039682388305664065,5.789097679473461e-05,relu,0.0001,"(50, 50)",constant,sgd,-1.1009338184088029,-0.7370127405672283,-0.35497555558260147,-4.28362919889983,-4.6273915286087615,-2.220788568413445,1.8430394918212643,37,relu,0.0001,"(50, 50)",constant,sgd,il_10,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
