mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.032195234298706056,0.0006161322801955075,0.004820728302001953,5.551039929053611e-05,squared_error,4,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 100}",-17.71692635807841,-31.94002514541474,-26.641991784283036,-15.16709837586621,-17.57612350393427,-21.808433033515332,6.399572576090442,5
0.06747450828552246,0.006711492068553919,0.009315872192382812,0.0001587386960626025,squared_error,4,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",-17.904517639945293,-31.722083723187115,-27.171752985934237,-15.840647026104534,-16.96460458754422,-21.920721192543077,6.345081985285225,9
0.03227238655090332,0.00036445657528645246,0.00482940673828125,0.00015325660503367596,squared_error,4,log2,100,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 100}",-17.71692635807841,-31.94002514541474,-26.641991784283036,-15.16709837586621,-17.57612350393427,-21.808433033515332,6.399572576090442,5
0.06397528648376465,0.0007990059830163123,0.009258079528808593,9.12646140948732e-05,squared_error,4,log2,200,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",-17.904517639945293,-31.722083723187115,-27.171752985934237,-15.840647026104534,-16.96460458754422,-21.920721192543077,6.345081985285225,9
0.03506669998168945,0.00016157868970175532,0.004906225204467774,4.8151204174367795e-05,squared_error,8,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 100}",-18.051176150211276,-31.410768402319444,-25.312566834407285,-16.958698401252267,-18.142664901749495,-21.97517493798795,5.575294524998327,15
0.06963958740234374,0.000419856068221776,0.009431219100952149,3.590700950585874e-05,squared_error,8,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'n_estimators': 200}",-17.812063163052198,-31.400534769410108,-25.534581061873617,-16.507177950680745,-17.71369209088535,-21.7936098071804,5.77464591438946,3
0.034686040878295896,0.00010382710578707847,0.004802131652832031,2.2246689290549853e-05,squared_error,8,log2,100,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 100}",-18.051176150211276,-31.410768402319444,-25.312566834407285,-16.958698401252267,-18.142664901749495,-21.97517493798795,5.575294524998327,15
0.06950740814208985,0.0003031752026204483,0.009542512893676757,0.00022395916963959008,squared_error,8,log2,200,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'n_estimators': 200}",-17.812063163052198,-31.400534769410108,-25.534581061873617,-16.507177950680745,-17.71369209088535,-21.7936098071804,5.77464591438946,3
0.0363917350769043,0.00022318133837028064,0.005129814147949219,0.00020915976976055295,squared_error,12,sqrt,100,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}",-18.230657471496464,-32.154968502646476,-25.715628938874747,-16.103381638669287,-18.508563745371596,-22.14264005941171,5.966502008461945,19
0.07880640029907227,0.013086033079757739,0.010088348388671875,0.001116710199043739,squared_error,12,sqrt,200,"{'criterion': 'squared_error', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 200}",-17.9666156006453,-32.37937465950576,-25.593249208602867,-16.168189228590858,-17.51476819879816,-21.92443937922859,6.18077377125959,11
