mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.08520874977111817,0.002212856472312356,0.0006235599517822266,7.625960530886932e-05,0.8,0.01,3,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",-94.71178968706562,-72.13840232935071,-42.991175277532605,-39.1638157817944,-56.1397445735116,-61.02898552985098,20.42206337007796,33
0.08736891746520996,0.0012341117679804713,0.0006117343902587891,4.88508905298712e-05,0.8,0.01,3,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",-94.6310383939474,-73.64034485239128,-45.224683014894495,-41.073430438790176,-57.94509733056337,-62.50291880611735,19.67126059779422,38
0.16604299545288087,0.010433774519372408,0.000609588623046875,3.506306544026882e-05,0.8,0.01,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-89.93612357831002,-61.841004588430806,-36.70777128426262,-34.215978961409654,-53.84243619036219,-55.30866292055506,20.17313474083812,4
0.16232380867004395,0.0030595901667489385,0.0005774497985839844,4.507738152703118e-05,0.8,0.01,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-90.70264581932916,-62.37856694509586,-38.32890709390551,-34.06279966789602,-55.42749101122907,-56.180082107491124,20.19224427722976,8
0.5015198707580566,0.18740733619479719,0.0021967411041259764,0.003101219948620132,0.8,0.01,6,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 0.8}",-96.46046872973054,-73.7121584881662,-44.207047888964865,-42.23671949855928,-58.011898428918784,-62.925658606867934,20.216308750055205,42
0.3470792770385742,0.03234302484266742,0.0006849288940429688,4.982809128711368e-05,0.8,0.01,6,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 50, 'subsample': 1.0}",-97.37381812040773,-77.23262853078765,-47.85678699409404,-44.83899694157273,-59.4146445883921,-65.34337503505085,19.640080243999787,45
0.6845905780792236,0.07410723586220493,0.000683450698852539,3.7005942967042804e-05,0.8,0.01,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-91.7866230383657,-63.030858035511095,-39.17674416568128,-36.751339136115895,-56.09512668428029,-57.368138211990846,19.871075830844564,18
0.6575984477996826,0.04403359876305002,0.0006273746490478516,3.082987318346161e-05,0.8,0.01,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-94.93930605320334,-68.11588394770654,-40.840274794928824,-39.34951802077618,-61.397666289905686,-60.92852982130412,20.385302492496024,31
0.4704419136047363,0.025999726390869077,0.0006494998931884765,2.7615170921362657e-05,0.8,0.01,10,50,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 0.8}",-96.4140256758306,-74.30042554676444,-45.02406814175536,-42.11000210334753,-58.150368602603635,-63.199778014060314,20.134757193040773,44
0.5162575721740723,0.026481722633580385,0.0006444454193115234,2.5825035620693502e-05,0.8,0.01,10,50,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 50, 'subsample': 1.0}",-97.4849548763569,-77.03379446240186,-48.50622341866119,-44.36295848212926,-60.33658015476945,-65.54490227886374,19.587136305203238,46
0.9910054683685303,0.07395681288424107,0.0008086681365966797,0.00016265749315836785,0.8,0.01,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",-90.995451368433,-64.055143261927,-39.532408969228825,-36.53142381942282,-55.7163692293834,-57.36615932967901,19.649541735877172,17
1.079578685760498,0.05619390287599687,0.0007163047790527344,3.8834749347722024e-05,0.8,0.01,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",-93.17884469394505,-69.52855114109046,-41.48588560068611,-42.04080694407878,-59.44599145245078,-61.13601596645024,19.239481975222937,34
