mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,Sample Type,Train Percentage,Model,param_criterion,param_max_depth,param_max_features,param_n_estimators,criterion,max_depth,max_features,n_estimators,param_min_samples_leaf,param_min_samples_split,param_splitter,min_samples_leaf,min_samples_split,splitter,param_colsample_bytree,param_subsample,colsample_bytree,subsample,param_learning_rate_init,param_max_iter,learning_rate_init,max_iter,param_bootstrap,bootstrap,param_gamma,param_min_child_weight,gamma,min_child_weight
0.03648085594177246,0.024810248096232383,0.00039210319519042967,5.061477631094468e-05,relu,0.0001,"(50,)",constant,adam,-93.81438610988748,-98.61973075177285,-86.33522148375773,-15.285151637400126,-41.70805688241508,-67.15250937304666,32.883616277338525,29,relu,0.0001,"(50,)",constant,adam,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.27729287147521975,0.015317590669890496,0.0005314826965332031,0.00010716308060999018,relu,0.0001,"(50,)",constant,sgd,-1752614.0586142167,-1658501.8100351344,-1996978.486559484,-1461381.6068094806,-1270091.2182807366,-1627913.4360598107,248380.55281282924,39,relu,0.0001,"(50,)",constant,sgd,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03658113479614258,0.025099216419580996,0.0003974437713623047,2.9090584088879437e-05,relu,0.0001,"(50,)",adaptive,adam,-93.81438610988748,-98.61973075177285,-86.33522148375773,-15.285151637400126,-41.70805688241508,-67.15250937304666,32.883616277338525,29,relu,0.0001,"(50,)",adaptive,adam,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.269315242767334,0.0020223333475405344,0.0004711151123046875,2.8697912638777942e-05,relu,0.0001,"(50,)",adaptive,sgd,-1752614.0586142167,-1658501.8100351344,-1996978.486559484,-1461381.6068094806,-1270091.2182807366,-1627913.4360598107,248380.55281282924,39,relu,0.0001,"(50,)",adaptive,sgd,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02909693717956543,0.012385831654443043,0.0003703117370605469,7.235365577083838e-06,relu,0.0001,"(100,)",constant,adam,-21.18284876188534,-29.089979382741213,-19.51971305693569,-39.83375464043698,-90.87923309920262,-40.10110578824037,26.3864691470376,16,relu,0.0001,"(100,)",constant,adam,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3277334213256836,0.0065361708172924065,0.00043816566467285155,3.459925951213538e-05,relu,0.0001,"(100,)",constant,sgd,-1909675.7171194933,-1609352.3019502054,-1646855.8774138007,-1499050.654240908,-2048804.5669095789,-1742747.8235267974,203918.4114558332,43,relu,0.0001,"(100,)",constant,sgd,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.029233264923095702,0.012403833822256932,0.00036940574645996096,8.404517000589295e-06,relu,0.0001,"(100,)",adaptive,adam,-21.18284876188534,-29.089979382741213,-19.51971305693569,-39.83375464043698,-90.87923309920262,-40.10110578824037,26.3864691470376,16,relu,0.0001,"(100,)",adaptive,adam,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.32776942253112795,0.009130336521015069,0.0004153728485107422,3.73742397286878e-05,relu,0.0001,"(100,)",adaptive,sgd,-1909675.7171194933,-1609352.3019502054,-1646855.8774138007,-1499050.654240908,-2048804.5669095789,-1742747.8235267974,203918.4114558332,43,relu,0.0001,"(100,)",adaptive,sgd,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.02074708938598633,0.00811072024109974,0.00038127899169921876,7.854652958264075e-06,relu,0.0001,"(50, 50)",constant,adam,-69.12516875032524,-28.22988072522232,-68.80164656955391,-92.8383780699062,-48.68343450060171,-61.535701723121875,21.747229689517347,22,relu,0.0001,"(50, 50)",constant,adam,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25329055786132815,0.20265313573698326,0.00037817955017089845,8.068839955434428e-06,relu,0.0001,"(50, 50)",constant,sgd,-11381249.652325884,-12110799.03609609,-11782013.447794395,-10299806.117839947,-12412535.726340868,-11597280.796079436,733836.1850575573,47,relu,0.0001,"(50, 50)",constant,sgd,hematocrit,CAPILAR,0.8,MLP Regressor (GridSearchCV),,,,,,,,,,,,,,,,,,,,,,,,,,,,
