Sample Type,Train Percentage,Model,RMSE,MAE,MAPE,R²,activation,alpha,hidden_layer_sizes,learning_rate,solver,target_variable,criterion,max_depth,max_features,n_estimators,min_samples_leaf,min_samples_split,splitter,colsample_bytree,subsample,learning_rate_init,max_iter,bootstrap,gamma,min_child_weight
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.17738007918079937,0.13278338484203686,62.03640489193402,-0.19704732725943108,relu,0.0001,"(50, 50)",constant,sgd,eosinophils,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.17595846644665858,0.12510695674614428,56.15228101673678,-0.1779367434474759,tanh,0.001,"(50, 50)",constant,sgd,eosinophils,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.17738007918079995,0.1327833848420372,62.036404891934026,-0.19704732725943885,relu,0.0001,"(50, 50)",constant,sgd,eosinophils,,,,,,,,,,,,,,
CAPILAR,0.8,MLP Regressor (GridSearchCV),0.1620805501928907,0.1150597575468441,51.30223829255439,0.0005445581883141148,relu,0.001,"(50,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.3359975044693497,0.25641738051026747,168.86861038898456,-3.895886916124911,tanh,0.001,"(50, 50)",constant,adam,eosinophils,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.20357613773009495,0.16063237764636162,106.82107281480238,-0.7972687193922958,tanh,0.001,"(100,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.33599750446934956,0.25641738051026736,168.86861038898445,-3.8958869161249075,tanh,0.001,"(50, 50)",constant,adam,eosinophils,,,,,,,,,,,,,,
PLASMA,0.8,MLP Regressor (GridSearchCV),0.15381885370832016,0.12544999218661915,80.14108661744211,-0.026073368140843822,relu,0.001,"(50,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.3453738062330045,0.276340871914096,183.30555981487862,-2.8821944697560316,relu,0.001,"(50, 50)",adaptive,sgd,eosinophils,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.2299186591769544,0.17496962374888161,130.4353040244807,-0.7204693067679413,relu,0.001,"(50,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.34537380623300484,0.2763408719140958,183.30555981487873,-2.882194469756039,relu,0.001,"(50, 50)",adaptive,sgd,eosinophils,,,,,,,,,,,,,,
SALIVA,0.8,MLP Regressor (GridSearchCV),0.1767618318530798,0.14197554130140663,84.77388969020325,-0.016893521098661823,relu,0.001,"(50,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.2084553898028494,0.16784691498103294,82.45380175800415,-1.145230233745433,relu,0.0001,"(50, 50)",constant,sgd,eosinophils,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.22417595609576574,0.17539966936021228,91.9551811136181,-1.480993994548546,tanh,0.001,"(100,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.20845538980284914,0.16784691498103252,82.45380175800385,-1.1452302337454277,relu,0.0001,"(50, 50)",constant,sgd,eosinophils,,,,,,,,,,,,,,
SERUM,0.8,MLP Regressor (GridSearchCV),0.14312809854368944,0.11816455721213273,63.48165752510385,-0.011340630011919872,relu,0.001,"(50,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.29249934995175053,0.20493481709695793,132.71548929213856,-2.2353464783267887,relu,0.001,"(50, 50)",adaptive,sgd,eosinophils,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.22183799534903728,0.15963449496658697,88.5814860505091,-0.8609849047830547,relu,0.0001,"(50,)",adaptive,sgd,eosinophils,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.2924993499517519,0.20493481709696038,132.71548929213967,-2.2353464783268198,relu,0.001,"(50, 50)",adaptive,sgd,eosinophils,,,,,,,,,,,,,,
URINE,0.8,MLP Regressor (GridSearchCV),0.16268375111503705,0.126096203252788,66.9205131897684,-0.0008277571260371097,tanh,0.001,"(100,)",constant,sgd,eosinophils,,,,,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.1512288428945051,0.11088496679512723,47.90070627041059,0.1298965494988874,,,,,,eosinophils,squared_error,8.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.17618661594744475,0.13096710216668594,60.10418375808233,-0.18099337282790895,,,,,,eosinophils,squared_error,4.0,log2,200.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.1512288428945051,0.11088496679512723,47.90070627041059,0.1298965494988874,,,,,,eosinophils,squared_error,8.0,sqrt,100.0,,,,,,,,,,
CAPILAR,0.8,Random Forest Regressor (GridSearchCV),0.17618661594744475,0.13096710216668594,60.10418375808233,-0.18099337282790895,,,,,,eosinophils,squared_error,4.0,log2,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.15537055986454448,0.1255749139055477,84.80812263198003,-0.04687959709276979,,,,,,eosinophils,squared_error,4.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.16535261928534695,0.1341992850444326,86.73734875648125,-0.18571805248737983,,,,,,eosinophils,squared_error,4.0,log2,200.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.15537055986454448,0.1255749139055477,84.80812263198003,-0.04687959709276979,,,,,,eosinophils,squared_error,4.0,sqrt,100.0,,,,,,,,,,
PLASMA,0.8,Random Forest Regressor (GridSearchCV),0.16535261928534695,0.1341992850444326,86.73734875648125,-0.18571805248737983,,,,,,eosinophils,squared_error,4.0,log2,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),0.20632649271930079,0.16212228723225253,104.33397208712097,-0.3855062352025791,,,,,,eosinophils,squared_error,12.0,sqrt,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),0.1792479258281403,0.13813035714285724,81.15385480260493,-0.04569918807806661,,,,,,eosinophils,absolute_error,4.0,log2,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),0.20632649271930079,0.16212228723225253,104.33397208712097,-0.3855062352025791,,,,,,eosinophils,squared_error,12.0,sqrt,200.0,,,,,,,,,,
SALIVA,0.8,Random Forest Regressor (GridSearchCV),0.1792479258281403,0.13813035714285724,81.15385480260493,-0.04569918807806661,,,,,,eosinophils,absolute_error,4.0,log2,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),0.12183798949975964,0.09569179638623017,49.839558256162434,0.2671533625464859,,,,,,eosinophils,squared_error,12.0,sqrt,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),0.15474155057868128,0.1195155400566427,58.933405278048724,-0.18211993276018856,,,,,,eosinophils,squared_error,4.0,log2,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),0.12183798949975964,0.09569179638623017,49.839558256162434,0.2671533625464859,,,,,,eosinophils,squared_error,12.0,sqrt,200.0,,,,,,,,,,
SERUM,0.8,Random Forest Regressor (GridSearchCV),0.15474155057868128,0.1195155400566427,58.933405278048724,-0.18211993276018856,,,,,,eosinophils,squared_error,4.0,log2,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),0.1638577082490524,0.13123289473684216,71.45587355212362,-0.015324203554771154,,,,,,eosinophils,absolute_error,8.0,sqrt,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),0.15617714069708083,0.12107631578947374,68.1270962033463,0.07762840268375548,,,,,,eosinophils,absolute_error,8.0,log2,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),0.1638577082490524,0.13123289473684216,71.45587355212362,-0.015324203554771154,,,,,,eosinophils,absolute_error,8.0,sqrt,200.0,,,,,,,,,,
URINE,0.8,Random Forest Regressor (GridSearchCV),0.15617714069708083,0.12107631578947374,68.1270962033463,0.07762840268375548,,,,,,eosinophils,absolute_error,8.0,log2,200.0,,,,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),0.18879981327366316,0.13190323565323564,57.72698880337769,-0.3561407102197345,,,,,,eosinophils,squared_error,,,,2.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),0.20817315959827257,0.15433007733007728,65.40860189193522,-0.6487359216583739,,,,,,eosinophils,squared_error,10.0,,,4.0,2.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),0.18879981327366316,0.13190323565323564,57.72698880337769,-0.3561407102197345,,,,,,eosinophils,squared_error,,,,2.0,10.0,random,,,,,,,
CAPILAR,0.8,Decision Tree Regressor (GridSearchCV),0.20817315959827257,0.15433007733007728,65.40860189193522,-0.6487359216583739,,,,,,eosinophils,squared_error,10.0,,,4.0,2.0,random,,,,,,,
