mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.023599004745483397,0.001658206915691357,0.0005471706390380859,0.00025516023722477546,squared_error,,1,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",-717816.4516129033,-469311.03225806454,-418699.29032258067,-375828.6451612903,-448097.96774193546,-485950.67741935485,120100.83573270972,80
0.007422304153442383,0.00022443457183298705,0.0003756046295166016,6.741135125042692e-06,squared_error,,1,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",-707463.0645161291,-510813.7419354839,-610215.7096774194,-670820.3225806452,-568844.2903225806,-613631.4258064516,70233.86231058039,107
0.020754098892211914,0.002025354319669408,0.00034689903259277344,3.545244988876083e-05,squared_error,,1,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",-757371.9511648746,-388433.4366039427,-379012.73140681,-467232.85483870964,-436472.90344982076,-485704.7754928315,139580.04804099107,78
0.005477094650268554,0.0001764089082317405,0.00023131370544433595,6.681507871470644e-06,squared_error,,1,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",-442712.2508960573,-443212.6599462365,-514447.39583333343,-378574.6171594982,-779700.4144265234,-511729.4676523298,140715.28616709643,94
0.01843547821044922,0.002153333748760792,0.0002293109893798828,2.3765441502336717e-06,squared_error,,1,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",-695570.3550767337,-356361.10382287315,-363732.36987764045,-411388.0894085157,-371401.60017201863,-439690.7036715563,129346.29976757569,24
0.0038023948669433593,0.0002052032907062158,0.00021820068359375,7.445992010476354e-06,squared_error,,1,10,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",-510644.53392264334,-443599.83237819915,-481375.1972852256,-475194.04295597336,-558405.7994491279,-493843.8811982339,38673.64013644527,87
0.019829940795898438,0.0022477205549465383,0.00022730827331542968,2.382277678832397e-06,squared_error,,2,2,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",-554233.4578853047,-435260.4937275985,-574290.5931899643,-360330.4345878136,-440453.64605734765,-472913.7250896058,80045.72217276022,59
0.005314826965332031,0.00018182489260554715,0.00022411346435546875,6.41873118227533e-06,squared_error,,2,2,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",-676861.4059139785,-503990.75448028673,-472265.3888888888,-542054.0976702509,-494818.63261648756,-537998.0559139785,72994.82736370887,103
0.019850397109985353,0.0023308536198731362,0.0003337383270263672,0.00020538563757115458,squared_error,,2,5,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",-537667.9820788531,-419579.3232526881,-557672.0521953405,-455261.60013440857,-472006.9296594982,-488437.5774641577,51631.610592631274,83
0.004836559295654297,0.00010170803569955843,0.00030260086059570314,5.5338878220056e-05,squared_error,,2,5,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",-599938.458109319,-500651.3436379928,-335047.6234318997,-420607.62029569893,-343225.35080645164,-439894.0792562724,100015.2370750407,28
0.017908763885498048,0.002559268619365553,0.0002775669097900391,5.788602778379584e-05,squared_error,,2,10,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",-573005.2729990999,-356167.2868380147,-532983.2258958542,-411388.0894085157,-371401.60017201863,-448989.0950627007,87732.0573976099,37
